,Biomass,Biomass,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Nuclear,Nuclear,Other,Other,Solar,Solar,Waste,Waste,Wind Offshore,Wind Offshore,Wind Onshore,Wind Onshore
2021-01-02 18:00:00+01:00,15.750,0.000,8481.750,778.250,3166.500,2.000,0.000,0.000,484.000,0.000,2985.000,1097.750,0.000,0.750,402.000,0.000,122.500,3.000,88.750,6.250
2021-01-02 19:00:00+01:00,16.000,0.000,8376.750,779.000,3159.750,2.000,0.000,0.000,484.000,0.000,2856.500,1093.250,0.000,1.000,411.000,0.000,125.250,3.000,92.500,6.000
2021-01-02 20:00:00+01:00,16.500,0.000,8326.000,779.000,3158.250,2.000,0.000,0.000,483.500,0.000,2594.750,1106.750,0.000,0.750,415.500,0.000,145.000,3.000,82.250,7.250
2021-01-02 21:00:00+01:00,16.250,0.000,8153.750,781.250,3069.750,2.000,0.000,0.000,483.500,0.000,2201.000,1122.250,0.000,0.750,420.250,0.000,79.750,5.750,81.250,6.000
2021-01-02 22:00:00+01:00,16.250,0.000,7442.500,673.000,2901.000,2.000,0.000,0.000,484.000,0.000,1811.750,1143.500,0.000,0.750,428.000,0.000,93.750,5.750,82.500,7.000
2021-01-02 23:00:00+01:00,15.750,0.000,6185.000,397.750,2839.250,2.000,0.000,0.000,484.000,0.000,1437.750,1236.000,0.000,1.000,424.000,0.000,177.250,7.500,82.500,7.000
2021-01-03 00:00:00+01:00,16.000,0.000,4600.750,247.000,2580.750,2.000,0.000,0.000,484.000,0.000,562.500,1387.500,0.000,0.750,434.500,0.000,87.250,7.250,90.500,4.250
2021-01-03 01:00:00+01:00,16.500,0.000,3641.500,66.000,2386.750,2.000,0.000,0.000,484.000,0.000,538.250,1535.000,0.000,0.750,438.500,0.000,282.000,1.250,97.250,3.750
2021-01-03 02:00:00+01:00,17.000,0.000,3374.750,63.000,2174.500,2.000,0.000,0.000,484.000,0.000,519.000,1590.000,0.000,1.000,438.750,0.000,180.750,0.250,108.250,1.500
2021-01-03 03:00:00+01:00,16.750,0.000,3747.000,62.250,2281.750,2.000,0.000,0.000,484.000,0.000,545.250,1579.250,0.000,0.750,433.000,0.000,318.500,0.000,130.500,1.500
2021-01-03 04:00:00+01:00,16.750,0.000,3625.500,65.000,2302.250,2.000,0.000,0.000,484.000,0.000,554.500,1619.750,0.000,0.500,433.500,0.000,349.500,0.000,146.500,1.000
2021-01-03 05:00:00+01:00,16.500,0.000,3447.750,65.000,2290.000,2.000,0.000,0.000,484.000,0.000,648.500,1653.750,0.000,0.500,444.750,0.000,293.000,0.000,171.750,0.000
2021-01-03 06:00:00+01:00,16.500,0.000,3391.750,64.000,2256.500,2.000,0.000,0.000,484.250,0.000,762.250,1605.250,0.000,0.500,451.000,0.000,352.500,0.000,222.250,0.000
2021-01-03 07:00:00+01:00,16.750,0.000,4029.750,67.250,2441.250,2.000,0.000,0.000,484.000,0.000,997.250,1517.000,0.000,0.500,436.250,0.000,674.000,0.000,242.000,0.000
2021-01-03 08:00:00+01:00,16.500,0.000,4293.250,62.750,2817.500,2.000,0.000,0.000,483.750,0.000,1003.250,1534.000,0.000,0.500,428.750,0.000,712.000,0.000,281.750,0.000
2021-01-03 09:00:00+01:00,16.750,0.000,5026.750,63.000,3026.500,2.000,0.000,0.000,484.000,0.000,1210.500,1411.750,3.500,0.000,386.000,0.000,657.250,0.000,287.500,0.000
2021-01-03 10:00:00+01:00,17.000,0.000,5369.750,62.000,3153.000,2.000,0.000,0.000,483.000,0.000,1481.500,1294.000,11.250,0.000,414.000,0.000,686.250,0.000,290.500,0.000
2021-01-03 11:00:00+01:00,17.000,0.000,5291.250,62.000,3163.000,2.000,0.000,0.000,483.750,0.000,1641.500,1193.500,24.750,0.000,429.750,0.000,838.500,0.000,316.000,0.000
2021-01-03 12:00:00+01:00,17.000,0.000,5307.000,63.250,3161.500,2.000,0.000,0.000,484.000,0.000,1929.000,1130.500,34.750,0.000,430.750,0.000,745.250,0.000,391.500,0.000
2021-01-03 13:00:00+01:00,17.000,0.000,5095.500,63.250,3162.000,2.000,0.000,0.000,484.000,0.000,2130.500,1136.750,24.750,0.000,428.750,0.000,845.750,0.000,545.500,0.000
2021-01-03 14:00:00+01:00,17.250,0.000,4811.500,62.000,3159.750,2.000,0.000,0.000,484.000,0.000,2399.750,1217.500,20.000,0.000,432.250,0.000,1006.000,0.000,663.750,0.000
2021-01-03 15:00:00+01:00,17.250,0.000,4616.750,62.500,3003.250,2.000,0.000,0.000,484.250,0.000,2756.750,1292.500,4.750,0.000,420.250,0.000,1316.500,0.000,762.500,0.000
2021-01-03 16:00:00+01:00,17.000,0.000,4792.500,63.250,2925.000,2.000,0.000,0.000,484.000,0.000,3189.750,1159.750,0.000,0.500,409.000,0.000,1417.000,0.000,798.750,0.000
2021-01-03 17:00:00+01:00,17.000,0.000,5173.500,62.500,3094.750,2.000,0.000,0.000,484.000,0.000,4104.750,993.000,0.000,1.000,407.750,0.000,1462.250,0.000,866.250,0.000
2021-01-03 18:00:00+01:00,17.000,0.000,4753.000,63.000,3057.000,2.000,0.000,0.000,484.000,0.000,4994.000,934.750,0.000,1.000,409.500,0.000,1574.000,0.000,903.000,0.000
2021-01-03 19:00:00+01:00,17.000,0.000,4698.250,63.000,2603.250,2.000,0.000,0.000,484.000,0.000,4572.750,961.500,0.000,1.000,409.500,0.000,1582.500,0.000,984.000,0.000
2021-01-03 20:00:00+01:00,16.750,0.000,4041.500,66.500,2244.500,2.000,0.000,0.000,484.000,0.000,4366.000,968.000,0.000,1.000,410.000,0.000,1581.500,0.000,943.000,0.000
2021-01-03 21:00:00+01:00,17.000,0.000,3806.000,68.750,1801.250,2.000,0.000,0.000,484.000,0.000,4294.500,978.250,0.000,1.000,408.250,0.000,1547.750,0.000,1031.000,0.000
2021-01-03 22:00:00+01:00,17.000,0.000,3669.500,68.750,1792.000,2.000,0.000,0.000,484.000,0.000,4168.500,994.500,0.000,1.000,390.750,0.000,1541.250,0.000,1021.500,0.000
2021-01-03 23:00:00+01:00,16.000,0.000,3193.000,67.000,1643.250,2.000,0.000,0.000,484.000,0.000,3472.250,1108.250,0.000,1.000,403.250,0.000,1551.750,0.000,959.500,0.000
2021-01-04 00:00:00+01:00,16.250,0.000,3140.500,66.750,1496.000,2.000,0.000,0.000,484.000,0.000,3223.250,1238.250,0.000,0.750,406.750,0.000,1567.250,0.000,950.750,0.000
2021-01-04 01:00:00+01:00,16.000,0.000,2454.250,68.750,1441.500,2.000,0.000,0.000,484.000,0.000,3273.750,1323.250,0.000,1.000,409.250,0.750,1573.500,0.000,963.000,0.000
2021-01-04 02:00:00+01:00,16.250,0.000,2458.000,70.750,1429.750,2.000,0.000,0.000,484.000,0.000,3271.250,1373.250,0.000,1.000,407.500,0.000,1575.250,0.000,1015.250,0.000
2021-01-04 03:00:00+01:00,16.000,0.000,2462.500,74.250,1435.000,2.000,0.000,0.000,484.000,0.000,3296.500,1402.500,0.000,0.750,407.000,0.000,1576.500,0.000,1049.750,0.000
2021-01-04 04:00:00+01:00,16.500,0.000,2480.500,80.500,1428.000,2.000,0.000,0.000,484.000,0.000,3349.500,1476.750,0.000,1.000,396.250,0.000,1583.000,0.000,1064.000,0.000
2021-01-04 05:00:00+01:00,16.250,0.000,2881.500,80.250,1423.500,2.000,0.000,0.000,484.000,0.000,3457.000,1571.250,0.000,1.000,385.750,0.000,1597.500,0.000,1127.250,0.000
2021-01-04 06:00:00+01:00,16.500,0.000,4268.250,74.750,1737.500,2.000,0.000,0.000,480.000,0.000,3685.250,1704.750,0.000,1.000,378.500,0.000,1604.750,0.000,1169.500,0.000
2021-01-04 07:00:00+01:00,16.000,0.000,5348.000,193.000,2273.000,2.000,0.000,0.000,436.250,0.000,4007.500,1716.000,0.000,1.000,352.500,0.000,1611.750,0.000,1177.250,0.000
2021-01-04 08:00:00+01:00,16.250,0.000,6528.000,236.500,2786.500,2.000,0.000,0.000,463.500,0.000,4373.250,1740.500,0.000,0.750,348.750,0.000,1610.750,0.000,1176.500,0.000
2021-01-04 09:00:00+01:00,15.500,0.000,6536.250,220.250,2952.500,2.000,0.000,0.000,483.000,0.000,4558.000,1717.250,3.250,0.000,376.250,0.000,1611.500,0.000,1221.750,0.000
2021-01-04 10:00:00+01:00,16.250,0.000,6711.250,224.000,2897.750,2.250,0.000,0.000,483.000,0.000,4625.500,1702.500,9.000,0.000,378.250,0.000,1611.750,0.000,1268.000,0.000
2021-01-04 11:00:00+01:00,16.250,0.000,6863.000,224.000,2953.250,2.750,0.000,0.000,483.250,0.000,4573.250,1682.750,17.250,0.000,381.750,0.000,1603.000,0.000,1263.000,0.000
2021-01-04 12:00:00+01:00,16.000,0.000,6951.000,221.750,2939.750,3.000,0.000,0.000,483.000,0.000,4554.000,1575.500,20.500,0.000,381.500,0.000,1589.000,0.000,1247.250,0.000
2021-01-04 13:00:00+01:00,15.750,0.000,6979.500,219.750,2959.750,2.750,0.000,0.000,483.000,0.000,4493.500,1632.500,13.750,0.000,379.500,0.000,1584.250,0.000,1219.250,0.000
2021-01-04 14:00:00+01:00,16.000,0.000,6975.750,217.500,2955.500,2.000,0.000,0.000,483.000,0.000,4382.500,1666.500,12.250,0.000,381.500,0.000,1585.250,0.000,1155.000,0.000
2021-01-04 15:00:00+01:00,15.750,0.000,6990.000,219.000,2953.000,2.000,0.000,0.000,483.000,0.000,4315.000,1678.000,4.000,0.000,373.500,0.250,1585.500,0.000,1148.000,0.000
2021-01-04 16:00:00+01:00,15.500,0.000,6913.250,221.250,2935.250,2.000,0.000,0.000,483.750,0.000,4509.250,1536.250,0.000,0.500,382.000,0.000,1584.250,0.000,1114.500,0.000
2021-01-04 17:00:00+01:00,16.000,0.000,6943.250,223.250,2944.500,2.000,0.000,0.000,483.250,0.000,5225.750,1272.250,0.000,1.000,384.250,0.000,1591.250,0.000,1096.000,0.000
2021-01-04 18:00:00+01:00,16.750,0.000,6422.000,223.750,2880.000,2.000,0.000,0.000,464.000,0.000,5834.750,1164.000,0.000,1.000,381.000,0.250,1591.750,0.000,1096.000,0.000
2021-01-04 19:00:00+01:00,17.000,0.000,5927.500,221.500,2524.500,2.000,0.000,0.000,483.250,0.000,5385.000,1177.750,0.000,1.000,388.000,0.000,1588.500,0.000,1097.750,0.000
2021-01-04 20:00:00+01:00,17.250,0.000,5526.750,222.000,2252.500,2.000,0.000,0.000,484.000,0.000,5232.000,1139.750,0.000,1.000,393.250,0.000,1592.000,0.000,1092.000,0.000
2021-01-04 21:00:00+01:00,17.000,0.000,5277.750,224.250,1914.750,2.500,0.000,0.000,484.000,0.000,5058.750,1131.000,0.000,1.000,397.250,0.000,1579.500,0.000,1033.000,0.000
2021-01-04 22:00:00+01:00,17.250,0.000,4359.250,224.750,1629.000,2.500,0.000,0.000,483.500,0.000,4333.000,1130.500,0.000,1.000,390.000,0.000,1576.750,0.000,950.500,0.000
2021-01-04 23:00:00+01:00,17.250,0.000,3899.000,230.250,1577.500,2.250,0.000,0.000,483.000,0.000,3869.500,1187.000,0.000,0.750,397.500,0.000,1574.250,0.000,866.750,0.000
2021-01-05 00:00:00+01:00,17.000,0.000,3707.750,238.000,1615.500,2.000,0.000,0.000,483.750,0.000,3528.000,1322.250,0.000,0.750,411.000,0.000,1559.250,0.000,878.750,0.000
2021-01-05 01:00:00+01:00,17.000,0.000,3220.250,238.000,1755.250,2.000,0.000,0.000,484.000,0.000,3190.250,1417.500,0.000,0.750,420.500,0.000,1560.500,0.000,829.500,0.000
2021-01-05 02:00:00+01:00,17.000,0.000,3026.750,233.500,1786.500,2.000,0.000,0.000,484.000,0.000,3048.250,1451.250,0.000,1.000,391.000,1.000,1549.000,0.000,798.000,0.000
2021-01-05 03:00:00+01:00,17.250,0.000,3033.750,235.500,1839.250,2.000,0.000,0.000,484.000,0.000,3006.250,1506.750,0.000,1.000,375.500,1.500,1554.000,0.000,732.000,0.000
2021-01-05 04:00:00+01:00,17.500,0.000,3045.250,236.750,1888.250,2.000,0.000,0.000,484.000,0.000,3071.000,1579.750,0.000,1.000,376.250,2.000,1543.500,0.000,728.000,0.000
2021-01-05 05:00:00+01:00,17.000,0.000,3536.500,234.500,2133.750,2.500,0.000,0.000,484.000,0.000,3045.750,1686.250,0.000,1.000,368.000,2.750,1505.000,0.000,756.500,0.000
2021-01-05 06:00:00+01:00,17.000,0.000,4732.000,228.500,2342.250,3.000,0.000,0.000,484.000,0.000,3490.000,1803.250,0.000,0.500,355.250,3.250,1460.500,0.000,737.250,0.000
2021-01-05 07:00:00+01:00,16.000,0.000,6304.750,226.250,2694.750,3.000,0.000,0.000,484.000,0.000,3783.500,1884.250,0.000,1.000,352.750,3.250,1446.000,0.000,707.250,0.000
2021-01-05 08:00:00+01:00,16.500,0.000,6891.500,223.500,2934.500,2.500,0.000,0.000,483.750,0.000,3658.000,1889.000,0.000,0.750,378.500,0.250,1340.250,0.000,648.750,0.000
2021-01-05 09:00:00+01:00,16.500,0.000,7140.500,218.250,2996.500,2.750,0.000,0.000,483.750,0.000,3603.750,1808.000,1.500,0.000,394.500,0.000,1199.250,0.000,539.500,0.000
2021-01-05 10:00:00+01:00,16.250,0.000,7026.500,217.250,3005.000,3.000,0.000,0.000,483.250,0.000,3605.250,1790.500,6.000,0.000,390.000,0.250,1145.250,0.000,546.500,0.000
2021-01-05 11:00:00+01:00,16.250,0.000,6915.750,216.250,3005.750,3.000,0.000,0.000,486.250,0.000,3609.250,1796.750,8.500,0.000,397.250,0.000,1137.250,0.000,580.750,0.000
2021-01-05 12:00:00+01:00,16.750,0.000,6992.750,216.250,3012.500,3.000,0.000,0.000,483.500,0.000,3661.000,1754.250,8.000,0.000,398.250,0.250,1149.500,0.000,614.000,0.000
2021-01-05 13:00:00+01:00,17.000,0.000,6971.750,216.000,3014.750,3.000,0.000,0.000,483.250,0.000,3665.750,1770.000,6.750,0.000,401.250,0.000,1212.500,0.000,573.000,0.000
2021-01-05 14:00:00+01:00,16.500,0.000,6920.000,216.500,3013.250,3.000,0.000,0.000,483.000,0.000,3689.500,1808.250,4.750,0.000,395.500,0.500,1279.250,0.000,542.500,0.000
2021-01-05 15:00:00+01:00,17.000,0.000,6845.000,216.000,3012.500,2.500,0.000,0.000,483.000,0.000,3671.000,1800.750,1.500,0.000,389.500,1.250,1258.000,0.000,573.750,0.000
2021-01-05 16:00:00+01:00,17.000,0.000,6772.500,216.250,3011.500,2.750,0.000,0.000,483.250,0.000,3908.000,1640.250,0.000,0.500,393.250,2.250,1207.750,0.000,587.750,0.000
2021-01-05 17:00:00+01:00,17.000,0.000,6789.750,215.750,3001.250,2.500,0.000,0.000,484.000,0.000,4472.000,1392.750,0.000,1.000,408.000,0.000,1228.500,0.000,573.250,0.000
2021-01-05 18:00:00+01:00,17.000,0.000,6336.500,215.000,2730.750,2.750,0.000,0.000,484.000,0.000,4951.750,1258.500,0.000,1.000,405.000,0.000,1168.250,0.000,594.500,0.000
2021-01-05 19:00:00+01:00,17.000,0.000,5912.500,213.750,2647.500,3.000,0.000,0.000,484.000,0.000,4392.250,1256.750,0.000,1.000,400.500,1.750,1128.500,0.000,614.250,0.000
2021-01-05 20:00:00+01:00,16.750,0.000,5156.000,215.000,2646.000,2.250,0.000,0.000,484.000,0.000,3778.750,1218.000,0.000,1.000,402.750,1.250,1123.500,0.000,598.000,0.000
2021-01-05 21:00:00+01:00,16.250,0.000,4869.250,215.750,2760.000,2.500,0.000,0.000,484.000,0.000,3526.500,1202.000,0.000,1.000,405.500,0.000,1077.500,0.000,548.000,0.000
2021-01-05 22:00:00+01:00,17.000,0.000,4067.500,223.500,2556.750,3.000,0.000,0.000,484.000,0.000,3381.000,1161.250,0.000,1.000,406.750,0.000,1060.250,0.000,511.000,0.000
2021-01-05 23:00:00+01:00,17.000,0.000,3558.750,229.000,2093.250,2.250,0.000,0.000,484.000,0.000,2802.250,1229.250,0.000,1.000,415.750,0.000,1094.750,0.000,546.500,0.000
2021-01-06 00:00:00+01:00,16.500,0.000,3163.250,233.750,2011.500,2.000,0.000,0.000,484.000,0.000,2017.750,1378.000,0.000,1.000,411.500,0.250,1084.000,0.000,532.500,0.000
2021-01-06 01:00:00+01:00,16.750,0.000,3303.500,235.250,1920.250,2.000,0.000,0.000,484.000,0.000,2109.250,1446.500,0.000,1.000,409.000,0.000,1001.250,0.000,520.500,0.000
2021-01-06 02:00:00+01:00,17.750,0.000,3279.250,238.500,2138.500,2.000,0.000,0.000,484.000,0.000,1952.750,1424.500,0.000,1.000,419.500,0.000,892.250,0.000,551.000,0.000
2021-01-06 03:00:00+01:00,18.000,0.000,3318.750,237.750,2139.500,2.000,0.000,0.000,484.000,0.000,1781.750,1467.000,0.000,1.000,424.500,0.250,866.250,0.000,513.500,0.000
2021-01-06 04:00:00+01:00,17.250,0.000,3538.500,238.750,2332.250,2.000,0.000,0.000,484.000,0.000,1607.500,1525.500,0.000,1.000,407.000,1.000,933.000,0.000,480.250,0.000
2021-01-06 05:00:00+01:00,16.750,0.000,3424.750,241.000,2256.500,2.000,0.000,0.000,484.000,0.000,1726.000,1718.500,0.000,0.750,396.250,1.000,1024.000,0.000,425.500,0.000
2021-01-06 06:00:00+01:00,17.000,0.000,4533.000,223.500,2233.000,2.000,0.000,0.000,484.000,0.000,1971.250,1901.500,0.000,0.750,383.250,1.750,1150.250,0.000,365.750,0.000
2021-01-06 07:00:00+01:00,16.500,0.000,6521.500,219.250,2355.750,2.500,0.000,0.000,484.000,0.000,2429.250,1957.250,0.000,1.000,377.500,2.000,926.750,0.000,301.500,0.000
2021-01-06 08:00:00+01:00,15.500,0.000,7795.500,216.000,2666.250,2.250,0.000,0.000,484.000,0.000,2603.500,1954.000,0.000,0.750,382.250,2.000,775.750,0.000,283.750,0.000
2021-01-06 09:00:00+01:00,15.000,0.000,7989.750,213.250,2588.500,2.000,0.000,0.000,484.000,0.000,2376.500,1979.250,2.250,0.000,378.500,1.250,656.250,0.000,229.750,0.000
2021-01-06 10:00:00+01:00,16.000,0.000,8045.000,214.000,2742.000,2.500,0.000,0.000,483.250,0.000,2423.750,1968.750,6.750,0.000,376.250,1.750,571.250,0.000,201.750,0.000
2021-01-06 11:00:00+01:00,16.000,0.000,8080.500,213.750,2797.000,2.750,0.000,0.000,483.000,0.000,2461.750,1918.000,13.500,0.000,374.500,1.250,515.250,0.000,155.000,0.750
2021-01-06 12:00:00+01:00,16.250,0.000,8106.250,214.000,2821.000,2.750,0.000,0.000,483.000,0.000,2415.000,1869.250,16.000,0.000,383.250,1.500,443.250,0.000,120.000,1.000
