,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2021-01-01 10:00:00+01:00,292.000,3368.000,248.000,334.000,202.000,7.000,0.000,35.000,140.000,99.000,3479.000,77.000,282.000,235.000,23.000,51.000
2021-01-01 11:00:00+01:00,291.000,3449.000,252.000,338.000,204.000,7.000,0.000,0.000,139.000,102.000,3479.000,81.000,285.000,292.000,23.000,45.000
2021-01-01 12:00:00+01:00,291.000,3704.000,248.000,336.000,205.000,7.000,0.000,0.000,141.000,93.000,3477.000,79.000,285.000,285.000,23.000,34.000
2021-01-01 13:00:00+01:00,291.000,3688.000,273.000,334.000,205.000,7.000,0.000,0.000,141.000,96.000,3475.000,73.000,282.000,229.000,23.000,30.000
2021-01-01 14:00:00+01:00,291.000,3606.000,252.000,332.000,199.000,7.000,0.000,0.000,143.000,56.000,3474.000,69.000,280.000,133.000,23.000,32.000
2021-01-01 15:00:00+01:00,291.000,3572.000,246.000,332.000,202.000,7.000,0.000,0.000,140.000,120.000,3473.000,75.000,282.000,38.000,23.000,27.000
2021-01-01 16:00:00+01:00,291.000,3598.000,267.000,332.000,204.000,7.000,65.000,0.000,139.000,179.000,3471.000,73.000,280.000,3.000,23.000,29.000
2021-01-01 17:00:00+01:00,293.000,3692.000,278.000,344.000,203.000,7.000,0.000,0.000,139.000,193.000,3473.000,76.000,280.000,0.000,23.000,30.000
2021-01-01 18:00:00+01:00,292.000,3774.000,280.000,350.000,206.000,7.000,73.000,0.000,140.000,204.000,3473.000,83.000,286.000,0.000,23.000,33.000
2021-01-01 19:00:00+01:00,292.000,3779.000,272.000,345.000,202.000,7.000,73.000,0.000,140.000,198.000,3470.000,85.000,287.000,0.000,23.000,32.000
2021-01-01 20:00:00+01:00,291.000,3810.000,284.000,338.000,203.000,7.000,0.000,0.000,141.000,138.000,3472.000,81.000,285.000,0.000,23.000,36.000
2021-01-01 21:00:00+01:00,291.000,3708.000,282.000,331.000,203.000,7.000,0.000,0.000,148.000,24.000,3474.000,70.000,281.000,0.000,23.000,31.000
2021-01-01 22:00:00+01:00,289.000,3577.000,272.000,313.000,206.000,7.000,0.000,0.000,152.000,10.000,3470.000,52.000,273.000,0.000,23.000,31.000
2021-01-01 23:00:00+01:00,290.000,3556.000,264.000,310.000,211.000,7.000,0.000,0.000,150.000,10.000,3471.000,50.000,272.000,0.000,24.000,27.000
2021-01-02 00:00:00+01:00,283.000,3347.000,252.000,310.000,211.000,7.000,0.000,0.000,151.000,19.000,3473.000,50.000,269.000,0.000,24.000,23.000
2021-01-02 01:00:00+01:00,279.000,3031.000,249.000,310.000,211.000,7.000,0.000,0.000,151.000,10.000,3470.000,51.000,269.000,0.000,24.000,30.000
2021-01-02 02:00:00+01:00,281.000,2949.000,253.000,310.000,206.000,7.000,0.000,101.000,152.000,10.000,3466.000,51.000,269.000,0.000,23.000,29.000
2021-01-02 03:00:00+01:00,283.000,2995.000,252.000,310.000,209.000,7.000,0.000,101.000,152.000,10.000,3467.000,51.000,268.000,0.000,24.000,22.000
2021-01-02 04:00:00+01:00,283.000,2970.000,249.000,308.000,208.000,7.000,0.000,60.000,151.000,10.000,3466.000,51.000,268.000,0.000,24.000,23.000
2021-01-02 05:00:00+01:00,284.000,3051.000,252.000,314.000,205.000,7.000,0.000,0.000,151.000,10.000,3466.000,52.000,268.000,0.000,24.000,25.000
2021-01-02 06:00:00+01:00,286.000,3362.000,250.000,333.000,203.000,7.000,0.000,0.000,150.000,15.000,3467.000,71.000,277.000,0.000,24.000,29.000
2021-01-02 07:00:00+01:00,294.000,3750.000,250.000,426.000,205.000,7.000,0.000,0.000,147.000,42.000,3467.000,78.000,282.000,2.000,24.000,27.000
2021-01-02 08:00:00+01:00,294.000,3677.000,239.000,738.000,205.000,7.000,0.000,0.000,146.000,43.000,3466.000,80.000,283.000,13.000,24.000,26.000
2021-01-02 09:00:00+01:00,293.000,3925.000,253.000,1057.000,210.000,7.000,167.000,0.000,140.000,156.000,3467.000,79.000,283.000,62.000,24.000,25.000
2021-01-02 10:00:00+01:00,296.000,4037.000,256.000,1145.000,217.000,7.000,73.000,0.000,138.000,178.000,3465.000,84.000,286.000,105.000,24.000,23.000
2021-01-02 11:00:00+01:00,298.000,4095.000,256.000,1159.000,220.000,7.000,71.000,0.000,137.000,183.000,3465.000,85.000,288.000,121.000,24.000,22.000
2021-01-02 12:00:00+01:00,296.000,4099.000,256.000,1165.000,218.000,7.000,167.000,0.000,138.000,179.000,3466.000,87.000,287.000,137.000,24.000,21.000
2021-01-02 13:00:00+01:00,297.000,4081.000,255.000,1099.000,217.000,7.000,2.000,0.000,139.000,177.000,3462.000,81.000,285.000,153.000,24.000,23.000
2021-01-02 14:00:00+01:00,300.000,4067.000,255.000,1033.000,215.000,7.000,0.000,0.000,139.000,161.000,3460.000,78.000,283.000,61.000,24.000,23.000
2021-01-02 15:00:00+01:00,301.000,4075.000,255.000,1028.000,210.000,7.000,70.000,0.000,138.000,233.000,3460.000,79.000,284.000,12.000,24.000,26.000
2021-01-02 16:00:00+01:00,301.000,4086.000,269.000,1170.000,203.000,7.000,229.000,0.000,136.000,326.000,3457.000,80.000,284.000,2.000,24.000,27.000
2021-01-02 17:00:00+01:00,301.000,4077.000,275.000,1169.000,212.000,7.000,531.000,0.000,136.000,316.000,3456.000,87.000,285.000,0.000,24.000,33.000
2021-01-02 18:00:00+01:00,301.000,4072.000,271.000,1181.000,217.000,7.000,538.000,0.000,139.000,279.000,3456.000,87.000,288.000,0.000,24.000,48.000
2021-01-02 19:00:00+01:00,301.000,3946.000,267.000,1126.000,223.000,7.000,293.000,0.000,137.000,299.000,3453.000,85.000,288.000,0.000,24.000,52.000
2021-01-02 20:00:00+01:00,302.000,3990.000,243.000,453.000,219.000,9.000,830.000,0.000,138.000,250.000,3453.000,81.000,285.000,0.000,24.000,51.000
2021-01-02 21:00:00+01:00,297.000,3942.000,244.000,336.000,218.000,7.000,660.000,0.000,142.000,133.000,3452.000,73.000,282.000,0.000,24.000,49.000
2021-01-02 22:00:00+01:00,296.000,3851.000,244.000,314.000,217.000,7.000,105.000,0.000,150.000,22.000,3452.000,55.000,276.000,0.000,24.000,50.000
2021-01-02 23:00:00+01:00,288.000,3723.000,242.000,310.000,212.000,7.000,0.000,0.000,151.000,10.000,3450.000,51.000,273.000,0.000,24.000,52.000
2021-01-03 00:00:00+01:00,283.000,3059.000,251.000,307.000,209.000,8.000,0.000,11.000,152.000,10.000,3425.000,50.000,270.000,0.000,23.000,57.000
2021-01-03 01:00:00+01:00,283.000,2971.000,249.000,306.000,214.000,8.000,0.000,513.000,152.000,10.000,3414.000,50.000,270.000,0.000,23.000,67.000
2021-01-03 02:00:00+01:00,282.000,2946.000,253.000,308.000,215.000,9.000,0.000,748.000,152.000,10.000,3445.000,50.000,270.000,0.000,23.000,76.000
2021-01-03 03:00:00+01:00,282.000,2852.000,252.000,308.000,213.000,7.000,0.000,775.000,151.000,10.000,3448.000,51.000,269.000,0.000,23.000,92.000
2021-01-03 04:00:00+01:00,281.000,2838.000,253.000,309.000,217.000,7.000,0.000,1009.000,151.000,10.000,3449.000,51.000,269.000,0.000,23.000,91.000
2021-01-03 05:00:00+01:00,282.000,2778.000,258.000,311.000,215.000,7.000,0.000,927.000,151.000,10.000,3448.000,51.000,268.000,0.000,23.000,85.000
2021-01-03 06:00:00+01:00,283.000,2829.000,253.000,329.000,213.000,7.000,0.000,479.000,150.000,15.000,3450.000,69.000,274.000,0.000,23.000,64.000
2021-01-03 07:00:00+01:00,283.000,2765.000,239.000,326.000,218.000,7.000,0.000,396.000,146.000,30.000,3451.000,72.000,276.000,2.000,24.000,56.000
2021-01-03 08:00:00+01:00,282.000,2875.000,238.000,320.000,223.000,7.000,0.000,301.000,149.000,33.000,3450.000,76.000,278.000,6.000,24.000,49.000
2021-01-03 09:00:00+01:00,286.000,3275.000,247.000,330.000,226.000,7.000,0.000,5.000,148.000,26.000,3451.000,81.000,281.000,36.000,24.000,44.000
2021-01-03 10:00:00+01:00,288.000,3446.000,252.000,332.000,210.000,7.000,0.000,0.000,144.000,69.000,3455.000,81.000,282.000,84.000,24.000,43.000
2021-01-03 11:00:00+01:00,293.000,3708.000,255.000,340.000,215.000,8.000,77.000,0.000,146.000,62.000,3455.000,84.000,284.000,89.000,24.000,38.000
2021-01-03 12:00:00+01:00,295.000,3731.000,253.000,337.000,220.000,7.000,346.000,0.000,149.000,12.000,3457.000,82.000,284.000,93.000,24.000,25.000
2021-01-03 13:00:00+01:00,298.000,3471.000,258.000,331.000,218.000,7.000,603.000,0.000,151.000,14.000,3454.000,78.000,278.000,80.000,24.000,18.000
2021-01-03 14:00:00+01:00,287.000,3433.000,262.000,328.000,217.000,7.000,94.000,0.000,151.000,15.000,3449.000,70.000,274.000,44.000,24.000,15.000
2021-01-03 15:00:00+01:00,292.000,3670.000,264.000,332.000,219.000,7.000,570.000,0.000,152.000,15.000,3457.000,72.000,275.000,8.000,24.000,15.000
2021-01-03 16:00:00+01:00,290.000,3728.000,265.000,336.000,218.000,7.000,572.000,0.000,146.000,120.000,3453.000,77.000,277.000,2.000,24.000,13.000
2021-01-03 17:00:00+01:00,298.000,3799.000,283.000,346.000,217.000,7.000,751.000,0.000,144.000,138.000,3454.000,85.000,283.000,0.000,24.000,16.000
2021-01-03 18:00:00+01:00,300.000,3855.000,284.000,348.000,213.000,7.000,759.000,0.000,143.000,149.000,3466.000,87.000,286.000,0.000,24.000,15.000
2021-01-03 19:00:00+01:00,301.000,3843.000,298.000,344.000,211.000,7.000,372.000,0.000,146.000,89.000,3462.000,85.000,286.000,0.000,24.000,14.000
2021-01-03 20:00:00+01:00,305.000,3705.000,279.000,338.000,212.000,7.000,471.000,0.000,147.000,74.000,3459.000,80.000,284.000,0.000,24.000,17.000
2021-01-03 21:00:00+01:00,306.000,3664.000,288.000,327.000,211.000,7.000,0.000,0.000,151.000,13.000,3458.000,72.000,280.000,0.000,23.000,18.000
2021-01-03 22:00:00+01:00,304.000,3524.000,287.000,312.000,215.000,7.000,0.000,0.000,152.000,11.000,3458.000,54.000,273.000,0.000,23.000,15.000
2021-01-03 23:00:00+01:00,307.000,3514.000,259.000,308.000,217.000,8.000,0.000,323.000,152.000,11.000,3458.000,51.000,271.000,0.000,23.000,14.000
2021-01-04 00:00:00+01:00,291.000,3316.000,252.000,310.000,217.000,13.000,0.000,989.000,152.000,11.000,3459.000,50.000,268.000,0.000,23.000,14.000
2021-01-04 01:00:00+01:00,304.000,3067.000,243.000,305.000,223.000,12.000,0.000,1060.000,152.000,11.000,3458.000,51.000,262.000,0.000,23.000,15.000
2021-01-04 02:00:00+01:00,309.000,2852.000,245.000,307.000,226.000,12.000,0.000,1052.000,152.000,11.000,3457.000,52.000,261.000,0.000,23.000,14.000
2021-01-04 03:00:00+01:00,308.000,2805.000,230.000,306.000,220.000,11.000,0.000,1043.000,150.000,12.000,3460.000,52.000,261.000,0.000,23.000,13.000
2021-01-04 04:00:00+01:00,306.000,2984.000,236.000,310.000,245.000,13.000,0.000,1032.000,150.000,12.000,3459.000,52.000,260.000,0.000,23.000,13.000
2021-01-04 05:00:00+01:00,309.000,3317.000,253.000,423.000,291.000,15.000,0.000,786.000,150.000,12.000,3456.000,53.000,263.000,0.000,23.000,11.000
2021-01-04 06:00:00+01:00,311.000,3776.000,292.000,775.000,337.000,14.000,0.000,25.000,149.000,20.000,3459.000,82.000,273.000,0.000,23.000,10.000
2021-01-04 07:00:00+01:00,312.000,4161.000,290.000,1068.000,418.000,17.000,0.000,0.000,138.000,142.000,3459.000,85.000,277.000,2.000,24.000,11.000
2021-01-04 08:00:00+01:00,315.000,4354.000,270.000,1191.000,413.000,19.000,205.000,0.000,139.000,223.000,3457.000,90.000,282.000,4.000,24.000,10.000
2021-01-04 09:00:00+01:00,311.000,4462.000,278.000,1194.000,392.000,18.000,410.000,0.000,136.000,235.000,3458.000,91.000,283.000,25.000,24.000,8.000
2021-01-04 10:00:00+01:00,309.000,4419.000,276.000,1191.000,393.000,17.000,304.000,0.000,136.000,237.000,3461.000,90.000,284.000,54.000,24.000,7.000
2021-01-04 11:00:00+01:00,174.000,4451.000,281.000,1174.000,404.000,13.000,336.000,0.000,0.000,215.000,3459.000,86.000,286.000,65.000,10.000,7.000
2021-01-04 12:00:00+01:00,314.000,4480.000,278.000,1203.000,399.000,18.000,379.000,0.000,137.000,198.000,3460.000,89.000,286.000,62.000,25.000,8.000
2021-01-04 13:00:00+01:00,315.000,4468.000,276.000,1187.000,389.000,17.000,387.000,0.000,140.000,194.000,3459.000,88.000,285.000,53.000,25.000,9.000
2021-01-04 14:00:00+01:00,314.000,4487.000,275.000,1181.000,385.000,16.000,201.000,0.000,140.000,191.000,3458.000,88.000,285.000,33.000,24.000,10.000
2021-01-04 15:00:00+01:00,312.000,4481.000,274.000,1178.000,385.000,16.000,416.000,0.000,139.000,266.000,3456.000,87.000,286.000,8.000,24.000,12.000
2021-01-04 16:00:00+01:00,314.000,4556.000,276.000,1183.000,386.000,17.000,527.000,0.000,140.000,341.000,3454.000,88.000,286.000,3.000,24.000,15.000
2021-01-04 17:00:00+01:00,311.000,4545.000,276.000,1187.000,387.000,17.000,545.000,0.000,139.000,340.000,3454.000,90.000,288.000,0.000,24.000,16.000
2021-01-04 18:00:00+01:00,309.000,4540.000,275.000,1178.000,388.000,16.000,360.000,0.000,141.000,198.000,3453.000,90.000,291.000,0.000,23.000,21.000
2021-01-04 19:00:00+01:00,309.000,4510.000,274.000,1184.000,377.000,16.000,239.000,0.000,141.000,182.000,3453.000,90.000,290.000,0.000,24.000,24.000
2021-01-04 20:00:00+01:00,308.000,4482.000,270.000,1181.000,387.000,14.000,268.000,0.000,146.000,89.000,3451.000,87.000,290.000,0.000,23.000,26.000
2021-01-04 21:00:00+01:00,308.000,4446.000,293.000,1173.000,405.000,17.000,82.000,0.000,145.000,75.000,3454.000,79.000,286.000,0.000,23.000,30.000
2021-01-04 22:00:00+01:00,308.000,4425.000,298.000,852.000,408.000,19.000,86.000,0.000,150.000,28.000,3452.000,58.000,276.000,0.000,24.000,34.000
2021-01-04 23:00:00+01:00,306.000,3979.000,299.000,325.000,371.000,21.000,0.000,0.000,150.000,23.000,3451.000,56.000,274.000,0.000,23.000,42.000
2021-01-05 00:00:00+01:00,307.000,3542.000,252.000,313.000,317.000,16.000,0.000,685.000,139.000,21.000,3453.000,50.000,269.000,0.000,23.000,43.000
2021-01-05 01:00:00+01:00,307.000,3559.000,251.000,311.000,322.000,16.000,0.000,1059.000,140.000,21.000,3453.000,48.000,267.000,0.000,23.000,44.000
2021-01-05 02:00:00+01:00,308.000,3435.000,249.000,309.000,316.000,15.000,0.000,1056.000,143.000,21.000,3453.000,48.000,266.000,0.000,23.000,46.000
2021-01-05 03:00:00+01:00,309.000,3373.000,248.000,309.000,317.000,15.000,0.000,1049.000,143.000,20.000,3454.000,48.000,266.000,0.000,23.000,44.000
2021-01-05 04:00:00+01:00,310.000,3590.000,251.000,314.000,327.000,16.000,0.000,1039.000,142.000,20.000,3454.000,50.000,266.000,0.000,23.000,40.000
2021-01-05 05:00:00+01:00,310.000,3665.000,249.000,322.000,328.000,16.000,0.000,925.000,140.000,21.000,3452.000,54.000,267.000,0.000,23.000,41.000
2021-01-05 06:00:00+01:00,311.000,4039.000,272.000,589.000,346.000,14.000,41.000,61.000,137.000,30.000,3454.000,81.000,277.000,0.000,24.000,43.000
2021-01-05 07:00:00+01:00,311.000,4499.000,263.000,1110.000,391.000,17.000,79.000,0.000,134.000,59.000,3457.000,88.000,277.000,2.000,25.000,44.000
2021-01-05 08:00:00+01:00,311.000,4531.000,262.000,1175.000,408.000,16.000,418.000,0.000,126.000,133.000,3458.000,88.000,276.000,5.000,25.000,33.000
2021-01-05 09:00:00+01:00,311.000,4546.000,266.000,1191.000,408.000,18.000,426.000,0.000,124.000,190.000,3464.000,89.000,275.000,29.000,25.000,32.000
2021-01-05 10:00:00+01:00,311.000,4613.000,268.000,1190.000,406.000,19.000,452.000,0.000,131.000,181.000,3468.000,91.000,273.000,55.000,25.000,30.000
2021-01-05 11:00:00+01:00,310.000,4617.000,266.000,1180.000,405.000,18.000,533.000,0.000,134.000,107.000,3468.000,91.000,278.000,72.000,25.000,30.000
2021-01-05 12:00:00+01:00,309.000,4595.000,263.000,1186.000,403.000,17.000,488.000,0.000,134.000,107.000,3468.000,90.000,281.000,73.000,25.000,31.000
2021-01-05 13:00:00+01:00,309.000,4624.000,267.000,1185.000,406.000,19.000,386.000,0.000,133.000,112.000,3469.000,90.000,282.000,56.000,25.000,29.000
2021-01-05 14:00:00+01:00,309.000,4588.000,262.000,1192.000,389.000,17.000,247.000,0.000,134.000,114.000,3468.000,91.000,284.000,37.000,24.000,28.000
2021-01-05 15:00:00+01:00,309.000,4507.000,262.000,1186.000,397.000,17.000,70.000,0.000,132.000,164.000,3465.000,91.000,284.000,13.000,25.000,26.000
2021-01-05 16:00:00+01:00,309.000,4458.000,262.000,1188.000,406.000,17.000,465.000,0.000,128.000,240.000,3467.000,90.000,284.000,2.000,25.000,24.000
2021-01-05 17:00:00+01:00,310.000,4423.000,261.000,1188.000,409.000,17.000,412.000,0.000,127.000,256.000,3466.000,90.000,285.000,0.000,25.000,17.000
2021-01-05 18:00:00+01:00,308.000,4356.000,261.000,1189.000,406.000,16.000,83.000,0.000,125.000,263.000,3466.000,90.000,288.000,0.000,25.000,18.000
2021-01-05 19:00:00+01:00,309.000,4347.000,260.000,1188.000,401.000,16.000,56.000,0.000,130.000,165.000,3469.000,90.000,290.000,0.000,25.000,16.000
2021-01-05 20:00:00+01:00,307.000,4298.000,261.000,1171.000,382.000,16.000,0.000,0.000,137.000,54.000,3470.000,89.000,289.000,0.000,24.000,16.000
2021-01-05 21:00:00+01:00,307.000,4234.000,261.000,578.000,350.000,16.000,0.000,0.000,140.000,35.000,3470.000,80.000,285.000,0.000,23.000,15.000
2021-01-05 22:00:00+01:00,305.000,3927.000,273.000,332.000,344.000,18.000,0.000,0.000,140.000,32.000,3471.000,57.000,275.000,0.000,23.000,15.000
2021-01-05 23:00:00+01:00,306.000,3827.000,249.000,319.000,319.000,16.000,0.000,137.000,138.000,28.000,3470.000,55.000,273.000,0.000,23.000,16.000
2021-01-06 00:00:00+01:00,306.000,3854.000,259.000,321.000,324.000,28.000,0.000,842.000,134.000,76.000,3470.000,50.000,268.000,0.000,23.000,13.000
2021-01-06 01:00:00+01:00,304.000,3827.000,256.000,320.000,322.000,28.000,0.000,1035.000,132.000,69.000,3472.000,50.000,269.000,0.000,23.000,12.000
2021-01-06 02:00:00+01:00,307.000,3864.000,255.000,320.000,322.000,28.000,0.000,1054.000,132.000,65.000,3472.000,53.000,270.000,0.000,24.000,14.000
2021-01-06 03:00:00+01:00,309.000,3825.000,253.000,319.000,326.000,27.000,0.000,1045.000,137.000,20.000,3471.000,53.000,268.000,0.000,23.000,13.000
2021-01-06 04:00:00+01:00,308.000,3798.000,254.000,320.000,327.000,27.000,0.000,1035.000,139.000,19.000,3469.000,52.000,266.000,0.000,23.000,16.000
2021-01-06 05:00:00+01:00,308.000,3859.000,256.000,329.000,333.000,28.000,0.000,443.000,137.000,18.000,3468.000,55.000,268.000,0.000,24.000,13.000
2021-01-06 06:00:00+01:00,310.000,3849.000,254.000,560.000,348.000,27.000,105.000,5.000,132.000,68.000,3467.000,83.000,278.000,0.000,24.000,12.000
2021-01-06 07:00:00+01:00,311.000,4328.000,252.000,1129.000,361.000,27.000,77.000,0.000,129.000,99.000,3470.000,87.000,281.000,2.000,25.000,10.000
2021-01-06 08:00:00+01:00,311.000,4414.000,258.000,1191.000,384.000,26.000,29.000,0.000,129.000,98.000,3472.000,85.000,279.000,3.000,25.000,13.000
2021-01-06 09:00:00+01:00,310.000,4506.000,266.000,1188.000,410.000,29.000,0.000,0.000,127.000,114.000,3472.000,87.000,279.000,12.000,25.000,13.000
2021-01-06 10:00:00+01:00,312.000,4504.000,264.000,1189.000,410.000,28.000,0.000,0.000,127.000,137.000,3476.000,86.000,278.000,29.000,25.000,14.000
2021-01-06 11:00:00+01:00,312.000,4509.000,262.000,1190.000,401.000,29.000,200.000,0.000,127.000,135.000,3475.000,89.000,280.000,40.000,25.000,13.000
2021-01-06 12:00:00+01:00,309.000,4483.000,257.000,1189.000,407.000,25.000,614.000,0.000,129.000,124.000,3476.000,89.000,279.000,31.000,25.000,17.000
2021-01-06 13:00:00+01:00,309.000,4414.000,252.000,1184.000,403.000,24.000,631.000,0.000,128.000,171.000,3477.000,86.000,281.000,20.000,25.000,23.000
2021-01-06 14:00:00+01:00,312.000,4441.000,254.000,1187.000,404.000,25.000,399.000,0.000,128.000,181.000,3476.000,88.000,283.000,10.000,25.000,24.000
2021-01-06 15:00:00+01:00,313.000,4483.000,256.000,1189.000,407.000,25.000,475.000,0.000,126.000,241.000,3473.000,91.000,285.000,4.000,25.000,20.000
2021-01-06 16:00:00+01:00,314.000,4461.000,252.000,1187.000,405.000,25.000,563.000,0.000,125.000,277.000,3476.000,91.000,286.000,2.000,25.000,23.000
2021-01-06 17:00:00+01:00,314.000,4461.000,252.000,1187.000,404.000,25.000,358.000,0.000,124.000,299.000,3475.000,91.000,286.000,0.000,25.000,20.000
2021-01-06 18:00:00+01:00,314.000,4474.000,254.000,1187.000,404.000,26.000,239.000,0.000,123.000,312.000,3472.000,88.000,286.000,0.000,25.000,19.000
2021-01-06 19:00:00+01:00,314.000,4487.000,253.000,1187.000,404.000,25.000,427.000,0.000,124.000,305.000,3471.000,88.000,287.000,0.000,24.000,19.000
2021-01-06 20:00:00+01:00,315.000,4462.000,252.000,1187.000,399.000,25.000,163.000,0.000,125.000,232.000,3471.000,89.000,285.000,0.000,24.000,20.000
2021-01-06 21:00:00+01:00,308.000,4387.000,249.000,1176.000,401.000,21.000,0.000,0.000,128.000,139.000,3473.000,83.000,283.000,0.000,24.000,19.000
2021-01-06 22:00:00+01:00,308.000,4330.000,255.000,1151.000,366.000,25.000,0.000,0.000,131.000,85.000,3474.000,59.000,275.000,0.000,24.000,20.000
2021-01-06 23:00:00+01:00,308.000,3853.000,256.000,1001.000,356.000,25.000,0.000,309.000,135.000,33.000,3473.000,54.000,272.000,0.000,24.000,22.000
2021-01-07 00:00:00+01:00,304.000,3706.000,274.000,869.000,350.000,23.000,0.000,1019.000,138.000,21.000,3475.000,51.000,270.000,0.000,24.000,26.000
2021-01-07 01:00:00+01:00,305.000,3843.000,254.000,1109.000,337.000,25.000,0.000,913.000,137.000,19.000,3473.000,52.000,269.000,0.000,24.000,27.000
2021-01-07 02:00:00+01:00,303.000,3815.000,269.000,1117.000,350.000,26.000,0.000,1052.000,137.000,19.000,3472.000,52.000,268.000,0.000,24.000,26.000
2021-01-07 03:00:00+01:00,303.000,3659.000,255.000,1117.000,332.000,26.000,0.000,1046.000,137.000,19.000,3475.000,52.000,266.000,0.000,24.000,30.000
2021-01-07 04:00:00+01:00,303.000,3706.000,278.000,1118.000,351.000,25.000,0.000,1036.000,138.000,19.000,3477.000,53.000,267.000,0.000,24.000,30.000
2021-01-07 05:00:00+01:00,305.000,4150.000,279.000,1033.000,364.000,25.000,0.000,985.000,137.000,28.000,3474.000,55.000,268.000,0.000,24.000,27.000
2021-01-07 06:00:00+01:00,306.000,4476.000,271.000,1182.000,455.000,26.000,0.000,177.000,133.000,110.000,3475.000,83.000,279.000,0.000,24.000,31.000
2021-01-07 07:00:00+01:00,306.000,4561.000,254.000,1087.000,513.000,26.000,17.000,0.000,131.000,140.000,3476.000,90.000,280.000,2.000,24.000,30.000
2021-01-07 08:00:00+01:00,304.000,4607.000,256.000,1190.000,430.000,26.000,202.000,0.000,124.000,671.000,3469.000,90.000,280.000,2.000,24.000,31.000
2021-01-07 09:00:00+01:00,308.000,4591.000,250.000,1195.000,516.000,28.000,278.000,0.000,124.000,672.000,3473.000,91.000,278.000,16.000,24.000,23.000
2021-01-07 10:00:00+01:00,310.000,4574.000,245.000,1188.000,548.000,29.000,533.000,0.000,128.000,349.000,3476.000,89.000,275.000,36.000,24.000,21.000
2021-01-07 11:00:00+01:00,309.000,4568.000,236.000,1186.000,552.000,29.000,521.000,0.000,134.000,134.000,3475.000,91.000,282.000,39.000,24.000,25.000
2021-01-07 12:00:00+01:00,309.000,4553.000,245.000,1186.000,553.000,29.000,248.000,0.000,134.000,134.000,3476.000,90.000,283.000,38.000,24.000,29.000
2021-01-07 13:00:00+01:00,312.000,4556.000,244.000,1183.000,556.000,28.000,308.000,0.000,136.000,114.000,3476.000,90.000,283.000,48.000,24.000,28.000
2021-01-07 14:00:00+01:00,308.000,4542.000,245.000,1184.000,553.000,28.000,314.000,0.000,136.000,112.000,3474.000,91.000,284.000,26.000,24.000,30.000
2021-01-07 15:00:00+01:00,308.000,4542.000,236.000,1185.000,556.000,29.000,490.000,0.000,136.000,145.000,3472.000,90.000,285.000,7.000,23.000,30.000
2021-01-07 16:00:00+01:00,307.000,4518.000,235.000,1184.000,552.000,28.000,739.000,0.000,132.000,237.000,3474.000,87.000,285.000,2.000,24.000,31.000
2021-01-07 17:00:00+01:00,307.000,4525.000,238.000,1186.000,554.000,30.000,261.000,0.000,131.000,374.000,3474.000,88.000,288.000,0.000,24.000,35.000
