,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,Solar,Wind Onshore,Other renewable
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Consumption,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,,,,,,,,
2021-01-01 00:00:00+01:00,4516.000,11608.500,6930.750,3443.750,405.000,0.000,31.000,347.250,388.250,1182.000,46.000,,8144.750,454.250,182.000,1.000,787.250,383.000,3936.750,,,
2021-01-01 01:00:00+01:00,4488.500,11602.750,6695.500,3044.750,405.000,0.000,31.000,518.500,318.500,1174.750,42.750,,8150.250,454.000,182.250,1.000,786.000,394.500,3536.500,,,
2021-01-01 02:00:00+01:00,4476.500,11758.500,6593.500,3067.250,405.500,0.000,30.500,170.000,1812.750,1158.250,27.250,,8156.500,454.000,186.000,1.000,779.250,305.250,3204.500,,,
2021-01-01 03:00:00+01:00,4460.000,12337.500,6404.000,2852.500,405.500,0.000,30.000,2.000,3674.750,1155.500,47.000,,8153.750,454.250,188.000,1.000,770.500,319.250,2775.000,,,
2021-01-01 04:00:00+01:00,4465.750,12395.000,6339.750,2713.250,404.750,0.000,29.250,6.000,4328.750,1152.500,24.750,,8150.500,465.000,192.250,1.000,760.750,296.250,2469.250,,,
2021-01-01 05:00:00+01:00,4486.500,12699.500,6434.500,2736.500,405.000,0.000,29.000,33.500,3487.250,1144.500,24.250,,8150.250,466.000,190.750,1.000,786.750,432.000,2124.750,,,
2021-01-01 06:00:00+01:00,4526.500,13051.000,6504.750,2836.500,406.250,0.000,29.000,89.750,3086.500,1141.250,40.750,,8154.500,468.750,190.000,1.000,794.000,510.250,2013.750,,,
2021-01-01 07:00:00+01:00,4596.750,12472.500,6584.250,2952.000,408.500,0.000,29.000,914.000,2083.500,1143.500,36.000,,8152.750,468.000,190.000,1.250,792.750,389.250,1969.750,,,
2021-01-01 08:00:00+01:00,4682.000,12435.750,6976.000,3087.250,407.500,0.000,28.500,68.500,1679.500,1139.000,36.500,,8157.500,468.000,190.750,191.750,781.000,359.500,2072.750,,,
2021-01-01 09:00:00+01:00,4690.750,12169.500,7464.750,3085.000,407.500,0.000,28.000,124.750,1328.250,1142.750,43.500,,8160.000,468.000,192.250,1335.250,784.750,248.250,2122.500,,,
2021-01-01 10:00:00+01:00,4717.500,11607.750,8010.500,3057.750,407.500,0.000,27.000,96.000,831.750,1148.000,33.500,,8161.250,468.000,195.000,2939.500,796.000,446.750,1913.000,,,
2021-01-01 11:00:00+01:00,4719.750,11257.250,8624.500,3044.250,407.000,0.000,27.000,115.750,609.000,1149.250,32.500,,8160.250,468.000,195.500,4215.750,777.000,557.500,1617.750,,,
2021-01-01 12:00:00+01:00,4639.750,10870.500,8934.250,3186.250,410.000,0.000,27.000,336.750,281.750,1158.250,33.500,,8153.000,468.000,196.000,4762.250,784.500,668.750,1306.750,,,
2021-01-01 13:00:00+01:00,4585.000,10875.000,8905.750,3150.250,417.000,0.000,27.000,196.750,393.000,1157.750,34.500,,8153.500,468.000,196.000,4152.750,783.000,836.250,1138.500,,,
2021-01-01 14:00:00+01:00,4565.750,10843.000,9086.500,3088.000,416.000,0.000,27.000,205.000,507.500,1149.750,37.250,,8154.750,468.000,195.750,2657.000,792.000,800.250,1231.500,,,
2021-01-01 15:00:00+01:00,4586.750,10855.500,9453.500,3449.000,416.000,0.000,27.000,255.000,567.000,1146.500,41.000,,8156.750,468.000,194.250,910.250,782.500,668.250,1548.750,,,
2021-01-01 16:00:00+01:00,4678.750,10875.000,9869.000,3697.000,416.000,0.000,27.750,2345.500,212.500,1149.250,80.000,,8156.000,467.750,194.750,42.500,796.000,832.500,2136.250,,,
2021-01-01 17:00:00+01:00,4797.000,11001.500,9910.000,4092.750,416.000,0.000,28.500,2591.500,48.250,1150.250,79.000,,8151.000,468.000,194.250,1.000,779.250,751.500,2917.750,,,
2021-01-01 18:00:00+01:00,4812.250,11000.000,9976.750,4046.250,416.000,0.000,29.000,2843.500,10.750,1150.000,73.500,,8150.750,468.000,192.000,1.000,765.750,700.250,3548.500,,,
2021-01-01 19:00:00+01:00,4815.000,11001.250,9998.500,4092.000,416.000,0.000,29.000,1738.500,49.000,1147.500,54.750,,8154.750,468.000,191.250,1.000,751.250,778.250,3912.250,,,
2021-01-01 20:00:00+01:00,4751.250,11020.000,9922.250,3865.250,416.000,0.000,29.500,874.750,99.250,1147.250,70.000,,8152.250,468.000,191.000,1.000,789.500,723.250,4179.250,,,
2021-01-01 21:00:00+01:00,4687.500,10901.500,9914.500,3541.500,416.000,0.250,30.000,609.000,298.750,1164.750,78.750,,8148.750,468.000,190.500,1.000,803.500,642.250,4385.500,,,
2021-01-01 22:00:00+01:00,4634.500,10797.750,9500.500,3421.000,416.000,0.000,30.750,982.500,387.750,1166.500,83.250,,8141.000,456.750,187.000,1.000,795.250,841.000,4658.750,,,
2021-01-01 23:00:00+01:00,4573.500,10892.250,8582.500,3031.500,416.500,0.250,31.000,236.750,1572.750,1161.500,86.000,,8141.750,443.750,185.000,1.000,786.750,590.000,4601.500,,,
2021-01-02 00:00:00+01:00,4512.500,11345.500,7386.500,2870.000,416.500,0.000,31.000,78.750,3319.750,1142.500,74.250,,8093.000,455.000,184.000,1.000,795.250,424.500,4502.500,,,
2021-01-02 01:00:00+01:00,4482.250,11564.000,6951.750,2722.500,416.250,0.250,31.000,41.750,4629.250,1137.500,47.250,,8120.250,392.000,183.750,1.000,774.000,432.500,4310.750,,,
2021-01-02 02:00:00+01:00,4489.250,11391.500,6703.250,2552.000,416.000,0.000,31.000,39.750,4635.750,1135.750,60.500,,8100.500,386.000,183.250,1.000,784.750,562.250,4087.250,,,
2021-01-02 03:00:00+01:00,4489.750,11186.750,6698.750,2562.500,416.000,0.000,31.000,28.500,4424.500,1127.250,81.000,,8094.500,386.250,182.250,1.000,787.000,405.750,4069.500,,,
2021-01-02 04:00:00+01:00,4485.750,11520.500,6841.750,2612.250,417.500,0.000,31.000,52.500,4495.250,1120.000,71.500,,8131.500,394.000,185.000,1.000,784.500,317.000,3964.000,,,
2021-01-02 05:00:00+01:00,4492.500,11974.750,6991.500,2627.000,418.000,0.000,30.750,184.000,2989.000,1116.500,21.750,,8140.500,397.250,187.500,1.000,796.250,389.000,3592.500,,,
2021-01-02 06:00:00+01:00,4527.250,12143.750,7331.000,2925.000,416.250,0.000,30.000,54.250,1435.500,1117.750,57.250,,8129.750,397.000,187.500,1.000,809.750,507.250,3298.000,,,
2021-01-02 07:00:00+01:00,4594.000,12329.500,7828.500,3392.000,416.000,0.000,30.000,119.000,870.250,1115.000,61.250,,8125.000,396.000,187.250,1.000,810.000,621.000,2947.250,,,
2021-01-02 08:00:00+01:00,4671.000,12775.000,8871.750,3502.500,416.000,0.000,29.250,762.500,1805.000,1114.250,91.000,,8053.500,395.750,187.500,155.750,809.750,452.250,2665.000,,,
2021-01-02 09:00:00+01:00,4723.250,13050.250,9781.500,3702.250,418.250,0.750,29.000,1193.250,393.750,1129.000,95.250,,8142.250,395.000,189.500,985.500,808.000,348.500,2273.750,,,
2021-01-02 10:00:00+01:00,4762.000,13163.000,10030.500,4051.750,416.500,1.000,29.000,1206.750,39.000,1136.750,44.750,,8152.000,395.000,191.000,2177.000,810.000,287.250,1740.750,,,
2021-01-02 11:00:00+01:00,4747.750,13179.000,10100.000,4260.000,416.250,0.750,29.000,568.500,33.500,1134.000,48.750,,8153.250,395.250,192.000,3274.500,803.500,277.250,1309.250,,,
2021-01-02 12:00:00+01:00,4687.500,13170.250,10018.250,4217.250,416.000,0.000,29.000,646.500,218.500,1123.750,50.000,,8155.500,396.000,191.000,3663.750,820.000,298.750,1003.000,,,
2021-01-02 13:00:00+01:00,4638.500,13153.500,10037.250,4242.750,411.250,0.000,29.000,629.750,213.250,1113.250,48.250,,8155.750,395.250,190.750,3023.750,815.500,264.750,907.500,,,
2021-01-02 14:00:00+01:00,4646.500,13137.250,9899.000,4315.500,411.000,0.000,29.000,1111.500,19.250,1102.500,55.500,,8154.250,395.000,189.500,1755.250,812.000,237.000,1085.250,,,
2021-01-02 15:00:00+01:00,4611.000,13179.000,9880.000,4205.000,411.000,0.000,29.000,701.500,98.500,1099.000,44.750,,8153.750,395.000,190.500,578.750,808.000,384.000,1363.000,,,
2021-01-02 16:00:00+01:00,4707.250,13326.250,9991.750,4324.250,411.000,0.000,28.250,2545.750,246.000,1095.000,46.000,,8152.500,395.000,190.250,23.500,809.750,515.500,1726.000,,,
2021-01-02 17:00:00+01:00,4798.000,13332.000,10074.750,4532.750,411.000,0.000,28.000,4094.500,23.500,1098.000,54.750,,8155.250,395.000,186.750,1.000,811.000,736.500,2131.000,,,
2021-01-02 18:00:00+01:00,4825.750,13338.500,10070.000,4617.250,409.000,0.000,28.000,3994.250,148.500,1108.250,36.000,,8150.250,395.000,187.750,1.000,806.000,1099.250,2761.250,,,
2021-01-02 19:00:00+01:00,4828.250,13350.750,10146.250,4464.750,409.250,0.000,28.000,2112.500,294.250,1117.000,32.750,,8146.250,400.000,193.000,1.000,800.250,1297.250,3256.750,,,
2021-01-02 20:00:00+01:00,4752.250,13152.500,10064.500,4493.750,409.000,1.000,28.000,1614.750,288.750,1112.250,31.500,,8145.500,401.000,193.250,1.000,803.000,1413.000,3632.250,,,
2021-01-02 21:00:00+01:00,4693.000,13043.000,9957.750,4200.750,409.000,1.000,28.250,516.250,452.750,1113.250,55.500,,8140.500,402.000,193.250,1.000,804.000,1533.250,4116.500,,,
2021-01-02 22:00:00+01:00,4629.000,12794.250,9366.500,3895.250,409.000,1.000,29.000,436.000,782.750,1116.500,61.500,,8138.000,402.250,193.000,1.000,805.250,1768.250,4828.500,,,
2021-01-02 23:00:00+01:00,4567.250,12125.750,8135.000,3789.000,409.000,1.000,29.750,375.750,1832.250,1111.250,32.500,,8117.000,402.500,193.000,1.000,807.000,2437.500,5611.750,,,
2021-01-03 00:00:00+01:00,4527.000,10841.000,6684.500,4076.000,409.000,1.000,30.000,111.250,2138.250,1107.750,61.500,,7993.250,459.500,190.500,1.000,794.000,2755.500,6538.250,,,
2021-01-03 01:00:00+01:00,4509.500,10128.500,6060.250,3767.000,409.000,1.000,30.000,105.750,1653.500,1103.000,43.250,,7737.250,459.500,190.000,1.000,796.250,2730.250,7488.250,,,
2021-01-03 02:00:00+01:00,4499.500,9411.250,5952.250,3379.500,409.250,1.000,29.000,46.750,2859.500,1105.750,41.750,,7541.750,459.000,191.500,1.000,793.500,3219.750,8354.000,,,
2021-01-03 03:00:00+01:00,4475.500,9009.250,5916.250,2903.500,410.750,1.000,29.000,91.500,4105.000,1105.750,44.500,,7612.500,459.750,190.500,1.000,785.000,3552.750,9128.500,,,
2021-01-03 04:00:00+01:00,4493.250,8104.000,5912.250,2782.000,410.500,1.000,29.000,135.500,4556.000,1111.250,65.750,,7619.500,461.000,191.000,1.000,792.750,3781.000,9938.250,,,
2021-01-03 05:00:00+01:00,4502.250,7775.500,5952.750,2664.750,410.250,1.000,28.750,126.250,4746.750,1113.750,65.250,,7597.250,461.000,191.250,1.000,796.000,4606.750,11089.250,,,
2021-01-03 06:00:00+01:00,4541.000,7210.250,6021.250,3276.250,411.000,1.000,28.000,72.000,4306.750,1107.000,79.000,,7590.000,461.000,191.500,1.000,788.500,4947.250,12290.250,,,
2021-01-03 07:00:00+01:00,4601.000,7586.250,6149.750,3472.500,411.000,1.000,28.000,207.250,2563.250,1106.500,74.000,,7630.500,461.000,191.750,1.250,770.000,4923.500,13430.250,,,
2021-01-03 08:00:00+01:00,4678.750,8628.500,6290.000,3808.750,411.000,1.000,28.000,344.750,947.250,1104.250,65.500,,7551.000,461.500,192.000,85.000,795.250,5077.500,13789.500,,,
2021-01-03 09:00:00+01:00,4703.000,9475.000,6446.250,3847.250,413.000,1.000,28.000,439.500,974.250,1090.500,73.500,,7551.000,461.750,192.250,302.500,779.500,5523.000,14115.750,,,
2021-01-03 10:00:00+01:00,4716.750,10294.000,6520.000,3669.250,415.250,1.000,27.250,277.250,439.250,1094.750,58.750,,7568.500,462.000,193.000,864.000,795.750,6073.500,14288.250,,,
2021-01-03 11:00:00+01:00,4684.000,11203.000,6607.500,3500.500,416.500,1.000,27.000,520.250,289.750,1091.000,64.000,,7565.000,462.000,191.750,1355.750,801.250,5982.250,14833.750,,,
2021-01-03 12:00:00+01:00,4633.500,11253.250,6812.750,3468.250,416.000,1.000,27.500,1472.500,211.750,1094.250,46.250,,7563.250,462.000,190.250,1499.250,794.000,5765.750,15211.000,,,
2021-01-03 13:00:00+01:00,4603.750,11484.750,6594.250,3068.250,416.000,1.000,27.750,342.000,339.000,1102.500,45.750,0.000,7567.500,461.000,191.000,1283.000,789.750,4935.500,15915.500,,,
2021-01-03 14:00:00+01:00,4583.000,11136.000,6411.750,3051.500,416.000,1.000,28.000,974.250,36.500,1107.500,46.500,,7582.000,461.000,190.250,804.250,800.500,4753.500,16611.750,,,
2021-01-03 15:00:00+01:00,4586.750,11472.000,6454.500,2773.750,416.000,1.000,28.000,354.000,753.250,1108.750,45.250,,7580.500,461.000,189.500,309.000,806.000,4184.000,16802.000,,,
2021-01-03 16:00:00+01:00,4661.750,11459.750,6604.750,3021.500,416.000,0.250,28.000,2285.750,71.250,1115.500,56.250,,7580.500,461.000,190.000,18.250,803.000,4189.500,17240.500,,,
2021-01-03 17:00:00+01:00,4750.000,11725.750,6702.250,3422.500,416.000,0.000,28.000,3594.250,13.750,1103.750,84.500,,7590.000,460.500,189.250,1.000,793.500,3995.750,17299.500,,,
2021-01-03 18:00:00+01:00,4772.250,11464.750,6831.000,3825.500,416.250,0.500,29.000,3311.000,9.750,1088.000,293.500,,7588.500,460.000,187.250,1.000,795.500,3817.750,17257.250,,,
2021-01-03 19:00:00+01:00,4752.750,11457.000,6834.000,3968.500,414.250,0.500,29.000,2085.250,29.250,1087.750,277.000,,7590.750,460.000,188.000,1.000,794.250,3560.500,17001.500,,,
2021-01-03 20:00:00+01:00,4677.000,10797.000,7068.250,3821.000,414.000,0.750,29.000,1282.000,211.500,1090.250,136.500,,7585.500,461.000,189.000,1.000,788.250,3558.500,16596.750,,,
2021-01-03 21:00:00+01:00,4602.000,10773.750,6565.250,3610.750,414.000,1.000,29.750,406.500,969.000,1086.000,87.500,,7584.000,461.000,189.000,1.000,797.250,3557.000,15615.000,,,
2021-01-03 22:00:00+01:00,4566.000,10556.250,6481.250,3617.250,414.250,1.000,30.250,645.000,581.000,1085.250,149.500,,7586.500,461.000,188.250,1.000,791.750,3550.000,14476.750,,,
2021-01-03 23:00:00+01:00,4506.250,9575.250,6373.750,3882.250,414.000,1.000,31.000,67.500,3125.250,1086.500,214.000,,7587.250,460.750,188.500,1.000,785.000,3553.500,14069.000,,,
2021-01-04 00:00:00+01:00,4472.250,9632.750,6233.000,4102.250,414.000,1.000,31.000,310.750,3687.250,1081.000,271.500,,7591.000,461.750,188.250,1.000,822.250,3550.000,13721.000,,,
2021-01-04 01:00:00+01:00,4457.500,10336.500,6354.750,4181.250,414.000,1.000,31.000,73.250,4934.750,1067.250,53.250,,7583.500,461.750,186.750,1.000,797.000,3552.750,13421.250,,,
2021-01-04 02:00:00+01:00,4459.750,11133.500,6386.500,4005.500,414.000,1.000,31.000,50.750,5383.000,1067.500,53.750,,7529.750,462.000,185.750,1.000,793.750,3548.250,13240.000,,,
2021-01-04 03:00:00+01:00,4440.750,11066.500,6635.000,4181.250,414.000,1.000,31.000,45.500,4900.000,1065.250,38.250,,7567.500,461.500,186.000,1.000,783.250,3553.000,13025.000,,,
2021-01-04 04:00:00+01:00,4429.750,10691.000,6766.000,4554.500,414.250,0.750,30.500,70.250,3816.500,1069.250,53.250,,7572.000,461.000,186.000,1.000,786.000,3555.750,12748.500,,,
2021-01-04 05:00:00+01:00,4448.750,10562.500,7590.250,5145.000,414.000,0.750,30.000,144.750,2212.250,1071.750,46.500,,7576.000,462.000,186.500,1.000,767.000,3543.750,12444.000,,,
2021-01-04 06:00:00+01:00,4499.750,12088.500,9269.250,6509.750,414.000,0.750,29.250,726.000,835.250,1076.000,49.500,,7576.250,462.000,186.250,1.000,751.750,3627.750,12450.750,,,
2021-01-04 07:00:00+01:00,4592.750,13375.750,11138.500,7228.500,414.000,0.000,27.750,1059.500,323.250,1069.000,52.500,,7568.750,462.000,185.250,1.250,747.250,4231.250,11779.500,,,
2021-01-04 08:00:00+01:00,4738.500,13559.250,11817.000,7689.000,414.000,0.000,24.000,1975.500,4.000,1069.000,347.000,,7586.000,463.500,184.750,99.750,762.750,5230.000,11060.250,,,
2021-01-04 09:00:00+01:00,4746.500,14034.000,12174.750,7670.500,414.000,0.000,24.250,1928.750,13.750,1069.500,214.500,,7590.500,465.500,184.250,279.250,751.750,5397.250,10618.750,,,
2021-01-04 10:00:00+01:00,4720.750,14467.000,12545.500,7833.250,414.000,0.000,27.000,3274.250,32.250,1099.000,379.750,,7584.750,466.000,181.250,718.000,748.000,5832.250,10244.250,,,
2021-01-04 11:00:00+01:00,4700.500,14792.250,12745.000,7873.000,440.500,0.000,27.000,2132.000,122.250,1104.750,372.000,,7565.500,466.000,181.500,1051.250,758.000,5783.250,10303.250,,,
2021-01-04 12:00:00+01:00,4647.750,14272.500,12810.250,7750.250,478.250,0.000,27.000,4314.500,23.250,1118.250,613.000,,7565.500,466.000,183.000,1160.000,746.750,5702.500,10389.000,,,
2021-01-04 13:00:00+01:00,4626.500,14369.750,12733.250,7978.250,421.500,0.000,27.000,1880.500,49.500,1130.500,258.000,,7563.500,465.750,180.250,1011.000,756.750,5497.250,10467.500,,,
2021-01-04 14:00:00+01:00,4584.250,14404.500,13160.000,7728.250,414.000,0.000,27.750,1539.750,47.500,1143.000,179.750,,7562.000,465.750,184.250,665.000,754.000,5728.000,10630.250,,,
2021-01-04 15:00:00+01:00,4584.250,14827.250,13133.500,7884.750,414.000,0.000,28.000,1795.750,704.750,1147.000,66.250,,7560.000,466.000,187.500,215.500,747.750,5760.500,10738.250,,,
2021-01-04 16:00:00+01:00,4719.000,15101.500,13175.500,8216.000,414.000,0.000,28.000,2034.250,696.750,1165.250,314.500,,7559.250,466.000,185.500,8.500,738.500,5761.000,10807.500,,,
2021-01-04 17:00:00+01:00,4771.750,15261.750,12958.500,8420.750,414.000,0.000,28.750,2484.750,9.250,1170.250,272.000,,7563.500,466.000,187.750,1.000,743.750,5862.250,10753.250,,,
2021-01-04 18:00:00+01:00,4808.500,15514.500,12831.250,8288.000,414.000,0.000,28.000,3037.750,39.250,1173.500,197.250,,7564.000,466.000,190.250,1.000,742.000,5867.500,10597.000,,,
2021-01-04 19:00:00+01:00,4787.000,15544.000,12756.750,8125.750,414.000,0.000,28.500,1300.250,35.500,1170.750,100.000,,7566.250,466.000,191.000,1.000,736.750,5833.000,10466.000,,,
2021-01-04 20:00:00+01:00,4648.750,15546.750,12517.000,8130.500,416.000,0.750,28.500,1337.250,350.750,1167.000,121.250,,7566.250,466.000,191.000,1.000,758.500,5889.500,10140.500,,,
2021-01-04 21:00:00+01:00,4584.500,15320.250,11801.250,7819.500,416.000,1.000,29.000,328.250,487.000,1166.250,59.000,,7563.000,466.000,193.000,1.000,751.000,5940.750,9616.000,,,
2021-01-04 22:00:00+01:00,4570.250,15160.750,11225.500,7554.500,416.000,1.000,29.750,961.500,928.000,1173.500,117.500,,7563.500,465.750,194.750,1.000,745.500,5952.000,9124.750,,,
2021-01-04 23:00:00+01:00,4527.250,14997.750,10463.750,7340.000,416.000,1.000,30.250,306.000,1348.250,1188.500,76.750,,7563.750,462.000,193.500,1.000,734.500,6014.000,9085.750,,,
2021-01-05 00:00:00+01:00,4467.000,14193.750,8439.250,6198.750,416.000,1.000,31.000,74.250,3834.250,1198.500,99.250,,7574.250,457.000,189.500,1.000,719.750,6011.500,9123.750,,,
2021-01-05 01:00:00+01:00,4448.250,14085.250,8503.250,5659.250,416.000,1.000,30.750,0.000,4116.000,1210.250,88.500,,7649.500,457.750,189.000,1.000,722.250,5800.000,9100.750,,,
2021-01-05 02:00:00+01:00,4444.000,14074.750,8149.000,5517.250,416.000,1.000,30.500,130.750,4231.250,1218.500,106.250,,7682.750,458.750,190.250,1.000,713.000,5378.250,9176.000,,,
2021-01-05 03:00:00+01:00,4434.750,14169.000,8174.250,5599.500,416.500,1.000,30.000,18.000,4409.000,1213.000,79.000,,7714.750,463.250,190.250,1.000,707.000,5377.250,9213.000,,,
2021-01-05 04:00:00+01:00,4450.500,14139.000,8314.000,5884.000,416.000,1.000,30.000,1.000,4572.750,1209.250,76.000,,7758.000,463.000,189.500,1.000,716.250,5363.750,9158.250,,,
2021-01-05 05:00:00+01:00,4492.500,14566.250,9243.000,6591.500,415.500,0.750,29.250,17.000,2723.000,1208.750,48.500,,7800.250,463.500,190.250,1.000,731.250,5369.750,9094.000,,,
2021-01-05 06:00:00+01:00,4537.250,14981.000,10732.500,7668.250,414.000,1.000,29.000,489.500,624.750,1198.000,75.000,,7656.500,466.750,191.000,1.000,766.250,5364.750,9391.750,,,
2021-01-05 07:00:00+01:00,4641.250,14952.500,12068.250,8722.750,414.250,1.000,28.750,1251.750,333.000,1192.000,74.750,,7784.250,467.000,184.000,1.500,758.000,5355.250,9116.000,,,
2021-01-05 08:00:00+01:00,4733.750,15016.750,12655.750,9341.750,413.500,1.000,28.750,2459.250,71.250,1193.750,65.750,,7791.750,467.000,181.500,99.000,736.250,5619.000,8864.000,,,
2021-01-05 09:00:00+01:00,4708.000,15132.750,12593.750,9663.500,412.500,1.000,29.000,2579.000,8.000,1191.750,44.000,,7849.750,472.250,177.250,348.250,736.750,5843.750,8640.750,,,
2021-01-05 10:00:00+01:00,4681.750,15177.750,12670.500,9550.250,411.000,1.000,29.000,3334.500,11.000,1193.750,166.250,,7854.500,474.000,180.000,799.750,741.000,6309.250,8676.000,,,
2021-01-05 11:00:00+01:00,4664.000,15205.000,12722.500,9763.500,411.000,0.750,29.000,3182.250,8.750,1211.750,274.250,,7864.000,474.000,179.250,1184.750,777.750,6317.500,8520.250,,,
2021-01-05 12:00:00+01:00,4634.250,15203.000,12813.750,9766.750,410.750,0.000,29.000,3419.500,4.250,1227.250,316.250,,7857.250,474.000,184.000,1302.750,785.250,6286.500,8763.750,,,
2021-01-05 13:00:00+01:00,4615.250,15217.750,12859.500,9790.000,411.500,0.000,29.000,1447.250,30.250,1229.500,245.250,,7856.250,474.000,186.000,1130.750,786.500,6226.500,9145.250,,,
2021-01-05 14:00:00+01:00,4606.000,15174.250,13172.750,9829.500,411.000,0.000,29.000,1631.000,51.750,1235.750,301.500,,7859.000,474.000,184.000,708.750,785.500,6147.250,9818.500,,,
2021-01-05 15:00:00+01:00,4636.250,15090.000,13341.500,9855.000,410.750,0.000,29.000,2892.000,31.500,1238.250,188.500,,7853.000,474.250,184.250,249.750,784.250,6152.000,10002.000,,,
2021-01-05 16:00:00+01:00,4742.250,14808.500,13687.000,9786.250,411.000,0.500,29.000,3207.250,33.750,1243.500,259.750,,7853.500,474.000,184.750,11.750,781.000,6107.000,10086.000,,,
2021-01-05 17:00:00+01:00,4799.500,14809.250,13788.250,9751.000,411.000,0.000,29.000,3831.000,53.250,1249.250,180.500,,7851.750,474.000,188.000,1.250,780.750,6107.500,10258.000,,,
2021-01-05 18:00:00+01:00,4807.000,14775.750,13698.000,9725.500,411.000,0.000,29.000,1802.250,24.500,1255.500,87.250,,7851.000,474.250,190.000,1.000,790.000,6067.750,10147.000,,,
2021-01-05 19:00:00+01:00,4782.500,14587.750,13007.750,9755.000,411.500,0.000,24.750,665.500,304.500,1255.500,87.500,,7856.250,474.000,188.500,1.000,768.000,5938.250,10114.750,,,
2021-01-05 20:00:00+01:00,4659.500,14424.250,12659.250,9302.500,414.000,0.500,24.000,538.750,351.000,1264.500,62.500,,7850.500,474.000,191.000,1.000,778.500,6024.500,9879.500,,,
2021-01-05 21:00:00+01:00,4594.750,14111.750,11654.250,8965.500,412.250,1.000,25.000,313.750,474.000,1267.500,56.750,,7852.500,473.250,191.250,1.000,782.000,5859.750,9949.250,,,
2021-01-05 22:00:00+01:00,4348.750,13743.750,11288.750,8390.000,411.000,1.000,25.500,236.000,924.000,1242.750,56.750,,7853.750,473.000,190.250,1.000,781.750,5523.250,9982.750,,,
2021-01-05 23:00:00+01:00,4207.500,13219.750,10774.250,7196.000,411.500,1.000,26.000,158.750,2350.500,1234.500,58.250,,7857.500,466.250,189.500,1.000,779.000,5353.000,10085.500,,,
2021-01-06 00:00:00+01:00,4156.500,12549.000,9705.000,6244.500,411.250,1.000,26.000,107.500,4073.250,1239.750,65.000,,7932.500,455.000,187.000,1.000,788.750,5152.500,9793.750,,,
2021-01-06 01:00:00+01:00,4145.250,12304.750,9570.250,6078.000,414.000,1.000,26.000,63.750,4844.500,1237.000,45.000,,8040.750,455.500,185.000,1.000,787.250,4979.250,9555.500,,,
2021-01-06 02:00:00+01:00,4346.250,12145.250,9337.750,6305.250,414.000,1.000,24.500,20.500,5181.250,1268.000,23.750,,8099.250,455.250,182.500,1.000,781.750,4817.750,9314.750,,,
2021-01-06 03:00:00+01:00,4470.750,12112.000,9253.000,6399.000,414.000,1.000,21.000,1.000,5455.750,1279.250,28.000,,8102.000,455.500,184.000,1.000,772.750,4749.750,8992.500,,,
2021-01-06 04:00:00+01:00,4457.000,12531.500,9379.750,6471.250,414.000,1.000,21.000,37.000,4955.750,1271.500,93.500,,8026.250,455.750,189.750,1.000,781.750,4750.000,8217.500,,,
2021-01-06 05:00:00+01:00,4493.250,13183.750,9843.250,6448.000,414.000,1.000,20.500,273.000,2133.000,1258.250,28.500,,8017.250,459.000,192.750,1.000,801.500,4480.000,7593.500,,,
2021-01-06 06:00:00+01:00,4535.250,13893.500,10634.750,7517.250,413.500,1.000,20.000,412.500,549.500,1244.750,42.750,,8041.500,459.500,189.000,1.000,776.500,4808.250,7001.000,,,
2021-01-06 07:00:00+01:00,4638.750,14289.750,11625.500,8249.000,411.500,0.500,20.000,364.000,783.500,1228.250,88.250,,8121.750,464.750,189.250,1.750,785.500,4703.750,6359.250,,,
2021-01-06 08:00:00+01:00,4748.250,14713.750,12282.250,9716.000,411.500,1.000,20.000,493.750,162.250,1223.750,97.750,,8145.250,460.250,191.250,98.750,793.750,4747.750,6013.000,,,
2021-01-06 09:00:00+01:00,4735.000,15073.750,12316.500,10074.500,411.000,0.000,19.750,1481.250,104.500,1213.000,337.250,,8146.000,460.500,184.750,359.500,784.250,4296.250,5517.750,,,
2021-01-06 10:00:00+01:00,4693.000,15148.750,12532.750,10594.250,411.000,0.000,19.500,2018.250,22.500,1208.750,112.000,,8147.750,461.000,179.500,906.250,783.250,3894.750,4623.000,,,
2021-01-06 11:00:00+01:00,4651.000,15165.500,12817.750,11154.250,407.000,0.000,19.000,1871.000,19.250,1203.750,127.250,,8149.250,461.000,182.500,1354.250,773.000,3660.000,4026.000,,,
2021-01-06 12:00:00+01:00,4607.250,15112.250,12686.000,11438.250,406.000,0.000,19.250,967.250,24.250,1199.250,92.500,,8149.500,461.000,187.750,1518.000,802.250,3789.000,3865.750,,,
