,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,Solar,Wind Onshore,Other renewable
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Consumption,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,,,,,,,,
2021-07-09 05:00:00+02:00,4131.250,11767.250,6874.500,6315.250,421.000,,16.000,26.750,1995.250,2004.000,239.500,,6630.500,189.750,106.750,114.500,582.750,190.000,5151.750,0.000,0.000,
2021-07-09 06:00:00+02:00,4287.250,11808.250,7202.000,7345.750,421.000,,15.000,399.500,652.250,1945.750,426.000,,6629.750,191.000,106.000,723.000,587.250,243.000,5780.250,0.000,0.000,
2021-07-09 07:00:00+02:00,4460.250,11847.750,7553.500,7574.500,421.000,,14.000,2784.000,4.750,1939.250,715.000,,6628.750,191.000,105.500,2059.750,606.750,168.750,5698.500,0.000,0.000,
2021-07-09 08:00:00+02:00,4440.500,11836.000,7720.000,7630.750,421.000,,14.000,3292.000,2.000,1926.250,707.500,,6631.500,191.000,104.750,3981.000,619.000,164.750,5642.250,0.000,0.000,
2021-07-09 09:00:00+02:00,4365.750,11566.750,7746.500,7629.750,421.000,,14.250,1659.750,206.000,1905.750,446.000,,6498.750,191.000,104.250,6705.250,621.250,202.500,6081.250,0.000,0.000,
2021-07-09 10:00:00+02:00,4296.500,11578.250,7559.500,7485.750,421.000,,16.500,1048.000,299.250,1898.750,377.250,,6609.500,191.000,104.500,9965.250,636.250,308.000,6612.000,0.000,0.000,
2021-07-09 11:00:00+02:00,4245.250,11589.000,7623.750,6689.250,421.500,,17.000,402.250,168.000,1869.500,366.750,,6621.000,191.000,106.250,11655.250,634.000,371.250,7328.250,0.000,0.000,
2021-07-09 12:00:00+02:00,4145.500,11525.750,7838.500,6640.500,421.000,,17.000,897.250,390.000,1882.750,505.500,,6615.250,191.000,104.500,13351.250,636.750,353.000,8137.500,0.000,0.000,
2021-07-09 13:00:00+02:00,4096.250,11556.000,7695.250,6067.000,421.000,,16.000,129.250,1053.500,1887.000,269.000,,6615.000,191.000,105.250,14846.250,633.250,382.750,9067.750,0.000,0.000,
2021-07-09 14:00:00+02:00,4089.500,11512.250,7471.750,5687.750,421.500,,16.000,119.750,1427.250,1880.750,267.250,,6609.750,187.250,105.750,14855.000,635.750,424.250,9546.750,0.000,0.000,
2021-07-09 15:00:00+02:00,4064.500,11380.500,7156.250,5510.500,421.000,,15.250,96.000,1944.750,1892.000,302.750,,6906.000,188.500,108.000,13801.500,628.500,513.250,9880.500,0.000,0.000,
2021-07-09 16:00:00+02:00,4136.250,11167.250,7472.750,5663.500,421.000,,15.500,175.250,1364.250,1903.250,337.250,,7089.750,191.000,108.250,12168.750,623.250,632.750,9612.250,0.000,0.000,
2021-07-09 17:00:00+02:00,4241.500,11378.250,7455.500,5832.500,422.000,,17.000,221.500,744.000,1923.000,290.500,,7140.750,183.500,109.000,9747.750,588.250,931.250,9248.750,0.000,0.000,
2021-07-09 18:00:00+02:00,4370.000,11530.250,7263.250,6242.500,421.000,,17.000,479.500,358.750,1917.000,336.000,,7136.750,181.000,109.000,6630.250,593.000,949.750,8592.000,0.000,0.000,
2021-07-09 19:00:00+02:00,4429.250,11544.250,7324.750,6630.750,422.750,,17.000,1555.500,35.500,1874.750,262.000,,7343.750,181.000,109.000,3340.250,597.750,942.500,7776.000,0.000,0.000,
2021-07-09 20:00:00+02:00,4444.250,11565.750,7276.250,6565.000,424.000,,17.750,1531.000,32.250,1915.750,208.750,,7464.500,181.000,110.000,1033.250,601.250,943.000,7355.000,0.000,0.000,
2021-07-09 21:00:00+02:00,4404.000,11535.250,7053.500,6354.000,421.250,,18.250,1089.250,157.000,1941.250,265.500,,7567.500,181.000,109.750,80.750,585.750,1000.250,7174.750,0.000,0.000,
2021-07-09 22:00:00+02:00,4315.000,11501.250,6962.250,6361.250,415.250,,19.000,1085.750,178.000,1951.500,216.500,,7686.500,181.000,110.000,0.000,612.250,1039.000,7280.500,0.000,0.000,
2021-07-09 23:00:00+02:00,4218.750,11511.750,6393.000,6076.500,414.000,,19.000,453.000,148.000,1974.250,200.000,,7730.750,181.000,110.250,0.000,648.000,1015.000,7847.750,0.000,0.000,
2021-07-10 00:00:00+02:00,4121.250,11453.250,4141.500,5198.750,414.000,,19.000,258.250,435.250,1988.500,189.000,,7769.750,190.500,110.500,0.000,637.250,1064.750,7877.500,0.000,0.000,
2021-07-10 01:00:00+02:00,4069.250,11531.750,3370.750,4374.750,414.250,,19.500,59.500,458.500,2006.250,181.500,,7815.250,184.750,107.750,0.000,645.750,866.500,8324.250,0.000,0.000,
2021-07-10 02:00:00+02:00,4065.250,11560.500,3112.500,4028.250,415.000,,20.000,5.500,716.250,2018.750,106.000,,7853.250,183.000,110.750,0.000,644.000,676.750,8154.500,0.000,0.000,
2021-07-10 03:00:00+02:00,4071.500,11450.500,3108.750,3820.250,415.000,,20.000,9.000,458.750,2023.500,177.750,,7859.250,183.000,111.500,0.000,632.500,599.000,8015.750,0.000,0.000,
2021-07-10 04:00:00+02:00,4051.250,11328.000,3147.000,3656.750,414.750,,20.000,8.250,1119.250,2036.750,137.250,,7884.250,185.000,111.000,0.750,631.750,631.750,8015.750,0.000,0.000,
2021-07-10 05:00:00+02:00,4061.250,11292.000,3064.250,3286.000,415.750,,20.000,5.500,1747.250,2040.000,187.500,,7890.750,187.000,111.000,161.500,631.750,683.500,8286.250,0.000,0.000,
2021-07-10 06:00:00+02:00,4139.750,11440.250,3076.500,3498.250,415.000,,20.000,19.000,1325.500,2043.750,145.500,,7901.250,187.000,110.500,1717.000,634.500,660.000,7864.250,0.000,0.000,
2021-07-10 07:00:00+02:00,4220.000,11536.750,3462.750,4109.500,414.500,,19.250,50.500,662.250,2053.500,110.750,,7911.750,187.000,110.250,5429.500,604.500,853.000,6198.750,0.000,0.000,
2021-07-10 08:00:00+02:00,4284.750,11488.750,3467.000,4344.750,414.750,,18.250,389.750,27.000,2055.750,199.000,,7899.500,187.000,108.750,10868.500,627.500,1144.250,4961.000,0.000,0.000,
2021-07-10 09:00:00+02:00,4276.250,11417.500,3418.000,4374.250,415.750,,17.750,353.000,349.750,2055.750,154.000,,7887.500,187.000,107.000,17102.250,635.250,1163.500,5045.250,0.000,0.000,
2021-07-10 10:00:00+02:00,4227.500,11138.750,3274.250,4067.500,415.000,,17.000,144.500,705.250,2055.750,151.750,,7741.000,187.000,106.500,22663.500,631.750,1229.500,5286.750,0.000,0.000,
2021-07-10 11:00:00+02:00,4220.500,10932.000,3084.250,3611.250,415.000,,16.250,25.750,2054.500,2048.250,71.500,,7686.500,187.000,106.500,26467.250,628.250,1163.750,5159.250,0.000,0.000,
2021-07-10 12:00:00+02:00,4176.500,10749.750,3213.000,3268.500,414.750,,16.000,52.500,3049.750,2038.250,143.500,,7701.000,187.000,108.250,27941.750,629.000,1103.250,4806.500,0.000,0.000,
2021-07-10 13:00:00+02:00,4160.000,10725.500,3333.750,2780.250,415.250,,15.750,18.250,3858.500,2035.250,92.750,,7695.500,187.000,110.000,28410.500,624.500,1073.500,4026.750,0.000,0.000,
2021-07-10 14:00:00+02:00,4141.500,10727.250,3417.000,2947.250,415.250,,15.000,24.750,3522.250,2025.000,108.250,,7697.250,187.000,109.500,27234.750,623.500,1005.000,3213.000,0.000,0.000,
2021-07-10 15:00:00+02:00,4159.000,10803.000,3430.250,3478.500,414.250,,15.000,34.750,2643.250,2014.500,101.750,,7705.500,187.000,109.000,24684.500,620.250,937.500,2377.750,0.000,0.000,
2021-07-10 16:00:00+02:00,4211.000,10827.500,3693.250,3920.750,414.000,,15.000,169.750,939.000,2006.500,137.500,,7706.250,187.000,108.250,20945.750,623.750,873.000,1553.500,0.000,0.000,
2021-07-10 17:00:00+02:00,4292.500,11010.500,3815.750,4656.750,414.000,,15.000,221.000,432.000,1996.500,273.750,,7739.500,187.000,105.750,15566.500,615.000,815.250,992.500,0.000,0.000,
2021-07-10 18:00:00+02:00,4403.250,11196.250,4101.500,5132.250,414.750,,15.000,1260.500,173.000,1983.750,374.500,,7874.250,189.500,105.500,9789.250,626.250,613.500,794.750,0.000,0.000,
2021-07-10 19:00:00+02:00,4468.000,11245.250,4278.000,5226.500,415.250,,15.500,2783.000,49.500,1968.000,419.500,,7877.750,192.000,106.000,4487.750,647.250,304.750,1020.500,0.000,0.000,
2021-07-10 20:00:00+02:00,4457.750,11505.750,4346.500,5253.750,415.250,,16.000,2260.500,122.250,1955.500,190.750,,7877.000,192.000,105.500,1283.250,624.750,302.750,1716.250,0.000,0.000,
2021-07-10 21:00:00+02:00,4414.750,11567.500,4455.250,5216.500,418.000,,17.000,2467.000,35.500,1946.250,308.000,,7878.750,192.000,105.250,83.250,643.000,219.750,2322.250,0.000,0.000,
2021-07-10 22:00:00+02:00,4377.000,11621.000,4462.500,5137.750,419.000,,17.000,2037.500,68.000,1941.250,417.000,,7882.250,192.000,105.250,0.250,635.750,126.250,2529.500,0.000,0.000,
2021-07-10 23:00:00+02:00,4313.000,11583.750,4349.000,4997.250,419.000,,18.000,1990.000,51.750,1956.250,357.750,,7884.750,192.000,105.500,0.000,642.750,100.750,2900.500,0.000,0.000,
2021-07-11 00:00:00+02:00,4187.500,11540.750,3929.250,4268.500,418.750,,18.000,387.250,211.500,1962.500,197.250,,7888.000,186.000,106.000,0.000,639.750,56.500,3741.250,0.000,0.000,
2021-07-11 01:00:00+02:00,4140.750,11574.750,3728.000,3425.000,419.000,,18.000,206.000,439.750,1961.250,234.250,,7909.000,193.500,106.000,0.000,630.250,30.500,4213.000,0.000,0.000,
2021-07-11 02:00:00+02:00,4098.250,11419.250,3557.000,2928.000,419.000,,18.000,336.000,386.000,1966.000,258.000,,7900.250,196.000,105.500,0.000,638.000,17.000,4260.500,0.000,0.000,
2021-07-11 03:00:00+02:00,4061.500,11288.250,3576.250,2956.750,419.000,,18.000,302.250,433.500,1970.750,276.000,,7896.750,196.000,105.000,0.000,613.250,8.250,4142.000,0.000,0.000,
2021-07-11 04:00:00+02:00,4074.500,11279.000,3487.250,2817.750,419.000,,18.000,157.750,972.750,1954.750,281.250,,7904.750,196.000,105.500,1.000,609.250,8.500,4078.000,0.000,0.000,
2021-07-11 05:00:00+02:00,4097.500,11250.250,3378.250,2818.250,419.000,,19.000,85.250,1722.250,1952.750,284.750,,7924.250,196.000,106.000,218.750,616.500,13.750,4314.250,0.000,0.000,
2021-07-11 06:00:00+02:00,4151.250,11339.500,3428.000,2753.250,419.000,,19.000,68.750,1784.250,1954.750,267.000,,7938.750,196.000,104.750,1408.000,615.750,37.000,4054.000,0.000,0.000,
2021-07-11 07:00:00+02:00,4194.000,11341.500,3760.000,2926.250,419.000,,19.000,114.750,954.750,1948.000,182.250,,7941.500,196.000,106.000,4005.500,627.250,86.750,3025.000,0.000,0.000,
2021-07-11 08:00:00+02:00,4258.750,11333.500,3848.000,2969.500,419.000,,19.000,123.750,409.750,1951.500,234.500,,7937.000,196.000,106.000,7998.500,621.750,146.000,1797.250,0.000,0.000,
2021-07-11 09:00:00+02:00,4264.250,11263.500,3486.750,3012.750,419.250,,18.250,113.000,765.000,1957.000,161.250,,7932.250,196.000,106.000,12625.500,619.250,169.750,1546.750,0.000,0.000,
2021-07-11 10:00:00+02:00,4213.250,11221.250,2996.500,2913.500,419.000,,18.000,78.500,1533.500,1972.750,255.500,,7922.500,196.000,106.250,16693.250,602.000,140.500,1943.500,0.000,0.000,
2021-07-11 11:00:00+02:00,4175.000,11317.750,3176.750,2958.250,419.000,,18.000,74.250,1004.250,1986.750,195.500,,7907.250,196.000,107.500,19314.250,603.250,162.750,2209.250,0.000,0.000,
2021-07-11 12:00:00+02:00,4108.750,11296.500,3174.500,2947.250,419.250,,17.250,351.250,1146.500,1983.000,231.750,,7898.750,196.000,107.000,20414.750,605.500,268.000,2349.500,0.000,0.000,
2021-07-11 13:00:00+02:00,4055.250,11297.250,3080.250,2855.500,419.250,,17.500,75.750,2402.000,1997.250,126.000,,7896.000,202.000,106.500,20385.250,617.500,409.250,2478.500,0.000,0.000,
2021-07-11 14:00:00+02:00,4009.750,11061.500,2912.750,2663.000,417.500,,17.250,95.500,3913.500,2002.000,114.000,,7879.750,202.000,106.250,19811.500,620.250,649.500,2778.750,0.000,0.000,
2021-07-11 15:00:00+02:00,4016.000,10637.000,2916.750,2493.000,413.250,,16.750,12.750,4277.750,2001.000,214.250,,7884.750,202.000,106.250,19006.000,615.000,812.250,3326.750,0.000,0.000,
2021-07-11 16:00:00+02:00,4051.500,10670.750,2906.250,2564.750,413.500,,13.000,44.750,3160.250,2005.500,300.500,,7881.250,202.000,106.250,17764.000,609.500,949.750,3833.250,0.000,0.000,
2021-07-11 17:00:00+02:00,4125.750,11359.750,3093.750,3457.500,414.500,,13.500,180.250,934.250,2004.750,248.000,,7881.750,202.000,105.750,14389.500,607.000,1002.750,3902.000,0.000,0.000,
2021-07-11 18:00:00+02:00,4214.000,11086.500,3597.750,4377.000,415.000,,16.750,1142.250,446.000,2005.500,445.250,,7879.250,202.000,106.000,9352.000,597.750,1107.250,3777.250,0.000,0.000,
2021-07-11 19:00:00+02:00,4329.000,10915.500,4220.750,5068.000,416.000,,17.000,2317.500,183.000,1996.500,683.500,,7878.750,202.000,106.250,4405.750,611.250,1227.000,3276.500,0.000,0.000,
2021-07-11 20:00:00+02:00,4380.500,11066.750,4576.250,5414.750,416.000,,17.500,1707.000,146.500,1995.250,333.500,,7879.750,202.000,106.000,1240.000,618.000,1310.750,3365.000,0.000,0.000,
2021-07-11 21:00:00+02:00,4350.000,11250.750,4675.500,5631.250,416.000,,18.000,1402.000,160.250,1992.000,256.000,,7880.250,202.000,106.000,79.000,598.000,1400.000,3787.250,0.000,0.000,
2021-07-11 22:00:00+02:00,4307.500,11267.500,4767.250,5609.750,416.000,,19.000,2044.500,115.250,1987.250,652.250,,7880.250,202.000,106.000,0.500,618.250,1689.500,4092.000,0.000,0.000,
2021-07-11 23:00:00+02:00,4208.250,11375.000,4554.000,5451.500,415.750,,19.000,1407.000,230.000,1978.000,474.250,,7879.750,202.000,106.000,0.000,595.750,2014.750,4188.750,0.000,0.000,
2021-07-12 00:00:00+02:00,4029.500,11564.750,4279.750,5154.750,416.500,,19.250,576.500,455.750,1977.000,171.000,,7889.750,197.000,106.000,0.000,602.500,2214.000,4086.000,0.000,0.000,
2021-07-12 01:00:00+02:00,4016.500,11459.750,3923.750,4958.500,416.000,,20.000,195.250,841.000,1977.750,190.500,,7822.250,197.000,106.000,0.000,635.000,2171.250,3827.500,0.000,0.000,
2021-07-12 02:00:00+02:00,4006.250,11207.750,3864.750,4685.250,416.000,,20.000,111.000,1293.500,1983.000,269.250,,7775.000,197.000,106.000,0.000,620.500,2415.750,3533.000,0.000,0.000,
2021-07-12 03:00:00+02:00,4011.750,11269.000,4011.000,4654.250,416.000,,20.000,44.000,1816.000,1991.750,224.250,,7828.500,197.000,106.000,0.000,630.500,2365.750,3236.000,0.000,0.000,
2021-07-12 04:00:00+02:00,4014.250,11510.250,4126.500,5042.000,416.500,,20.000,37.500,1604.500,1995.250,226.750,,7837.000,197.000,106.000,0.750,604.250,2292.500,3170.750,0.000,0.000,
2021-07-12 05:00:00+02:00,4067.250,11320.000,4582.000,5529.500,416.000,,20.000,139.500,1428.750,1991.750,300.500,,7877.000,197.000,106.000,200.000,620.750,2089.500,3094.000,0.000,0.000,
2021-07-12 06:00:00+02:00,4224.000,11236.500,5968.000,6236.000,416.250,,20.000,1157.250,222.250,1993.750,494.750,,7891.750,197.000,105.250,1940.250,625.750,1797.250,2881.250,0.000,0.000,
2021-07-12 07:00:00+02:00,4388.750,11376.250,6774.000,6689.750,416.000,,19.500,1634.250,8.000,1995.250,757.500,,7901.250,197.000,102.750,5988.000,626.750,1446.250,2179.500,0.000,0.000,
2021-07-12 08:00:00+02:00,4411.500,11696.250,6945.250,6796.000,416.000,,18.500,1790.500,7.250,1995.750,683.500,,7905.000,197.000,100.500,11479.500,631.500,1293.750,1741.250,0.000,0.000,
2021-07-12 09:00:00+02:00,4318.500,11767.000,6975.000,6886.000,416.000,,18.000,840.750,105.000,1994.000,417.500,,7878.500,197.000,99.500,18224.250,610.000,1206.250,1631.000,0.000,0.000,
2021-07-12 10:00:00+02:00,4231.250,11460.000,6744.750,6928.500,416.750,,17.000,503.250,478.750,1995.000,282.000,,7863.500,197.000,98.000,23830.750,603.500,985.750,2159.000,0.000,0.000,
2021-07-12 11:00:00+02:00,4175.000,11494.500,6795.250,6401.750,416.000,,16.500,167.000,416.000,2002.750,221.750,,7808.750,197.000,100.000,26992.750,604.250,727.500,3046.250,0.000,0.000,
2021-07-12 12:00:00+02:00,4106.000,11669.000,6806.750,6177.000,418.000,,16.000,153.750,283.250,2011.250,193.000,,7802.000,197.000,98.750,28238.250,577.500,582.500,3645.500,0.000,0.000,
2021-07-12 13:00:00+02:00,4080.000,11514.500,6622.500,5752.250,419.000,,15.250,73.500,997.750,2018.750,156.500,,7803.250,197.000,102.250,28198.000,587.750,578.000,4011.500,0.000,0.000,
2021-07-12 14:00:00+02:00,4066.750,11423.500,6781.000,5893.750,418.750,,15.000,341.250,360.500,2024.250,321.000,,7788.750,197.000,101.500,25983.000,583.750,675.500,4166.000,0.000,0.000,
2021-07-12 15:00:00+02:00,4079.250,11254.000,6898.750,6323.250,419.500,,15.000,790.500,105.000,2045.250,170.000,,7794.000,197.000,105.000,23078.000,579.000,846.500,3957.750,0.000,0.000,
2021-07-12 16:00:00+02:00,4110.000,11275.000,7203.500,6562.250,421.000,,14.250,687.500,44.750,2061.250,305.750,,7826.750,197.000,107.250,19148.000,569.500,864.250,3761.500,0.000,0.000,
2021-07-12 17:00:00+02:00,4209.500,11310.500,7203.000,6909.000,421.000,,14.250,733.500,216.250,2056.500,328.750,,7819.750,197.000,107.000,14194.750,575.750,1187.750,3375.500,0.000,0.000,
2021-07-12 18:00:00+02:00,4329.500,11367.000,7212.500,7331.250,421.000,,15.000,1456.250,106.250,2050.000,499.000,,7822.750,197.000,107.000,8754.000,598.000,1486.250,3258.000,0.000,0.000,
2021-07-12 19:00:00+02:00,4379.250,11346.750,7298.500,7462.750,421.000,,15.000,2033.000,11.750,2031.750,523.750,,7820.000,197.000,105.750,4077.750,603.000,1708.000,3346.250,0.000,0.000,
2021-07-12 20:00:00+02:00,4378.750,11400.000,7196.250,7591.000,421.000,,15.750,1547.000,90.250,2027.250,573.000,,7820.000,197.000,105.250,1145.250,603.000,1622.000,3445.750,0.000,0.000,
2021-07-12 21:00:00+02:00,4327.250,11446.000,7175.750,7586.000,421.000,,16.500,1135.250,149.000,2027.750,621.500,,7816.000,197.000,105.000,59.500,615.750,1775.750,3528.750,0.000,0.000,
2021-07-12 22:00:00+02:00,4231.250,11460.250,7108.750,7484.000,421.000,,17.250,1084.750,24.750,2028.000,638.750,,7819.500,197.000,105.000,0.500,610.750,2009.000,3333.500,0.000,0.000,
2021-07-12 23:00:00+02:00,4150.250,11440.750,6059.000,6936.500,421.000,,18.000,172.000,488.250,2036.750,234.750,,7818.250,197.000,106.000,0.000,620.500,1799.500,3542.250,0.000,0.000,
2021-07-13 00:00:00+02:00,4033.500,11308.250,5517.500,6377.750,421.000,,18.000,233.000,300.500,2040.750,383.250,,7824.500,199.000,106.000,0.000,623.250,1231.000,3298.500,0.000,0.000,
2021-07-13 01:00:00+02:00,4009.750,11304.500,5091.500,5967.750,419.500,,18.000,115.750,1468.250,2040.500,278.000,,7829.500,199.000,106.000,0.000,633.750,875.250,3003.500,0.000,0.000,
2021-07-13 02:00:00+02:00,4013.500,11049.000,5165.500,5643.750,419.000,,18.000,312.000,2068.250,2047.250,295.250,,7837.250,199.000,105.750,0.000,625.000,655.500,2451.750,0.000,0.000,
2021-07-13 03:00:00+02:00,4003.250,11205.500,5139.500,5616.000,419.500,,18.000,289.750,1890.250,2059.250,314.250,,7846.500,199.000,107.000,0.000,616.000,537.250,1914.000,0.000,0.000,
2021-07-13 04:00:00+02:00,4012.000,11520.500,5082.250,5814.250,421.000,,18.250,189.500,1472.750,2054.500,153.500,,7852.500,199.000,106.250,1.000,616.750,523.750,1473.000,0.000,0.000,
2021-07-13 05:00:00+02:00,4032.750,11520.750,5376.750,6594.750,421.000,,18.500,96.250,968.250,2057.250,320.000,,7853.750,199.000,105.750,210.500,617.000,500.000,1776.250,0.000,0.000,
2021-07-13 06:00:00+02:00,4144.250,11657.000,7212.000,7567.750,421.000,,18.000,216.750,253.000,2060.000,470.500,,7856.250,199.000,91.500,1598.000,625.000,495.750,1888.500,0.000,0.000,
2021-07-13 07:00:00+02:00,4311.750,11724.750,8002.750,7924.000,421.000,,18.000,1109.750,16.500,2062.250,606.250,,7859.750,199.000,88.750,4714.250,609.500,546.500,1764.750,0.000,0.000,
2021-07-13 08:00:00+02:00,4357.000,11726.000,8080.250,8207.250,421.000,,18.000,2295.000,6.000,2046.500,678.250,,7861.250,199.000,89.250,8473.250,615.500,506.250,1418.500,0.000,0.000,
2021-07-13 09:00:00+02:00,4312.000,11729.250,8109.500,8225.750,421.000,,17.250,2261.750,3.750,2034.000,771.000,,7860.250,199.000,89.500,12319.000,608.750,464.250,1613.000,0.000,0.000,
2021-07-13 10:00:00+02:00,4265.750,11723.000,8062.750,8217.250,440.000,,17.000,1530.750,4.750,2024.500,674.000,,7848.000,199.000,90.750,15276.500,600.250,314.750,2257.000,0.000,0.000,
2021-07-13 11:00:00+02:00,4196.250,11713.750,8030.250,8313.750,447.250,,17.000,976.000,114.000,2033.500,626.250,,7835.000,199.000,91.000,17229.000,630.250,254.250,2760.000,0.000,0.000,
2021-07-13 12:00:00+02:00,4090.500,11688.500,7990.750,8242.000,442.250,,17.750,780.750,24.000,2037.500,535.750,,7847.750,199.000,92.500,17897.250,631.250,253.750,2951.250,0.000,0.000,
2021-07-13 13:00:00+02:00,4037.000,11711.500,7936.750,8271.750,445.750,,18.000,529.250,115.500,2042.000,340.250,,7867.000,199.000,93.000,16617.000,626.000,362.750,3534.250,0.000,0.000,
2021-07-13 14:00:00+02:00,4027.250,11638.000,7872.250,8137.000,426.250,,16.250,354.500,791.750,2041.000,175.750,,7869.250,199.000,92.500,14710.000,609.750,403.750,4434.250,0.000,0.000,
2021-07-13 15:00:00+02:00,4046.000,11590.750,7797.500,8183.000,423.750,,16.250,230.500,764.750,2046.000,232.750,,7866.500,199.000,91.750,13213.250,607.750,529.750,5275.000,0.000,0.000,
2021-07-13 16:00:00+02:00,4073.750,11394.000,7720.250,8021.500,421.000,,19.000,360.000,497.250,2043.500,252.750,,7883.500,199.000,90.750,10736.500,555.500,574.750,5545.500,0.000,0.000,
2021-07-13 17:00:00+02:00,4197.750,11329.000,8066.500,8133.750,421.000,,19.000,1097.500,85.750,2037.000,431.750,,7881.500,199.000,89.250,8367.250,587.750,700.250,5502.750,0.000,0.000,
2021-07-13 18:00:00+02:00,4320.500,11263.250,8205.500,7989.500,421.000,,19.000,1173.500,74.000,2032.500,342.500,,7874.250,199.000,89.000,5418.500,598.500,726.500,5399.750,0.000,0.000,
2021-07-13 19:00:00+02:00,4364.500,11303.750,8169.000,8493.750,421.000,,19.000,1235.250,161.000,2018.000,341.000,,7878.250,199.000,88.000,2852.000,590.250,773.250,5423.500,0.000,0.000,
2021-07-13 20:00:00+02:00,4370.250,11473.750,7866.750,8184.000,422.750,,19.000,869.250,140.250,2009.750,249.250,,7881.000,205.000,89.000,860.500,605.000,713.750,6119.250,0.000,0.000,
2021-07-13 21:00:00+02:00,4315.000,11469.500,7845.500,8105.500,424.000,,19.000,555.000,262.750,2017.000,209.250,,7882.500,205.000,91.500,50.500,606.500,594.000,7186.250,0.000,0.000,
2021-07-13 22:00:00+02:00,4209.750,11449.750,7691.250,7254.750,426.000,,19.500,465.500,210.250,2014.500,170.500,,7876.750,205.000,90.000,0.000,606.750,566.750,7612.750,0.000,0.000,
2021-07-13 23:00:00+02:00,4120.250,11459.500,6219.750,6106.250,429.000,,19.500,249.250,569.500,2019.500,181.500,,7875.750,203.500,90.250,0.000,619.250,575.750,7349.500,0.000,0.000,
2021-07-14 00:00:00+02:00,4018.000,11321.000,5270.000,5592.750,429.000,,20.000,231.500,619.500,2026.500,125.750,,7882.500,199.000,88.250,0.000,854.250,672.500,6197.750,0.000,0.000,
2021-07-14 01:00:00+02:00,4012.250,11265.500,5075.500,5553.000,429.000,,20.000,167.250,1921.500,2014.750,97.500,,7884.000,199.000,89.000,0.000,847.000,796.250,5666.250,0.000,0.000,
2021-07-14 02:00:00+02:00,3990.750,10918.500,4889.750,5103.500,429.000,,20.000,202.750,2738.750,1994.500,75.750,,7887.750,199.000,88.000,0.000,856.250,800.500,5207.000,0.000,0.000,
2021-07-14 03:00:00+02:00,3999.500,10928.000,4974.500,5138.500,429.250,,20.000,223.500,2462.000,1996.000,68.750,,7893.000,199.000,88.750,0.000,847.500,810.250,4945.000,0.000,0.000,
2021-07-14 04:00:00+02:00,4020.750,11202.000,5027.500,5469.250,429.000,,20.000,200.750,1713.500,1985.500,93.250,,7894.750,202.000,90.750,1.000,856.000,930.500,4826.750,0.000,0.000,
2021-07-14 05:00:00+02:00,4049.750,11284.250,5550.500,5835.250,429.000,,20.000,217.750,847.500,1976.250,166.500,,7891.250,205.000,88.000,143.500,859.250,1066.500,5015.750,0.000,0.000,
2021-07-14 06:00:00+02:00,4188.000,11459.500,7429.500,6688.500,429.000,,20.000,436.000,246.750,1964.500,323.750,,7905.250,205.000,87.000,966.000,852.250,1029.000,4977.250,0.000,0.000,
2021-07-14 07:00:00+02:00,4352.500,11526.000,8138.500,7215.000,439.250,,20.000,1891.500,20.500,1962.750,833.000,,7910.500,205.000,88.250,2908.500,880.750,767.750,4700.500,0.000,0.000,
2021-07-14 08:00:00+02:00,4401.000,11490.000,8175.500,7421.250,464.250,,19.750,3839.000,2.750,1974.000,913.000,,7907.000,205.000,88.000,5303.000,869.500,640.500,4258.500,0.000,0.000,
2021-07-14 09:00:00+02:00,4372.250,11487.500,8237.500,7266.500,594.500,,19.000,4505.750,2.000,1972.250,701.250,,7904.750,205.000,92.250,7093.250,862.500,524.750,4048.750,0.000,0.000,
2021-07-14 10:00:00+02:00,4271.500,11497.750,8313.750,6699.000,698.750,,18.500,3289.000,75.250,1976.250,472.750,,7900.250,205.000,92.500,8861.500,837.000,603.250,4245.250,0.000,0.000,
2021-07-14 11:00:00+02:00,4207.750,11492.250,8467.500,6787.250,636.500,,18.000,2345.250,25.500,1983.000,446.750,,7899.000,205.000,96.000,10814.000,864.500,919.750,5094.250,0.000,0.000,
2021-07-14 12:00:00+02:00,4089.750,11511.500,7963.250,6985.500,487.750,,16.750,429.500,883.250,1984.750,198.000,,7886.000,205.000,96.750,12788.250,893.250,1110.500,6377.750,0.000,0.000,
2021-07-14 13:00:00+02:00,4033.250,11377.750,6336.500,6615.000,378.500,,16.500,340.250,2012.750,1990.750,195.000,,7786.500,205.000,99.250,14555.500,890.000,1062.250,8493.500,0.000,0.000,
2021-07-14 14:00:00+02:00,4015.750,11189.500,5817.500,6288.250,345.000,,18.000,431.000,1738.750,2000.250,205.750,,7777.500,201.000,100.000,15583.000,941.250,1262.750,10464.500,0.000,0.000,
