timestamp_cec,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Solar,Waste,Wind Offshore,Wind Onshore,Other
2024-01-01 00:00:00+01:00,1403.000,13133.000,1812.000,3042.000,2.000,5065.000,11598.000,8787.000,243.000,61370.000,17419.000,968.000,1483.000,22134.000,1032.000
