timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,Other
2024-01-01 00:00:00+01:00,8577.000,18363.000,1257.000,36255.000,18411.000,4118.000,54.000,9449.000,3731.000,1381.000,356.000,76601.000,1808.000,8456.000,59841.000,1630.000
