timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Wind Onshore,Other
2024-01-01 00:00:00+01:00,662.000,7557.000,274.000,5162.000,18831.000,393.000,1589.000,321.000,468.000,14609.000,9583.000,1643.000
