timestamp_cec,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Solar,Waste,Wind Offshore,Wind Onshore,Other
2024-01-01 00:00:00+01:00,731.000,6995.000,452.000,1308.000,186.000,3929.000,8789.000,384.000,2262.000,3053.000,27.000
