,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore,Fossil Hard coal
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,
2022-01-01 00:00:00+01:00,373.000,2642.000,28.000,203.000,1077.000,,5863.000,2190.000,,39523.000,0.000,262.000,3153.000,
2022-01-01 01:00:00+01:00,378.000,2609.000,28.000,211.000,914.000,,5768.000,1903.000,,38466.000,0.000,269.000,3177.000,
2022-01-01 02:00:00+01:00,374.000,2502.000,29.000,212.000,,183.000,5580.000,1350.000,,37836.000,0.000,270.000,3050.000,
2022-01-01 03:00:00+01:00,372.000,2506.000,28.000,214.000,,1845.000,5466.000,573.000,,36816.000,0.000,270.000,3133.000,
2022-01-01 04:00:00+01:00,367.000,2509.000,29.000,215.000,,2844.000,5474.000,517.000,,36359.000,0.000,269.000,3403.000,
2022-01-01 05:00:00+01:00,364.000,2512.000,28.000,215.000,,3395.000,5435.000,530.000,,36759.000,0.000,263.000,3610.000,
2022-01-01 06:00:00+01:00,359.000,2510.000,29.000,215.000,,3695.000,5487.000,609.000,,37298.000,0.000,264.000,3747.000,
2022-01-01 07:00:00+01:00,357.000,2652.000,28.000,214.000,,3287.000,5490.000,625.000,,37624.000,0.000,260.000,4056.000,
2022-01-01 08:00:00+01:00,358.000,2656.000,28.000,214.000,,3003.000,5469.000,604.000,,39311.000,244.000,263.000,4531.000,
2022-01-01 09:00:00+01:00,359.000,2645.000,28.000,214.000,,2980.000,5674.000,599.000,,39731.000,962.000,260.000,4837.000,
2022-01-01 10:00:00+01:00,360.000,2653.000,28.000,215.000,,2811.000,5713.000,585.000,,40138.000,2410.000,259.000,4843.000,
2022-01-01 11:00:00+01:00,356.000,2656.000,28.000,215.000,,2639.000,5682.000,882.000,,40756.000,3698.000,245.000,4583.000,
2022-01-01 12:00:00+01:00,359.000,2686.000,28.000,215.000,,1901.000,5763.000,1288.000,,40987.000,4270.000,237.000,3890.000,
2022-01-01 13:00:00+01:00,359.000,2647.000,28.000,215.000,,1386.000,5773.000,1256.000,,40832.000,4332.000,236.000,3230.000,
2022-01-01 14:00:00+01:00,358.000,2593.000,28.000,215.000,,217.000,5666.000,1419.000,,41010.000,3567.000,236.000,2835.000,
2022-01-01 15:00:00+01:00,361.000,2589.000,28.000,215.000,480.000,,5690.000,1562.000,,41079.000,2174.000,248.000,2577.000,
2022-01-01 16:00:00+01:00,361.000,2605.000,28.000,215.000,1005.000,,5763.000,1761.000,,41186.000,801.000,231.000,3050.000,
2022-01-01 17:00:00+01:00,362.000,2611.000,29.000,215.000,1805.000,,6023.000,2258.000,,41689.000,244.000,234.000,3901.000,
2022-01-01 18:00:00+01:00,362.000,2596.000,29.000,215.000,2225.000,,6250.000,2804.000,,42120.000,0.000,239.000,4718.000,
2022-01-01 19:00:00+01:00,361.000,2587.000,29.000,215.000,1828.000,,6361.000,2520.000,,41944.000,0.000,241.000,4918.000,
2022-01-01 20:00:00+01:00,359.000,2625.000,29.000,214.000,1437.000,,6177.000,2360.000,,41423.000,0.000,241.000,4905.000,
2022-01-01 21:00:00+01:00,360.000,2734.000,28.000,214.000,586.000,,6067.000,1937.000,,41202.000,0.000,240.000,5112.000,
2022-01-01 22:00:00+01:00,357.000,2839.000,28.000,215.000,701.000,,6060.000,1558.000,,41137.000,0.000,242.000,4990.000,
2022-01-01 23:00:00+01:00,358.000,2878.000,28.000,214.000,446.000,,5966.000,1498.000,,40962.000,0.000,244.000,5052.000,
2022-01-02 00:00:00+01:00,357.000,2880.000,28.000,215.000,,179.000,5863.000,933.000,,39542.000,0.000,238.000,5006.000,
2022-01-02 01:00:00+01:00,356.000,2890.000,27.000,215.000,,2011.000,5864.000,647.000,,38995.000,0.000,238.000,5152.000,
2022-01-02 02:00:00+01:00,357.000,2896.000,25.000,215.000,,2939.000,5650.000,381.000,,38876.000,0.000,238.000,5403.000,
2022-01-02 03:00:00+01:00,362.000,2885.000,26.000,214.000,,3240.000,5518.000,365.000,,36483.000,0.000,238.000,5644.000,
2022-01-02 04:00:00+01:00,360.000,2873.000,27.000,214.000,,3567.000,5409.000,407.000,,36083.000,0.000,238.000,6299.000,
2022-01-02 05:00:00+01:00,363.000,2865.000,26.000,214.000,,3713.000,5409.000,434.000,,36077.000,0.000,233.000,7041.000,
2022-01-02 06:00:00+01:00,361.000,2832.000,27.000,214.000,,3478.000,5464.000,440.000,,36026.000,0.000,235.000,7985.000,
2022-01-02 07:00:00+01:00,361.000,2762.000,28.000,214.000,,3478.000,5394.000,415.000,,35977.000,0.000,235.000,8643.000,
2022-01-02 08:00:00+01:00,359.000,2650.000,29.000,214.000,,3085.000,5413.000,471.000,,36817.000,263.000,235.000,8979.000,
2022-01-02 09:00:00+01:00,359.000,2658.000,29.000,215.000,,2362.000,5582.000,631.000,,37924.000,623.000,234.000,9171.000,
2022-01-02 10:00:00+01:00,359.000,2653.000,29.000,214.000,,2039.000,5696.000,912.000,,38592.000,1476.000,238.000,9030.000,
2022-01-02 11:00:00+01:00,360.000,2648.000,28.000,215.000,,1063.000,5834.000,910.000,,39871.000,2163.000,239.000,8919.000,
2022-01-02 12:00:00+01:00,358.000,2637.000,28.000,215.000,,934.000,5845.000,800.000,,40526.000,2516.000,234.000,9289.000,
2022-01-02 13:00:00+01:00,358.000,2617.000,28.000,215.000,,1677.000,5790.000,797.000,,40583.000,2620.000,229.000,9867.000,
2022-01-02 14:00:00+01:00,359.000,2632.000,28.000,215.000,,3213.000,5609.000,798.000,,40364.000,2296.000,227.000,9872.000,
2022-01-02 15:00:00+01:00,361.000,2611.000,28.000,215.000,,2976.000,5446.000,868.000,,40420.000,1472.000,227.000,10222.000,
2022-01-02 16:00:00+01:00,359.000,2586.000,29.000,215.000,,2348.000,5434.000,986.000,,40808.000,562.000,230.000,11028.000,
2022-01-02 17:00:00+01:00,356.000,2611.000,30.000,215.000,,172.000,5616.000,1194.000,,41452.000,246.000,231.000,11762.000,
2022-01-02 18:00:00+01:00,357.000,2581.000,30.000,215.000,958.000,,5903.000,1279.000,,42556.000,0.000,237.000,12092.000,
2022-01-02 19:00:00+01:00,361.000,2614.000,31.000,215.000,970.000,,5953.000,1401.000,,42669.000,0.000,231.000,12157.000,
2022-01-02 20:00:00+01:00,362.000,2640.000,31.000,215.000,,930.000,5690.000,1048.000,,41893.000,0.000,233.000,12192.000,
2022-01-02 21:00:00+01:00,360.000,2597.000,31.000,214.000,,2619.000,5502.000,835.000,,40840.000,0.000,229.000,11882.000,
2022-01-02 22:00:00+01:00,361.000,2633.000,32.000,215.000,,3083.000,5781.000,736.000,,40290.000,0.000,237.000,11353.000,
2022-01-02 23:00:00+01:00,363.000,2644.000,33.000,214.000,,3384.000,5597.000,557.000,,39856.000,0.000,241.000,10914.000,
2022-01-03 00:00:00+01:00,361.000,2630.000,29.000,214.000,,2417.000,5701.000,703.000,,38008.000,0.000,239.000,10385.000,
2022-01-03 01:00:00+01:00,362.000,2655.000,29.000,214.000,,1150.000,5720.000,603.000,,36284.000,0.000,245.000,9951.000,
2022-01-03 02:00:00+01:00,362.000,2668.000,30.000,214.000,,919.000,5593.000,608.000,,35666.000,0.000,246.000,9492.000,
2022-01-03 03:00:00+01:00,361.000,2655.000,31.000,214.000,,1397.000,5399.000,454.000,,35253.000,0.000,246.000,9085.000,
2022-01-03 04:00:00+01:00,360.000,2644.000,31.000,214.000,,2186.000,5269.000,415.000,,35118.000,0.000,238.000,8979.000,
2022-01-03 05:00:00+01:00,358.000,2720.000,31.000,215.000,,1394.000,5320.000,418.000,,35738.000,0.000,224.000,8833.000,
2022-01-03 06:00:00+01:00,363.000,2868.000,30.000,214.000,195.000,,5570.000,610.000,,37740.000,0.000,218.000,8659.000,
2022-01-03 07:00:00+01:00,362.000,3180.000,29.000,215.000,1153.000,,5582.000,1038.000,,42141.000,0.000,213.000,8428.000,
2022-01-03 08:00:00+01:00,361.000,3476.000,32.000,215.000,1745.000,,5793.000,1492.000,,43545.000,267.000,208.000,8339.000,
2022-01-03 09:00:00+01:00,361.000,3577.000,41.000,215.000,1413.000,,6090.000,1610.000,,43676.000,716.000,213.000,8333.000,
2022-01-03 10:00:00+01:00,359.000,3510.000,57.000,214.000,919.000,,5846.000,1454.000,,43697.000,1661.000,211.000,8445.000,
2022-01-03 11:00:00+01:00,361.000,3508.000,66.000,215.000,736.000,,5834.000,1248.000,,43966.000,2471.000,209.000,8855.000,
2022-01-03 12:00:00+01:00,361.000,3471.000,67.000,215.000,1158.000,,5894.000,1198.000,,44405.000,2912.000,213.000,8946.000,
2022-01-03 13:00:00+01:00,361.000,3452.000,66.000,215.000,1470.000,,5857.000,1145.000,,44358.000,2982.000,222.000,9041.000,
2022-01-03 14:00:00+01:00,359.000,3491.000,66.000,215.000,1242.000,,5666.000,1024.000,,44495.000,2525.000,220.000,9109.000,
2022-01-03 15:00:00+01:00,360.000,3628.000,60.000,215.000,1130.000,,5608.000,1049.000,,44556.000,1585.000,225.000,8743.000,
2022-01-03 16:00:00+01:00,363.000,3651.000,45.000,215.000,1491.000,,5673.000,1164.000,,44539.000,608.000,222.000,8140.000,
2022-01-03 17:00:00+01:00,363.000,3788.000,45.000,215.000,1738.000,,6068.000,1545.000,,44636.000,242.000,228.000,7959.000,
2022-01-03 18:00:00+01:00,363.000,3883.000,65.000,215.000,2293.000,,6506.000,2448.000,,44714.000,0.000,220.000,7208.000,
2022-01-03 19:00:00+01:00,363.000,3973.000,45.000,215.000,3252.000,,6636.000,2480.000,,44785.000,0.000,219.000,6614.000,
2022-01-03 20:00:00+01:00,362.000,3570.000,44.000,215.000,2900.000,,6166.000,1448.000,,44672.000,0.000,204.000,6943.000,
2022-01-03 21:00:00+01:00,358.000,3313.000,42.000,214.000,1760.000,,5716.000,1061.000,,44379.000,0.000,202.000,7043.000,
2022-01-03 22:00:00+01:00,360.000,3217.000,52.000,215.000,596.000,,5683.000,1070.000,,44024.000,0.000,201.000,7118.000,
2022-01-03 23:00:00+01:00,362.000,3195.000,48.000,215.000,,287.000,5701.000,985.000,,43989.000,0.000,201.000,7184.000,
2022-01-04 00:00:00+01:00,359.000,2701.000,47.000,214.000,,1570.000,5615.000,874.000,,43514.000,0.000,202.000,7256.000,
2022-01-04 01:00:00+01:00,358.000,2569.000,43.000,215.000,,2862.000,5546.000,1210.000,,42931.000,0.000,203.000,7316.000,
2022-01-04 02:00:00+01:00,358.000,2568.000,44.000,215.000,,3214.000,5486.000,1211.000,,42980.000,0.000,201.000,7261.000,
2022-01-04 03:00:00+01:00,359.000,2561.000,44.000,215.000,,3285.000,5409.000,1075.000,,42799.000,0.000,202.000,7031.000,
2022-01-04 04:00:00+01:00,358.000,2680.000,48.000,215.000,,2979.000,5273.000,793.000,,43562.000,0.000,204.000,6886.000,
2022-01-04 05:00:00+01:00,357.000,3034.000,50.000,215.000,,2627.000,5275.000,906.000,,44147.000,0.000,204.000,6689.000,
2022-01-04 06:00:00+01:00,356.000,4156.000,58.000,215.000,,523.000,5565.000,1172.000,,44308.000,0.000,201.000,6578.000,
2022-01-04 07:00:00+01:00,357.000,5421.000,45.000,215.000,1640.000,,5945.000,1430.000,,44601.000,0.000,202.000,6267.000,
2022-01-04 08:00:00+01:00,355.000,6719.000,47.000,215.000,2925.000,,5991.000,1786.000,,44923.000,258.000,200.000,6055.000,
2022-01-04 09:00:00+01:00,353.000,6951.000,46.000,215.000,2829.000,,6310.000,2139.000,,45184.000,565.000,200.000,5782.000,
2022-01-04 10:00:00+01:00,352.000,7051.000,46.000,215.000,3073.000,,6411.000,2567.000,,45566.000,1221.000,194.000,5196.000,
2022-01-04 11:00:00+01:00,344.000,7037.000,45.000,214.000,2835.000,,6390.000,1921.000,,46031.000,1574.000,192.000,4719.000,
2022-01-04 12:00:00+01:00,349.000,6936.000,44.000,214.000,2259.000,,6217.000,2056.000,,46100.000,1762.000,195.000,4563.000,
2022-01-04 13:00:00+01:00,357.000,6450.000,53.000,215.000,1705.000,,6128.000,2092.000,,46082.000,1829.000,194.000,4507.000,
2022-01-04 14:00:00+01:00,353.000,6317.000,43.000,214.000,908.000,,5902.000,1530.000,,45955.000,1551.000,194.000,4744.000,
2022-01-04 15:00:00+01:00,342.000,6553.000,52.000,215.000,556.000,,5787.000,1256.000,,45920.000,979.000,195.000,4991.000,
2022-01-04 16:00:00+01:00,339.000,5983.000,73.000,215.000,442.000,,5798.000,1262.000,,45787.000,413.000,196.000,5454.000,
2022-01-04 17:00:00+01:00,326.000,6454.000,241.000,215.000,723.000,,6157.000,1518.000,,45751.000,204.000,198.000,5836.000,
2022-01-04 18:00:00+01:00,330.000,6606.000,312.000,215.000,1218.000,,6456.000,1674.000,,45719.000,0.000,197.000,6863.000,
2022-01-04 19:00:00+01:00,334.000,5804.000,430.000,215.000,1316.000,,6332.000,1403.000,,45517.000,0.000,197.000,7921.000,
2022-01-04 20:00:00+01:00,337.000,4897.000,580.000,215.000,210.000,,5755.000,1049.000,,45014.000,0.000,198.000,8442.000,
2022-01-04 21:00:00+01:00,337.000,3497.000,616.000,214.000,,1345.000,5633.000,821.000,,44730.000,0.000,191.000,8446.000,
2022-01-04 22:00:00+01:00,336.000,2953.000,611.000,214.000,,2549.000,5523.000,739.000,,44581.000,0.000,195.000,8810.000,
2022-01-04 23:00:00+01:00,338.000,2609.000,596.000,214.000,,2908.000,5507.000,720.000,,44512.000,0.000,193.000,8594.000,
2022-01-05 00:00:00+01:00,339.000,2549.000,452.000,214.000,,3229.000,5800.000,791.000,,44236.000,0.000,194.000,8247.000,
2022-01-05 01:00:00+01:00,340.000,2536.000,409.000,214.000,,3164.000,5766.000,559.000,,44361.000,0.000,195.000,7699.000,
2022-01-05 02:00:00+01:00,341.000,2543.000,405.000,214.000,,2671.000,5734.000,735.000,,44355.000,0.000,194.000,7110.000,
2022-01-05 03:00:00+01:00,344.000,2544.000,403.000,215.000,,3286.000,5685.000,490.000,,44552.000,0.000,198.000,6979.000,
2022-01-05 04:00:00+01:00,343.000,2549.000,383.000,215.000,,3436.000,5589.000,352.000,,44219.000,0.000,202.000,6953.000,
2022-01-05 05:00:00+01:00,340.000,2618.000,400.000,214.000,,2801.000,5543.000,533.000,,44478.000,0.000,201.000,6442.000,
2022-01-05 06:00:00+01:00,340.000,3039.000,530.000,214.000,,1679.000,5618.000,1225.000,,44596.000,0.000,201.000,6359.000,
2022-01-05 07:00:00+01:00,342.000,3904.000,634.000,214.000,43.000,,5905.000,1588.000,,45250.000,0.000,202.000,6259.000,
2022-01-05 08:00:00+01:00,342.000,5170.000,658.000,214.000,1248.000,,6172.000,2012.000,,45751.000,242.000,206.000,5871.000,
2022-01-05 09:00:00+01:00,341.000,5236.000,666.000,255.000,1469.000,,6262.000,1938.000,,45891.000,883.000,200.000,5555.000,
2022-01-05 10:00:00+01:00,340.000,5162.000,640.000,621.000,1172.000,,6228.000,1914.000,,45968.000,2353.000,200.000,5009.000,
2022-01-05 11:00:00+01:00,343.000,5383.000,638.000,630.000,1192.000,,6233.000,2109.000,,45956.000,3542.000,200.000,4665.000,
2022-01-05 12:00:00+01:00,343.000,5381.000,598.000,514.000,1119.000,,6480.000,1931.000,,45946.000,4203.000,204.000,4875.000,
2022-01-05 13:00:00+01:00,342.000,5418.000,604.000,335.000,610.000,,6481.000,1766.000,,46109.000,4165.000,204.000,5034.000,
2022-01-05 14:00:00+01:00,347.000,5580.000,613.000,215.000,208.000,,6161.000,1399.000,,46067.000,3550.000,203.000,4828.000,
2022-01-05 15:00:00+01:00,342.000,6110.000,624.000,215.000,491.000,,6077.000,1353.000,,46099.000,2157.000,202.000,4515.000,
2022-01-05 16:00:00+01:00,341.000,6381.000,622.000,215.000,811.000,,6205.000,1585.000,,46172.000,795.000,201.000,3882.000,
2022-01-05 17:00:00+01:00,341.000,6856.000,628.000,215.000,1441.000,,6564.000,2094.000,,46518.000,218.000,201.000,3446.000,
2022-01-05 18:00:00+01:00,343.000,7073.000,640.000,220.000,2001.000,,6822.000,3107.000,,46663.000,0.000,201.000,3520.000,
2022-01-05 19:00:00+01:00,344.000,7023.000,657.000,297.000,2079.000,,6897.000,3219.000,,46655.000,0.000,201.000,3676.000,
2022-01-05 20:00:00+01:00,341.000,6873.000,640.000,218.000,1738.000,,6544.000,2376.000,,46650.000,0.000,202.000,3777.000,
2022-01-05 21:00:00+01:00,342.000,6596.000,627.000,214.000,1004.000,,6201.000,1661.000,,46676.000,0.000,201.000,3842.000,
2022-01-05 22:00:00+01:00,343.000,6423.000,614.000,214.000,603.000,,6039.000,1169.000,,46685.000,0.000,207.000,3917.000,
2022-01-05 23:00:00+01:00,342.000,6078.000,613.000,214.000,348.000,,6019.000,962.000,,46758.000,0.000,214.000,3831.000,
2022-01-06 00:00:00+01:00,343.000,4782.000,616.000,214.000,124.000,,5998.000,774.000,,46357.000,0.000,219.000,3565.000,
2022-01-06 01:00:00+01:00,341.000,3816.000,581.000,215.000,,1379.000,5913.000,607.000,,45966.000,0.000,224.000,3362.000,
2022-01-06 02:00:00+01:00,343.000,3673.000,719.000,214.000,,2700.000,5808.000,405.000,,45960.000,0.000,225.000,3107.000,
2022-01-06 03:00:00+01:00,344.000,3818.000,919.000,214.000,,3214.000,5785.000,379.000,,46044.000,0.000,224.000,2730.000,
2022-01-06 04:00:00+01:00,343.000,3780.000,1056.000,214.000,,3518.000,5723.000,285.000,,46426.000,0.000,226.000,2514.000,
2022-01-06 05:00:00+01:00,341.000,3778.000,1192.000,214.000,,2843.000,5579.000,507.000,,46810.000,0.000,226.000,2213.000,
2022-01-06 06:00:00+01:00,341.000,5027.000,1236.000,214.000,27.000,,5890.000,999.000,,46881.000,0.000,224.000,1998.000,
2022-01-06 07:00:00+01:00,339.000,6315.000,1238.000,222.000,1423.000,,6134.000,1644.000,,46899.000,0.000,225.000,1902.000,
2022-01-06 08:00:00+01:00,331.000,6942.000,1249.000,298.000,1870.000,,6408.000,2486.000,,47091.000,246.000,213.000,1903.000,
2022-01-06 09:00:00+01:00,334.000,7040.000,1252.000,326.000,2051.000,,6435.000,2544.000,,47196.000,1032.000,222.000,1965.000,
2022-01-06 10:00:00+01:00,334.000,6939.000,1236.000,511.000,804.000,,6311.000,1794.000,,47291.000,2782.000,238.000,2017.000,
2022-01-06 11:00:00+01:00,335.000,6354.000,1217.000,512.000,328.000,,6225.000,1452.000,,47641.000,4199.000,232.000,2092.000,
2022-01-06 12:00:00+01:00,331.000,5662.000,1237.000,272.000,592.000,,6364.000,1753.000,,47914.000,4960.000,232.000,2125.000,
2022-01-06 13:00:00+01:00,328.000,5928.000,1147.000,214.000,502.000,,6360.000,1613.000,,47913.000,4894.000,228.000,2375.000,
2022-01-06 14:00:00+01:00,333.000,6109.000,747.000,215.000,414.000,,6162.000,1346.000,,47903.000,4051.000,230.000,2682.000,
2022-01-06 15:00:00+01:00,333.000,6524.000,756.000,215.000,507.000,,6184.000,1383.000,,47901.000,2593.000,237.000,2927.000,
2022-01-06 16:00:00+01:00,333.000,6646.000,754.000,214.000,813.000,,6362.000,1736.000,,47915.000,900.000,238.000,3087.000,
2022-01-06 17:00:00+01:00,334.000,7099.000,973.000,241.000,1625.000,,6568.000,1905.000,,47950.000,219.000,238.000,3634.000,
2022-01-06 18:00:00+01:00,335.000,7182.000,1246.000,508.000,1827.000,,6720.000,2202.000,,48007.000,0.000,234.000,4696.000,
2022-01-06 19:00:00+01:00,335.000,7264.000,1172.000,304.000,2207.000,,6782.000,2126.000,,48064.000,0.000,233.000,5745.000,
2022-01-06 20:00:00+01:00,336.000,7126.000,1132.000,218.000,981.000,,6440.000,1535.000,,48100.000,0.000,232.000,6322.000,
2022-01-06 21:00:00+01:00,337.000,6650.000,1179.000,214.000,289.000,,6202.000,1138.000,,48092.000,0.000,232.000,6844.000,
2022-01-06 22:00:00+01:00,337.000,5766.000,1194.000,214.000,332.000,,6027.000,1041.000,,48025.000,0.000,235.000,7374.000,
2022-01-06 23:00:00+01:00,337.000,5412.000,1165.000,214.000,,506.000,5697.000,826.000,,47716.000,0.000,225.000,7989.000,
2022-01-07 00:00:00+01:00,335.000,4604.000,1184.000,213.000,,836.000,5629.000,588.000,,47787.000,0.000,227.000,8382.000,
2022-01-07 01:00:00+01:00,337.000,3831.000,1192.000,213.000,,1261.000,5648.000,427.000,,47626.000,0.000,235.000,8582.000,
2022-01-07 02:00:00+01:00,335.000,3538.000,970.000,211.000,,1446.000,5643.000,499.000,,47230.000,0.000,231.000,8616.000,
2022-01-07 03:00:00+01:00,337.000,3587.000,727.000,210.000,,3016.000,5614.000,218.000,,47466.000,0.000,237.000,8718.000,
2022-01-07 04:00:00+01:00,335.000,3642.000,731.000,210.000,,3572.000,5571.000,228.000,,48005.000,0.000,240.000,8645.000,
2022-01-07 05:00:00+01:00,336.000,3795.000,972.000,210.000,,2560.000,5565.000,366.000,,48067.000,0.000,237.000,8550.000,
2022-01-07 06:00:00+01:00,334.000,4647.000,1190.000,213.000,,408.000,5667.000,869.000,,47835.000,0.000,235.000,8219.000,
2022-01-07 07:00:00+01:00,336.000,5718.000,1134.000,213.000,734.000,,5897.000,1830.000,,47856.000,0.000,237.000,8262.000,
2022-01-07 08:00:00+01:00,358.000,6705.000,1129.000,213.000,1498.000,,6237.000,2832.000,,48105.000,254.000,236.000,8234.000,
2022-01-07 09:00:00+01:00,355.000,6744.000,1221.000,213.000,1798.000,,6336.000,2289.000,,48331.000,800.000,235.000,8268.000,
2022-01-07 10:00:00+01:00,360.000,6787.000,1227.000,213.000,1344.000,,6249.000,2438.000,,48321.000,1965.000,234.000,8226.000,
2022-01-07 11:00:00+01:00,350.000,6049.000,1246.000,214.000,1120.000,,6245.000,2424.000,,48317.000,2981.000,233.000,8166.000,
2022-01-07 12:00:00+01:00,343.000,6270.000,1246.000,214.000,597.000,,6289.000,1976.000,,48302.000,3388.000,233.000,8262.000,
2022-01-07 13:00:00+01:00,330.000,6071.000,1134.000,214.000,425.000,,6175.000,1381.000,,48288.000,3397.000,237.000,9206.000,
2022-01-07 14:00:00+01:00,345.000,6051.000,760.000,214.000,240.000,,5910.000,926.000,,47957.000,2967.000,232.000,9735.000,
2022-01-07 15:00:00+01:00,340.000,6241.000,729.000,214.000,759.000,,5939.000,1872.000,,46846.000,1861.000,231.000,9296.000,
2022-01-07 16:00:00+01:00,351.000,6385.000,862.000,214.000,1217.000,,6273.000,2238.000,,46877.000,733.000,237.000,8819.000,
2022-01-07 17:00:00+01:00,354.000,6603.000,1235.000,214.000,2333.000,,6491.000,2745.000,,46844.000,225.000,238.000,8990.000,
2022-01-07 18:00:00+01:00,352.000,6620.000,1249.000,214.000,3473.000,,6843.000,3709.000,,45878.000,0.000,237.000,9033.000,
2022-01-07 19:00:00+01:00,357.000,6576.000,1244.000,214.000,3554.000,,6771.000,3693.000,,45590.000,0.000,234.000,8521.000,
2022-01-07 20:00:00+01:00,357.000,6474.000,1247.000,214.000,2293.000,,6502.000,3244.000,,45548.000,0.000,238.000,8526.000,
2022-01-07 21:00:00+01:00,356.000,6169.000,1209.000,213.000,1128.000,,6088.000,2720.000,,45502.000,0.000,236.000,8442.000,
2022-01-07 22:00:00+01:00,358.000,5935.000,1140.000,213.000,1241.000,,6095.000,2806.000,,45386.000,0.000,236.000,8635.000,
2022-01-07 23:00:00+01:00,359.000,5349.000,1151.000,213.000,539.000,,6030.000,2326.000,,45301.000,0.000,237.000,8806.000,
2022-01-08 00:00:00+01:00,357.000,4963.000,1127.000,212.000,98.000,,5859.000,1444.000,,45243.000,0.000,240.000,8984.000,
2022-01-08 01:00:00+01:00,357.000,3983.000,1148.000,212.000,,1039.000,5618.000,970.000,,44896.000,0.000,242.000,8850.000,
2022-01-08 02:00:00+01:00,358.000,3608.000,1185.000,213.000,,1937.000,5585.000,1102.000,,44946.000,0.000,241.000,7582.000,
2022-01-08 03:00:00+01:00,359.000,3507.000,1088.000,213.000,,2513.000,5458.000,1036.000,,44977.000,0.000,240.000,6094.000,
2022-01-08 04:00:00+01:00,358.000,3529.000,750.000,213.000,,2306.000,5396.000,741.000,,45244.000,0.000,242.000,5314.000,
2022-01-08 05:00:00+01:00,359.000,3423.000,993.000,212.000,,2322.000,5459.000,1209.000,,44951.000,0.000,240.000,4967.000,
2022-01-08 06:00:00+01:00,361.000,3235.000,1098.000,212.000,,2304.000,5642.000,1021.000,,45265.000,0.000,240.000,5179.000,
2022-01-08 07:00:00+01:00,360.000,3451.000,1116.000,213.000,,2350.000,5692.000,822.000,,45195.000,0.000,240.000,5829.000,
2022-01-08 08:00:00+01:00,359.000,3602.000,1151.000,213.000,,1737.000,5755.000,766.000,,45242.000,249.000,236.000,6606.000,
2022-01-08 09:00:00+01:00,361.000,3613.000,821.000,213.000,,378.000,5895.000,838.000,,45412.000,719.000,238.000,7612.000,
2022-01-08 10:00:00+01:00,357.000,3616.000,734.000,213.000,336.000,,5949.000,911.000,,45359.000,1641.000,236.000,8460.000,
2022-01-08 11:00:00+01:00,358.000,3552.000,719.000,213.000,258.000,,5813.000,1096.000,,45350.000,2285.000,247.000,9817.000,
2022-01-08 12:00:00+01:00,357.000,3599.000,767.000,212.000,285.000,,5725.000,1581.000,,45275.000,2717.000,246.000,11374.000,
2022-01-08 13:00:00+01:00,355.000,3609.000,1079.000,213.000,,238.000,5623.000,1140.000,,45181.000,2639.000,239.000,12482.000,
2022-01-08 14:00:00+01:00,356.000,3577.000,1141.000,213.000,,1793.000,5466.000,665.000,,45311.000,1993.000,236.000,12911.000,
2022-01-08 15:00:00+01:00,355.000,3639.000,1174.000,212.000,,2439.000,5440.000,624.000,,45279.000,1172.000,239.000,13083.000,
2022-01-08 16:00:00+01:00,356.000,3684.000,1171.000,212.000,,2160.000,5558.000,867.000,,45514.000,504.000,239.000,13291.000,
2022-01-08 17:00:00+01:00,357.000,3772.000,1178.000,213.000,,864.000,6079.000,764.000,,46004.000,214.000,235.000,13318.000,
2022-01-08 18:00:00+01:00,354.000,3724.000,1163.000,213.000,566.000,,6227.000,1378.000,,46680.000,0.000,235.000,13373.000,
2022-01-08 19:00:00+01:00,354.000,3754.000,1172.000,213.000,884.000,,5990.000,1320.000,,46781.000,0.000,238.000,13257.000,
2022-01-08 20:00:00+01:00,353.000,3659.000,1138.000,213.000,,654.000,5552.000,909.000,,46634.000,0.000,239.000,13508.000,
2022-01-08 21:00:00+01:00,351.000,3039.000,1166.000,212.000,,1998.000,5392.000,987.000,,46435.000,0.000,234.000,13436.000,
2022-01-08 22:00:00+01:00,351.000,2823.000,1144.000,213.000,,1725.000,5436.000,1508.000,,46213.000,0.000,237.000,13172.000,
2022-01-08 23:00:00+01:00,353.000,2791.000,1140.000,213.000,,1893.000,5330.000,556.000,,45650.000,0.000,237.000,13035.000,
2022-01-09 00:00:00+01:00,354.000,2834.000,964.000,202.000,,2288.000,5264.000,597.000,,44879.000,0.000,237.000,13057.000,
2022-01-09 01:00:00+01:00,355.000,2833.000,692.000,203.000,,3134.000,5135.000,542.000,,43971.000,0.000,242.000,12939.000,
2022-01-09 02:00:00+01:00,354.000,2812.000,681.000,202.000,,3270.000,5115.000,411.000,,43503.000,0.000,243.000,12505.000,
2022-01-09 03:00:00+01:00,353.000,2824.000,676.000,203.000,,3468.000,5142.000,506.000,,42719.000,0.000,241.000,11962.000,
