,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore,Fossil Hard coal
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,
2022-02-26 12:00:00+01:00,497.000,4763.000,1093.000,252.000,,2181.000,4515.000,350.000,,42521.000,8028.000,237.000,4388.000,
2022-02-26 13:00:00+01:00,500.000,4222.000,802.000,254.000,,3034.000,4418.000,361.000,,42077.000,7999.000,239.000,4807.000,
2022-02-26 14:00:00+01:00,499.000,4031.000,710.000,256.000,,3214.000,4200.000,296.000,,42084.000,7420.000,240.000,5281.000,
2022-02-26 15:00:00+01:00,498.000,4070.000,966.000,255.000,,2812.000,4150.000,427.000,,41414.000,6122.000,242.000,5734.000,
2022-02-26 16:00:00+01:00,500.000,4514.000,816.000,255.000,,953.000,4328.000,665.000,,41316.000,4059.000,241.000,5903.000,
2022-02-26 17:00:00+01:00,504.000,6107.000,777.000,255.000,991.000,,4840.000,908.000,,41387.000,1621.000,241.000,5723.000,
2022-02-26 18:00:00+01:00,504.000,7122.000,1170.000,256.000,2044.000,,5919.000,2017.000,,42424.000,262.000,241.000,5820.000,
2022-02-26 19:00:00+01:00,504.000,7152.000,1221.000,252.000,2400.000,,6166.000,2456.000,,42890.000,0.000,239.000,6966.000,
2022-02-26 20:00:00+01:00,506.000,6573.000,1097.000,252.000,1559.000,,5625.000,1232.000,,42938.000,0.000,240.000,7888.000,
2022-02-26 21:00:00+01:00,506.000,6101.000,1128.000,252.000,910.000,,4888.000,426.000,,42937.000,0.000,237.000,8364.000,
2022-02-26 22:00:00+01:00,506.000,6051.000,1128.000,252.000,530.000,,4668.000,467.000,,42861.000,0.000,235.000,8548.000,
2022-02-26 23:00:00+01:00,510.000,5050.000,1117.000,253.000,26.000,,4340.000,349.000,,42827.000,0.000,235.000,8887.000,
2022-02-27 00:00:00+01:00,374.000,4078.000,1010.000,253.000,,28.000,4048.000,117.000,,42268.000,0.000,236.000,9192.000,
2022-02-27 01:00:00+01:00,373.000,3283.000,690.000,253.000,,223.000,3951.000,24.000,,41862.000,0.000,238.000,9255.000,
2022-02-27 02:00:00+01:00,370.000,3277.000,711.000,254.000,,315.000,3909.000,642.000,,41657.000,0.000,238.000,9164.000,
2022-02-27 03:00:00+01:00,368.000,3291.000,717.000,253.000,,2140.000,3765.000,222.000,,41175.000,0.000,235.000,8826.000,
2022-02-27 04:00:00+01:00,368.000,3112.000,745.000,252.000,,2733.000,3569.000,116.000,,41290.000,0.000,234.000,8181.000,
2022-02-27 05:00:00+01:00,364.000,3082.000,869.000,252.000,,2636.000,3521.000,80.000,,41288.000,0.000,234.000,7803.000,
2022-02-27 06:00:00+01:00,368.000,3091.000,963.000,252.000,,2437.000,3602.000,87.000,,41392.000,0.000,234.000,7570.000,
2022-02-27 07:00:00+01:00,368.000,3102.000,945.000,252.000,,273.000,3785.000,287.000,,41303.000,263.000,230.000,7421.000,
2022-02-27 08:00:00+01:00,370.000,3090.000,932.000,252.000,302.000,,3947.000,138.000,,41239.000,1296.000,231.000,6853.000,
2022-02-27 09:00:00+01:00,366.000,3281.000,952.000,252.000,,273.000,4012.000,230.000,,41108.000,3398.000,229.000,5836.000,
2022-02-27 10:00:00+01:00,365.000,3295.000,1110.000,252.000,,1752.000,3964.000,213.000,,40791.000,5187.000,229.000,5693.000,
2022-02-27 11:00:00+01:00,363.000,3268.000,1075.000,252.000,,2134.000,3837.000,47.000,,40060.000,6395.000,230.000,5698.000,
2022-02-27 12:00:00+01:00,362.000,3253.000,755.000,252.000,,2253.000,3587.000,197.000,,39934.000,6921.000,232.000,5108.000,
2022-02-27 13:00:00+01:00,362.000,3032.000,714.000,252.000,,2102.000,3182.000,702.000,,39798.000,6715.000,232.000,4465.000,
2022-02-27 14:00:00+01:00,362.000,2991.000,708.000,252.000,,3598.000,3174.000,355.000,,38535.000,6190.000,235.000,4173.000,
2022-02-27 15:00:00+01:00,364.000,2996.000,678.000,253.000,,3266.000,3149.000,175.000,,38040.000,5188.000,237.000,4200.000,
2022-02-27 16:00:00+01:00,361.000,3225.000,688.000,253.000,,2226.000,3272.000,148.000,,38445.000,3303.000,237.000,4099.000,
2022-02-27 17:00:00+01:00,361.000,4230.000,788.000,252.000,137.000,,3643.000,554.000,,40183.000,1279.000,236.000,3815.000,
2022-02-27 18:00:00+01:00,361.000,5121.000,1180.000,252.000,1684.000,,4491.000,1701.000,,41305.000,246.000,236.000,3832.000,
2022-02-27 19:00:00+01:00,362.000,5174.000,1220.000,256.000,2015.000,,5051.000,2832.000,,41921.000,0.000,234.000,4636.000,
2022-02-27 20:00:00+01:00,362.000,5146.000,1188.000,255.000,1816.000,,4968.000,1523.000,,41968.000,0.000,229.000,5396.000,
2022-02-27 21:00:00+01:00,363.000,4582.000,951.000,255.000,876.000,,4719.000,503.000,,41771.000,0.000,228.000,5774.000,
2022-02-27 22:00:00+01:00,361.000,5025.000,821.000,256.000,405.000,,4446.000,228.000,,41711.000,0.000,224.000,6115.000,
2022-02-27 23:00:00+01:00,358.000,4878.000,1087.000,255.000,51.000,,4000.000,125.000,,41638.000,0.000,229.000,6143.000,
2022-02-28 00:00:00+01:00,354.000,4174.000,1140.000,256.000,,308.000,3653.000,318.000,,41431.000,0.000,235.000,5963.000,
2022-02-28 01:00:00+01:00,359.000,3762.000,1123.000,256.000,,1380.000,3310.000,345.000,,41367.000,0.000,232.000,5768.000,
2022-02-28 02:00:00+01:00,362.000,3763.000,1026.000,256.000,,1698.000,3056.000,312.000,,41164.000,0.000,235.000,5293.000,
2022-02-28 03:00:00+01:00,362.000,3772.000,726.000,256.000,,2406.000,2978.000,464.000,,41478.000,0.000,235.000,4983.000,
2022-02-28 04:00:00+01:00,359.000,4288.000,863.000,256.000,,2558.000,2985.000,9.000,,41590.000,0.000,233.000,4730.000,
2022-02-28 05:00:00+01:00,360.000,5818.000,1023.000,256.000,,535.000,3241.000,324.000,,41454.000,0.000,231.000,4378.000,
2022-02-28 06:00:00+01:00,360.000,7655.000,1332.000,255.000,1780.000,,4082.000,1773.000,,42126.000,0.000,226.000,3841.000,
2022-02-28 07:00:00+01:00,359.000,8594.000,1773.000,255.000,2958.000,,4987.000,3072.000,,42402.000,271.000,226.000,3627.000,
2022-02-28 08:00:00+01:00,359.000,8620.000,1711.000,255.000,2964.000,,5423.000,2821.000,,42531.000,1364.000,227.000,3343.000,
2022-02-28 09:00:00+01:00,358.000,8668.000,1685.000,255.000,2003.000,,5799.000,1854.000,,42541.000,3656.000,225.000,2590.000,
2022-02-28 10:00:00+01:00,359.000,7919.000,1691.000,255.000,975.000,,5192.000,1114.000,,42507.000,5696.000,226.000,1890.000,
2022-02-28 11:00:00+01:00,359.000,6819.000,1673.000,255.000,,50.000,4580.000,609.000,,42475.000,6955.000,229.000,1542.000,
2022-02-28 12:00:00+01:00,358.000,6383.000,1590.000,256.000,,118.000,4356.000,741.000,,42460.000,7529.000,230.000,1369.000,
2022-02-28 13:00:00+01:00,347.000,6194.000,1265.000,256.000,,575.000,4167.000,922.000,,42415.000,7529.000,231.000,1458.000,
2022-02-28 14:00:00+01:00,358.000,6095.000,1504.000,256.000,,1402.000,3897.000,607.000,,42348.000,6902.000,233.000,1602.000,
2022-02-28 15:00:00+01:00,363.000,6091.000,1664.000,256.000,,1023.000,4067.000,536.000,,42287.000,5804.000,234.000,1674.000,
2022-02-28 16:00:00+01:00,359.000,6439.000,1651.000,255.000,,264.000,4382.000,1189.000,,42217.000,3899.000,237.000,1675.000,
2022-02-28 17:00:00+01:00,361.000,8251.000,1667.000,256.000,1223.000,,5284.000,1926.000,,42083.000,1572.000,238.000,1673.000,
2022-02-28 18:00:00+01:00,349.000,8865.000,1725.000,256.000,2605.000,,5997.000,3283.000,,42086.000,262.000,235.000,1961.000,
2022-02-28 19:00:00+01:00,360.000,9130.000,1758.000,256.000,3452.000,,6315.000,4298.000,,42282.000,0.000,236.000,2580.000,
2022-02-28 20:00:00+01:00,360.000,9140.000,1789.000,256.000,2468.000,,6141.000,2676.000,,42476.000,0.000,236.000,3154.000,
2022-02-28 21:00:00+01:00,362.000,8854.000,1733.000,255.000,1475.000,,5823.000,1801.000,,42572.000,0.000,235.000,3338.000,
2022-02-28 22:00:00+01:00,362.000,8636.000,1617.000,255.000,1201.000,,5327.000,1338.000,,42680.000,0.000,236.000,3314.000,
2022-02-28 23:00:00+01:00,363.000,8555.000,1595.000,255.000,644.000,,5060.000,1404.000,,42756.000,0.000,237.000,3159.000,
2022-03-01 00:00:00+01:00,354.000,7950.000,1441.000,203.000,40.000,,4369.000,581.000,,42838.000,0.000,244.000,3057.000,
2022-03-01 01:00:00+01:00,356.000,7180.000,1189.000,186.000,0.000,,3956.000,342.000,,42712.000,0.000,247.000,2949.000,
2022-03-01 02:00:00+01:00,355.000,7318.000,699.000,187.000,211.000,,3657.000,459.000,,42713.000,0.000,246.000,2862.000,
2022-03-01 03:00:00+01:00,353.000,7349.000,634.000,187.000,,396.000,3528.000,296.000,,42782.000,0.000,249.000,2571.000,
2022-03-01 04:00:00+01:00,354.000,7187.000,649.000,187.000,,436.000,3514.000,90.000,,42911.000,0.000,249.000,2366.000,
2022-03-01 05:00:00+01:00,353.000,7470.000,648.000,187.000,,27.000,3633.000,341.000,,42908.000,0.000,246.000,2227.000,
2022-03-01 06:00:00+01:00,351.000,8215.000,612.000,187.000,541.000,,4639.000,1382.000,,42902.000,0.000,242.000,2095.000,
2022-03-01 07:00:00+01:00,351.000,8947.000,575.000,187.000,1490.000,,5694.000,3347.000,,42845.000,276.000,244.000,1859.000,
2022-03-01 08:00:00+01:00,351.000,8941.000,608.000,218.000,1703.000,,5848.000,3393.000,,43010.000,1255.000,242.000,1815.000,
2022-03-01 09:00:00+01:00,351.000,8782.000,612.000,263.000,1169.000,,5923.000,2891.000,,43048.000,3114.000,234.000,1588.000,
2022-03-01 10:00:00+01:00,351.000,8598.000,616.000,264.000,532.000,,5596.000,1885.000,,43035.000,4584.000,236.000,1292.000,
2022-03-01 11:00:00+01:00,354.000,8280.000,618.000,264.000,6.000,,5133.000,1492.000,,42990.000,5616.000,241.000,1221.000,
2022-03-01 12:00:00+01:00,352.000,8054.000,532.000,243.000,,19.000,4514.000,818.000,,42980.000,6018.000,241.000,1288.000,
2022-03-01 13:00:00+01:00,350.000,8179.000,603.000,227.000,163.000,,4353.000,949.000,,42941.000,6129.000,239.000,1298.000,
2022-03-01 14:00:00+01:00,351.000,8180.000,620.000,227.000,,812.000,4226.000,816.000,,42902.000,5526.000,241.000,1282.000,
2022-03-01 15:00:00+01:00,352.000,8414.000,627.000,201.000,,9.000,4531.000,1553.000,,42866.000,4586.000,239.000,1307.000,
2022-03-01 16:00:00+01:00,355.000,8555.000,633.000,188.000,959.000,,5186.000,2846.000,,42848.000,2937.000,243.000,1364.000,
2022-03-01 17:00:00+01:00,357.000,8913.000,631.000,187.000,3383.000,,5778.000,4378.000,,42822.000,1074.000,244.000,1440.000,
2022-03-01 18:00:00+01:00,355.000,8945.000,582.000,269.000,3834.000,,6355.000,4949.000,,42846.000,229.000,244.000,1699.000,
2022-03-01 19:00:00+01:00,357.000,9406.000,623.000,1284.000,3535.000,,6538.000,5042.000,,42870.000,0.000,244.000,2060.000,
2022-03-01 20:00:00+01:00,356.000,9131.000,621.000,774.000,2393.000,,6382.000,4021.000,,42890.000,0.000,245.000,2292.000,
2022-03-01 21:00:00+01:00,355.000,8454.000,510.000,187.000,837.000,,5970.000,2023.000,,42848.000,0.000,244.000,2494.000,
2022-03-01 22:00:00+01:00,354.000,8134.000,506.000,187.000,344.000,,5472.000,1328.000,,42835.000,0.000,244.000,2452.000,
2022-03-01 23:00:00+01:00,352.000,7830.000,623.000,186.000,394.000,,5005.000,959.000,,42800.000,0.000,243.000,2467.000,
2022-03-02 00:00:00+01:00,353.000,7776.000,618.000,195.000,514.000,,4474.000,712.000,,42758.000,0.000,245.000,2598.000,
2022-03-02 01:00:00+01:00,352.000,7741.000,619.000,195.000,221.000,,3999.000,653.000,,42842.000,0.000,247.000,2733.000,
2022-03-02 02:00:00+01:00,352.000,7584.000,622.000,195.000,,193.000,3806.000,477.000,,42858.000,0.000,247.000,2880.000,
2022-03-02 03:00:00+01:00,353.000,7422.000,615.000,195.000,,813.000,3618.000,388.000,,42870.000,0.000,247.000,2854.000,
2022-03-02 04:00:00+01:00,353.000,7009.000,615.000,195.000,,1117.000,3529.000,325.000,,42952.000,0.000,247.000,2869.000,
2022-03-02 05:00:00+01:00,353.000,7378.000,616.000,195.000,,589.000,3859.000,569.000,,42968.000,0.000,248.000,2814.000,
2022-03-02 06:00:00+01:00,353.000,8207.000,615.000,195.000,723.000,,4856.000,1344.000,,42974.000,0.000,244.000,2757.000,
2022-03-02 07:00:00+01:00,352.000,8615.000,618.000,195.000,2035.000,,5565.000,3133.000,,42972.000,238.000,244.000,2801.000,
2022-03-02 08:00:00+01:00,352.000,8626.000,621.000,195.000,2618.000,,5702.000,3929.000,,42961.000,733.000,241.000,2684.000,
2022-03-02 09:00:00+01:00,334.000,8485.000,625.000,195.000,1615.000,,5512.000,2492.000,,42932.000,1594.000,244.000,2256.000,
2022-03-02 10:00:00+01:00,342.000,8093.000,623.000,195.000,1268.000,,5099.000,1953.000,,42913.000,2284.000,243.000,1744.000,
2022-03-02 11:00:00+01:00,352.000,7832.000,622.000,195.000,896.000,,5074.000,1161.000,,42831.000,2869.000,244.000,1384.000,
2022-03-02 12:00:00+01:00,354.000,7316.000,620.000,195.000,460.000,,4683.000,798.000,,42625.000,3287.000,242.000,1280.000,
2022-03-02 13:00:00+01:00,355.000,7135.000,619.000,195.000,436.000,,4447.000,1549.000,,42499.000,3282.000,241.000,1225.000,
2022-03-02 14:00:00+01:00,356.000,7253.000,620.000,195.000,405.000,,4168.000,999.000,,42339.000,2744.000,242.000,1124.000,
2022-03-02 15:00:00+01:00,357.000,7332.000,615.000,195.000,730.000,,4295.000,1512.000,,42355.000,2002.000,241.000,1071.000,
2022-03-02 16:00:00+01:00,354.000,7345.000,607.000,195.000,1031.000,,4948.000,2711.000,,42423.000,1264.000,238.000,1068.000,
2022-03-02 17:00:00+01:00,354.000,7763.000,607.000,195.000,2837.000,,5766.000,4008.000,,42466.000,586.000,245.000,1052.000,
2022-03-02 18:00:00+01:00,354.000,7963.000,592.000,637.000,2796.000,,6335.000,4602.000,,42399.000,222.000,242.000,1140.000,
2022-03-02 19:00:00+01:00,353.000,7909.000,557.000,643.000,3834.000,,6468.000,5390.000,,42394.000,0.000,243.000,1314.000,
2022-03-02 20:00:00+01:00,354.000,7750.000,527.000,503.000,3547.000,,6267.000,4433.000,,42368.000,0.000,245.000,1454.000,
2022-03-02 21:00:00+01:00,352.000,6878.000,529.000,370.000,2240.000,,5778.000,2917.000,,42395.000,0.000,246.000,1684.000,
2022-03-02 22:00:00+01:00,355.000,6369.000,541.000,224.000,1534.000,,5447.000,2176.000,,42428.000,0.000,248.000,1900.000,
2022-03-02 23:00:00+01:00,353.000,6262.000,532.000,195.000,717.000,,4958.000,1835.000,,42422.000,0.000,244.000,1993.000,
2022-03-03 00:00:00+01:00,488.000,5685.000,515.000,196.000,224.000,,4753.000,852.000,,42429.000,0.000,244.000,2039.000,
2022-03-03 01:00:00+01:00,488.000,5584.000,556.000,196.000,145.000,,4573.000,1047.000,,42498.000,0.000,245.000,2075.000,
2022-03-03 02:00:00+01:00,489.000,5804.000,563.000,196.000,155.000,,4265.000,815.000,,42455.000,0.000,247.000,1944.000,
2022-03-03 03:00:00+01:00,491.000,5822.000,574.000,196.000,196.000,,3955.000,558.000,,42083.000,0.000,247.000,1728.000,
2022-03-03 04:00:00+01:00,492.000,5632.000,707.000,196.000,191.000,,3870.000,208.000,,42446.000,0.000,248.000,1608.000,
2022-03-03 05:00:00+01:00,491.000,6667.000,756.000,340.000,350.000,,4216.000,847.000,,42415.000,0.000,248.000,1513.000,
2022-03-03 06:00:00+01:00,490.000,7575.000,824.000,534.000,1064.000,,5167.000,2618.000,,42428.000,0.000,244.000,1432.000,
2022-03-03 07:00:00+01:00,493.000,7864.000,1107.000,537.000,2833.000,,5990.000,4040.000,,42471.000,265.000,245.000,1451.000,
2022-03-03 08:00:00+01:00,495.000,8030.000,1405.000,572.000,3098.000,,6057.000,3765.000,,42558.000,1010.000,246.000,1378.000,
2022-03-03 09:00:00+01:00,495.000,7797.000,1533.000,627.000,1292.000,,5703.000,2275.000,,42543.000,2451.000,242.000,1117.000,
2022-03-03 10:00:00+01:00,496.000,7059.000,1643.000,561.000,172.000,,5363.000,1168.000,,42526.000,3822.000,241.000,1005.000,
2022-03-03 11:00:00+01:00,496.000,6725.000,1606.000,627.000,89.000,,5249.000,985.000,,42410.000,4745.000,238.000,942.000,
2022-03-03 12:00:00+01:00,492.000,6480.000,1569.000,565.000,360.000,,5085.000,1824.000,,42323.000,5348.000,235.000,902.000,
2022-03-03 13:00:00+01:00,494.000,6267.000,1566.000,544.000,328.000,,4668.000,1493.000,,42364.000,5282.000,242.000,863.000,
2022-03-03 14:00:00+01:00,490.000,5950.000,1417.000,529.000,141.000,,4445.000,781.000,,42331.000,4505.000,251.000,804.000,
2022-03-03 15:00:00+01:00,491.000,6841.000,1423.000,525.000,469.000,,4589.000,877.000,,42291.000,3706.000,246.000,816.000,
2022-03-03 16:00:00+01:00,489.000,7428.000,1295.000,561.000,134.000,,5016.000,1759.000,,42307.000,2337.000,246.000,825.000,
2022-03-03 17:00:00+01:00,489.000,8351.000,1319.000,803.000,1859.000,,5720.000,3452.000,,42294.000,917.000,248.000,834.000,
2022-03-03 18:00:00+01:00,488.000,8250.000,1658.000,802.000,2824.000,,6296.000,4207.000,,42252.000,222.000,244.000,927.000,
2022-03-03 19:00:00+01:00,489.000,8472.000,1717.000,575.000,3715.000,,6459.000,4903.000,,42382.000,0.000,244.000,1046.000,
2022-03-03 20:00:00+01:00,489.000,8403.000,1761.000,563.000,2566.000,,6187.000,4009.000,,42616.000,0.000,247.000,1236.000,
2022-03-03 21:00:00+01:00,486.000,7453.000,1755.000,543.000,878.000,,5568.000,1961.000,,42718.000,0.000,251.000,1392.000,
2022-03-03 22:00:00+01:00,489.000,6942.000,1710.000,533.000,295.000,,4988.000,1516.000,,42763.000,0.000,252.000,1394.000,
2022-03-03 23:00:00+01:00,491.000,6375.000,1674.000,566.000,365.000,,4637.000,1285.000,,42724.000,0.000,252.000,1583.000,
2022-03-04 00:00:00+01:00,491.000,4757.000,1387.000,672.000,321.000,,4402.000,741.000,,42711.000,0.000,253.000,1678.000,
2022-03-04 01:00:00+01:00,490.000,4979.000,1288.000,685.000,,149.000,4116.000,728.000,,42735.000,0.000,255.000,1877.000,
2022-03-04 02:00:00+01:00,475.000,5184.000,1419.000,684.000,,493.000,4117.000,530.000,,42729.000,0.000,257.000,2189.000,
2022-03-04 03:00:00+01:00,475.000,5186.000,1455.000,672.000,,1005.000,3834.000,417.000,,42750.000,0.000,259.000,2503.000,
2022-03-04 04:00:00+01:00,476.000,5134.000,1581.000,663.000,,1335.000,3724.000,423.000,,42819.000,0.000,262.000,2893.000,
2022-03-04 05:00:00+01:00,483.000,5566.000,1662.000,661.000,,389.000,4063.000,637.000,,42831.000,0.000,258.000,3022.000,
2022-03-04 06:00:00+01:00,491.000,6749.000,1637.000,716.000,1118.000,,5182.000,1919.000,,42757.000,0.000,256.000,3058.000,
2022-03-04 07:00:00+01:00,490.000,7001.000,1701.000,707.000,1931.000,,5820.000,3286.000,,42748.000,265.000,256.000,3131.000,
2022-03-04 08:00:00+01:00,492.000,7078.000,1729.000,713.000,1959.000,,5754.000,3414.000,,42778.000,938.000,256.000,3039.000,
2022-03-04 09:00:00+01:00,491.000,7008.000,1743.000,710.000,1199.000,,5297.000,2514.000,,42804.000,2159.000,255.000,2622.000,
2022-03-04 10:00:00+01:00,492.000,6609.000,1707.000,699.000,584.000,,4707.000,1136.000,,42780.000,3387.000,242.000,2293.000,
2022-03-04 11:00:00+01:00,496.000,6002.000,1681.000,684.000,,65.000,4459.000,589.000,,42722.000,4194.000,252.000,2417.000,
2022-03-04 12:00:00+01:00,493.000,5881.000,1690.000,695.000,,355.000,4497.000,545.000,,42721.000,4540.000,254.000,2513.000,
2022-03-04 13:00:00+01:00,490.000,5748.000,1581.000,688.000,,808.000,4162.000,369.000,,42684.000,4491.000,255.000,2533.000,
2022-03-04 14:00:00+01:00,489.000,5620.000,1273.000,680.000,,1079.000,3957.000,267.000,,42701.000,4064.000,248.000,2692.000,
2022-03-04 15:00:00+01:00,491.000,5802.000,1540.000,684.000,,1075.000,4115.000,535.000,,42696.000,3250.000,252.000,2857.000,
2022-03-04 16:00:00+01:00,492.000,6068.000,1701.000,685.000,,263.000,4513.000,1097.000,,42702.000,2104.000,250.000,2913.000,
2022-03-04 17:00:00+01:00,494.000,7044.000,1679.000,735.000,859.000,,5206.000,2469.000,,42670.000,882.000,254.000,2904.000,
2022-03-04 18:00:00+01:00,494.000,7586.000,1675.000,739.000,1950.000,,5856.000,3500.000,,42643.000,246.000,250.000,2871.000,
2022-03-04 19:00:00+01:00,495.000,7596.000,1655.000,742.000,2731.000,,6284.000,3881.000,,42643.000,0.000,247.000,3025.000,
2022-03-04 20:00:00+01:00,491.000,7200.000,1698.000,745.000,1893.000,,6073.000,2922.000,,42707.000,0.000,245.000,3239.000,
2022-03-04 21:00:00+01:00,490.000,6288.000,1782.000,746.000,941.000,,5317.000,2346.000,,42816.000,0.000,245.000,3241.000,
2022-03-04 22:00:00+01:00,491.000,5891.000,1748.000,718.000,426.000,,4875.000,1488.000,,42835.000,0.000,242.000,3055.000,
2022-03-04 23:00:00+01:00,490.000,5834.000,1708.000,676.000,545.000,,4540.000,995.000,,42807.000,0.000,246.000,2970.000,
2022-03-05 00:00:00+01:00,353.000,5195.000,1706.000,262.000,651.000,,4564.000,1543.000,,42686.000,0.000,248.000,2975.000,
2022-03-05 01:00:00+01:00,353.000,4163.000,1640.000,195.000,,372.000,4653.000,1803.000,,42584.000,0.000,250.000,2828.000,
2022-03-05 02:00:00+01:00,353.000,4306.000,1589.000,195.000,,966.000,4286.000,1504.000,,42769.000,0.000,250.000,2592.000,
2022-03-05 03:00:00+01:00,351.000,4019.000,1282.000,195.000,,1476.000,3984.000,1349.000,,42766.000,0.000,250.000,2484.000,
2022-03-05 04:00:00+01:00,352.000,4280.000,1296.000,195.000,,1626.000,3854.000,928.000,,42746.000,0.000,250.000,2296.000,
2022-03-05 05:00:00+01:00,352.000,4301.000,1288.000,196.000,,1637.000,3977.000,754.000,,42275.000,0.000,251.000,2249.000,
2022-03-05 06:00:00+01:00,352.000,4327.000,1273.000,196.000,,995.000,4508.000,1225.000,,42957.000,0.000,248.000,2260.000,
2022-03-05 07:00:00+01:00,353.000,4161.000,1370.000,196.000,,242.000,5040.000,1666.000,,42906.000,296.000,246.000,2322.000,
2022-03-05 08:00:00+01:00,356.000,3949.000,1687.000,196.000,,428.000,4993.000,1881.000,,42828.000,1134.000,248.000,2219.000,
2022-03-05 09:00:00+01:00,356.000,3994.000,1473.000,196.000,72.000,,4851.000,1863.000,,42782.000,2691.000,248.000,1808.000,
2022-03-05 10:00:00+01:00,355.000,3797.000,980.000,195.000,,322.000,4316.000,1223.000,,42702.000,4228.000,248.000,1628.000,
2022-03-05 11:00:00+01:00,356.000,3674.000,645.000,196.000,,1192.000,3748.000,569.000,,42604.000,5290.000,247.000,1688.000,
2022-03-05 12:00:00+01:00,355.000,3833.000,605.000,195.000,,1286.000,3830.000,896.000,,42660.000,5654.000,247.000,1907.000,
2022-03-05 13:00:00+01:00,353.000,3776.000,608.000,196.000,,1802.000,3599.000,1303.000,,42594.000,5461.000,252.000,2057.000,
2022-03-05 14:00:00+01:00,353.000,3732.000,611.000,193.000,,2168.000,3575.000,774.000,,42639.000,4753.000,254.000,2132.000,
2022-03-05 15:00:00+01:00,355.000,3900.000,616.000,193.000,,2069.000,3671.000,671.000,,42680.000,3754.000,249.000,2277.000,
2022-03-05 16:00:00+01:00,356.000,4540.000,611.000,193.000,,1437.000,4088.000,1198.000,,42528.000,2440.000,248.000,2397.000,
2022-03-05 17:00:00+01:00,340.000,5200.000,611.000,192.000,372.000,,4823.000,2299.000,,42536.000,1053.000,248.000,2569.000,
2022-03-05 18:00:00+01:00,327.000,6108.000,609.000,195.000,1336.000,,5207.000,3305.000,,42498.000,268.000,249.000,2694.000,
2022-03-05 19:00:00+01:00,324.000,6326.000,610.000,195.000,2061.000,,5595.000,3596.000,,42573.000,0.000,248.000,3038.000,
2022-03-05 20:00:00+01:00,325.000,6212.000,607.000,195.000,1109.000,,5379.000,3165.000,,42728.000,0.000,248.000,3320.000,
2022-03-05 21:00:00+01:00,324.000,6354.000,613.000,193.000,171.000,,5106.000,1929.000,,42805.000,0.000,247.000,3584.000,
2022-03-05 22:00:00+01:00,327.000,6241.000,610.000,192.000,,56.000,4742.000,1478.000,,42822.000,0.000,250.000,3507.000,
2022-03-05 23:00:00+01:00,333.000,5829.000,607.000,192.000,,153.000,4562.000,1266.000,,42838.000,0.000,247.000,3501.000,
2022-03-06 00:00:00+01:00,327.000,4235.000,604.000,192.000,,265.000,4471.000,1336.000,,42506.000,0.000,247.000,3619.000,
2022-03-06 01:00:00+01:00,328.000,3696.000,602.000,192.000,91.000,,4201.000,776.000,,42195.000,0.000,249.000,3592.000,
2022-03-06 02:00:00+01:00,330.000,3703.000,601.000,192.000,,546.000,3836.000,571.000,,42236.000,0.000,250.000,3523.000,
2022-03-06 03:00:00+01:00,330.000,3650.000,606.000,192.000,,1381.000,3636.000,514.000,,42278.000,0.000,249.000,3399.000,
2022-03-06 04:00:00+01:00,326.000,3757.000,610.000,192.000,,1656.000,3528.000,148.000,,42359.000,0.000,249.000,3327.000,
2022-03-06 05:00:00+01:00,324.000,3708.000,610.000,192.000,,1575.000,3534.000,259.000,,42467.000,0.000,246.000,3435.000,
2022-03-06 06:00:00+01:00,323.000,3605.000,606.000,192.000,,1539.000,3410.000,155.000,,42431.000,0.000,250.000,3559.000,
2022-03-06 07:00:00+01:00,323.000,3764.000,612.000,192.000,,1383.000,3505.000,163.000,,42394.000,305.000,246.000,3637.000,
2022-03-06 08:00:00+01:00,325.000,3873.000,613.000,192.000,,1483.000,3528.000,187.000,,42180.000,1236.000,245.000,3511.000,
2022-03-06 09:00:00+01:00,321.000,4000.000,617.000,192.000,,28.000,3691.000,464.000,,42198.000,2930.000,246.000,3108.000,
2022-03-06 10:00:00+01:00,322.000,3583.000,611.000,192.000,,1338.000,3439.000,85.000,,42044.000,4662.000,244.000,3132.000,
2022-03-06 11:00:00+01:00,321.000,3596.000,611.000,192.000,,2081.000,3351.000,138.000,,42027.000,6075.000,246.000,3656.000,
2022-03-06 12:00:00+01:00,323.000,3681.000,605.000,192.000,,2395.000,3391.000,196.000,,41907.000,6930.000,250.000,4125.000,
2022-03-06 13:00:00+01:00,321.000,3626.000,607.000,192.000,,3046.000,3469.000,212.000,,41696.000,6882.000,250.000,4396.000,
2022-03-06 14:00:00+01:00,323.000,3459.000,608.000,192.000,,3577.000,3326.000,55.000,,41532.000,6353.000,249.000,4498.000,
2022-03-06 15:00:00+01:00,325.000,3474.000,460.000,192.000,,3486.000,3258.000,79.000,,40928.000,5262.000,251.000,4995.000,
