,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore,Hydro Water Reservoir
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,,
2022-01-01 00:00:00+01:00,131.250,310.000,526.000,0.000,,0.000,0.000,11.000,9.000,1948.000,69.000,8.750,0.000,14.000,75.750,
2022-01-01 01:00:00+01:00,131.250,309.000,537.500,0.000,,0.000,0.000,11.000,9.000,1949.000,69.000,7.500,0.000,14.500,167.000,
2022-01-01 02:00:00+01:00,129.500,307.000,541.750,0.000,,0.000,0.000,11.000,9.000,1947.750,68.000,7.000,0.000,14.500,215.250,
2022-01-01 03:00:00+01:00,127.250,302.250,548.500,0.000,,0.000,0.000,11.000,9.000,1947.250,69.000,7.000,0.000,14.000,239.750,
2022-01-01 04:00:00+01:00,126.500,291.750,549.250,0.000,0.000,0.000,0.000,11.000,9.000,1948.500,68.000,7.000,0.000,14.250,192.250,
2022-01-01 05:00:00+01:00,125.750,305.750,551.250,0.000,0.000,,0.000,11.000,9.000,1948.500,68.000,7.000,0.000,13.000,162.250,
2022-01-01 06:00:00+01:00,127.250,303.500,487.750,0.000,,0.000,0.000,11.000,9.000,1948.250,69.000,7.000,0.000,13.500,197.500,
2022-01-01 07:00:00+01:00,130.500,312.500,435.000,0.000,0.000,0.000,0.000,11.000,9.000,1947.250,72.000,6.750,11.250,14.250,221.750,
2022-01-01 08:00:00+01:00,130.750,216.500,372.500,0.000,0.000,0.000,0.000,11.000,9.000,1947.500,78.000,7.250,184.500,14.750,203.250,
2022-01-01 09:00:00+01:00,130.000,167.750,501.500,0.000,,0.000,0.000,11.000,9.000,1948.250,81.000,8.000,490.750,16.750,174.000,
2022-01-01 10:00:00+01:00,129.750,169.500,374.000,0.000,,0.000,0.000,11.000,9.000,1938.500,86.000,8.000,703.000,15.500,176.000,
2022-01-01 11:00:00+01:00,130.500,170.500,489.750,0.000,,0.000,0.000,11.000,9.000,1893.000,97.000,8.000,761.250,15.250,170.000,
2022-01-01 12:00:00+01:00,129.250,188.500,579.000,0.000,,0.000,0.000,11.000,9.000,1932.500,97.000,8.250,638.500,16.500,201.500,
2022-01-01 13:00:00+01:00,130.000,303.000,550.750,0.000,,0.000,0.000,11.000,9.000,1950.000,97.000,8.750,432.500,17.250,221.750,
2022-01-01 14:00:00+01:00,129.000,309.000,551.250,0.000,0.000,0.000,0.000,11.000,9.000,1950.000,97.000,8.750,235.500,15.500,194.500,
2022-01-01 15:00:00+01:00,130.000,303.750,551.250,0.000,0.000,,0.000,11.000,9.000,1950.500,82.000,8.750,56.750,11.000,188.250,
2022-01-01 16:00:00+01:00,129.750,308.250,492.500,0.000,0.000,,0.000,11.000,9.000,1950.250,76.000,8.250,0.750,10.750,195.750,
2022-01-01 17:00:00+01:00,130.000,313.000,510.500,0.000,0.000,0.000,0.000,11.000,9.000,1949.000,75.000,8.000,0.000,12.500,198.250,
2022-01-01 18:00:00+01:00,130.000,303.250,468.000,0.000,,0.000,0.000,11.000,9.000,1948.000,69.000,8.000,0.000,15.500,174.500,
2022-01-01 19:00:00+01:00,129.750,308.250,453.750,0.000,,0.000,0.000,11.000,9.000,1947.500,69.000,8.000,0.000,15.250,137.000,
2022-01-01 20:00:00+01:00,129.750,311.000,496.500,0.000,,0.000,0.000,11.000,9.000,1948.000,69.000,8.500,0.000,14.250,132.750,
2022-01-01 21:00:00+01:00,130.000,305.000,395.750,0.000,0.000,0.000,0.000,11.000,9.000,1947.500,68.000,8.250,0.000,14.750,124.250,
2022-01-01 22:00:00+01:00,129.250,222.500,516.250,0.000,0.000,0.000,0.000,11.000,9.000,1948.250,68.000,8.250,0.000,15.250,100.000,
2022-01-01 23:00:00+01:00,130.250,204.750,546.000,0.000,0.000,,0.000,11.000,9.000,1947.750,68.000,8.750,0.000,14.500,93.500,
2022-01-02 00:00:00+01:00,129.750,204.750,429.000,0.000,0.000,0.000,0.000,11.000,9.000,1950.250,70.000,7.750,0.000,15.000,85.250,
2022-01-02 01:00:00+01:00,129.250,178.750,414.000,0.000,,0.000,0.000,11.000,9.000,1951.000,70.000,7.000,0.000,14.750,74.000,
2022-01-02 02:00:00+01:00,128.000,164.500,473.500,0.000,,0.000,0.000,11.000,9.000,1950.500,69.000,6.750,0.000,14.500,39.500,
2022-01-02 03:00:00+01:00,127.000,164.000,482.250,0.000,,0.000,0.000,11.000,9.000,1950.250,70.000,6.500,0.000,14.750,8.750,
2022-01-02 04:00:00+01:00,126.000,182.250,484.250,0.000,,0.000,0.000,11.000,9.000,1949.250,69.000,6.750,0.000,15.250,12.250,
2022-01-02 05:00:00+01:00,125.250,275.500,392.000,0.000,0.000,,0.000,11.000,9.000,1950.000,69.000,6.250,0.000,15.250,46.750,
2022-01-02 06:00:00+01:00,125.250,214.000,417.250,0.000,,0.000,0.000,11.000,9.000,1948.750,70.000,7.250,0.000,15.000,85.000,
2022-01-02 07:00:00+01:00,129.250,166.500,507.750,0.000,0.000,0.000,0.000,11.000,9.000,1950.250,73.000,7.750,11.250,14.000,91.750,
2022-01-02 08:00:00+01:00,129.250,165.500,492.750,0.000,,0.000,0.000,11.000,9.000,1949.750,79.000,8.500,164.750,17.000,89.000,
2022-01-02 09:00:00+01:00,130.000,169.500,462.500,0.000,,0.000,1.000,11.000,9.000,1951.750,82.000,9.500,461.000,18.000,84.500,
2022-01-02 10:00:00+01:00,129.500,184.000,351.250,0.000,,0.000,1.000,11.000,9.000,1921.500,87.000,9.500,704.000,16.500,80.500,
2022-01-02 11:00:00+01:00,130.250,168.000,486.000,0.000,,0.000,1.000,11.000,9.000,1831.250,98.000,9.500,780.250,16.500,53.250,
2022-01-02 12:00:00+01:00,129.000,167.500,510.750,0.000,,0.000,1.000,11.000,8.000,1831.750,98.000,9.750,734.750,17.000,45.500,
2022-01-02 13:00:00+01:00,129.250,168.250,516.250,0.000,,0.000,0.250,11.000,8.000,1861.000,98.000,10.000,548.250,16.500,33.750,
2022-01-02 14:00:00+01:00,128.000,167.750,515.500,0.000,0.000,0.000,0.000,11.000,8.000,1946.000,98.000,10.500,276.250,16.500,27.000,
2022-01-02 15:00:00+01:00,130.250,214.500,596.500,0.000,0.000,,0.000,10.750,8.000,1945.250,83.000,10.750,73.750,14.250,25.500,
2022-01-02 16:00:00+01:00,135.750,307.500,603.250,0.000,0.000,,0.000,10.000,8.000,1944.500,78.000,10.000,1.000,17.000,31.750,
2022-01-02 17:00:00+01:00,135.500,326.000,621.250,0.000,0.000,,0.000,10.000,8.000,1944.750,76.000,10.000,0.000,14.750,28.750,
2022-01-02 18:00:00+01:00,135.500,320.250,614.250,0.000,0.000,,0.500,10.000,8.000,1944.750,70.000,10.000,0.000,14.000,18.500,
2022-01-02 19:00:00+01:00,135.500,326.000,664.500,0.000,,0.000,1.000,10.000,8.000,1946.250,70.000,10.000,0.000,15.500,20.500,
2022-01-02 20:00:00+01:00,135.250,315.750,672.500,0.000,,0.000,1.000,10.000,8.000,1946.500,70.000,9.750,0.000,16.250,30.250,
2022-01-02 21:00:00+01:00,135.750,319.750,591.000,0.000,,0.000,1.000,10.000,8.000,1948.500,69.000,9.000,0.000,15.750,42.000,
2022-01-02 22:00:00+01:00,135.750,316.750,572.000,0.000,0.000,,1.000,10.000,8.000,1950.500,69.000,8.250,0.000,15.250,47.750,
2022-01-02 23:00:00+01:00,137.000,319.500,510.500,0.000,0.000,,1.000,9.000,8.000,1949.000,69.000,8.000,0.000,12.750,49.500,
2022-01-03 00:00:00+01:00,130.250,319.000,522.000,0.000,0.000,,1.000,9.000,8.000,1944.250,70.000,7.250,0.000,10.250,81.500,
2022-01-03 01:00:00+01:00,128.500,318.000,477.250,0.000,0.000,0.000,1.000,9.000,8.000,1945.500,70.000,7.000,0.000,9.500,158.000,
2022-01-03 02:00:00+01:00,127.750,310.750,549.750,0.000,,0.000,1.000,9.000,8.000,1948.000,69.000,7.000,0.000,10.250,145.500,
2022-01-03 03:00:00+01:00,126.250,308.250,505.250,0.000,,0.000,1.000,9.000,8.000,1946.500,70.000,6.750,0.000,9.500,119.750,
2022-01-03 04:00:00+01:00,125.000,310.000,523.500,0.000,,0.000,1.000,9.000,8.000,1945.750,69.000,7.000,0.000,9.250,87.750,
2022-01-03 05:00:00+01:00,124.500,309.750,587.500,0.000,0.000,0.000,1.000,9.000,8.000,1947.000,69.000,6.750,0.000,8.750,116.750,
2022-01-03 06:00:00+01:00,128.750,298.500,715.500,0.000,,0.000,1.000,9.000,8.000,1946.250,70.000,7.500,0.000,8.000,112.000,
2022-01-03 07:00:00+01:00,129.250,314.000,829.250,0.000,0.000,0.000,0.500,8.500,6.750,1946.250,73.000,9.000,4.250,8.250,156.250,
2022-01-03 08:00:00+01:00,128.750,331.250,878.000,0.000,0.000,,0.000,8.000,4.000,1947.250,79.000,10.000,62.500,8.000,208.500,
2022-01-03 09:00:00+01:00,129.000,336.250,901.000,0.000,,0.000,0.000,7.500,4.000,1947.750,82.000,10.750,107.000,9.750,213.000,
2022-01-03 10:00:00+01:00,128.500,327.250,1058.000,0.000,,0.000,0.000,3.000,4.000,1946.500,87.000,10.000,140.500,12.500,165.750,
2022-01-03 11:00:00+01:00,128.500,331.750,862.750,0.000,,0.000,0.000,6.000,4.000,1946.500,98.000,9.000,230.000,10.250,230.250,
2022-01-03 12:00:00+01:00,128.250,335.250,833.500,0.000,0.000,0.000,0.000,8.000,4.000,1945.750,98.000,9.750,284.250,12.000,207.750,
2022-01-03 13:00:00+01:00,128.500,332.250,754.000,0.000,0.000,0.000,0.000,8.000,4.000,1948.250,98.000,9.250,322.000,13.500,229.750,
2022-01-03 14:00:00+01:00,127.750,319.250,760.500,0.000,0.000,0.000,0.000,8.000,5.750,1948.000,98.000,9.500,230.250,15.250,203.750,
2022-01-03 15:00:00+01:00,128.000,319.250,866.750,0.000,0.000,,0.000,8.000,7.500,1947.250,83.000,10.250,55.500,16.000,190.750,
2022-01-03 16:00:00+01:00,128.500,318.000,854.500,0.000,0.000,,0.000,8.000,7.750,1947.000,78.000,10.500,0.250,16.000,149.250,
2022-01-03 17:00:00+01:00,127.750,326.250,887.250,0.000,0.000,,0.000,8.000,7.000,1947.000,76.000,11.000,0.000,16.000,125.500,
2022-01-03 18:00:00+01:00,128.500,316.000,900.250,0.000,0.000,,0.000,7.750,7.000,1947.250,70.000,10.000,0.000,16.000,89.500,
2022-01-03 19:00:00+01:00,128.000,322.250,882.750,0.000,0.000,0.000,0.000,7.000,7.000,1947.750,70.000,10.000,0.000,18.000,84.250,
2022-01-03 20:00:00+01:00,125.750,322.500,864.750,0.000,,0.000,0.000,7.000,7.000,1948.750,70.000,9.500,0.000,17.500,42.500,
2022-01-03 21:00:00+01:00,129.000,322.750,810.750,0.000,,0.000,0.000,7.000,6.000,1947.500,69.000,8.750,0.000,18.000,45.500,
2022-01-03 22:00:00+01:00,129.250,319.000,673.500,0.000,0.000,0.000,0.000,7.000,6.000,1946.750,69.000,8.500,0.000,18.000,73.750,
2022-01-03 23:00:00+01:00,130.250,312.250,635.750,0.000,0.000,,0.000,7.000,6.000,1945.750,69.000,8.000,0.000,18.000,44.500,
2022-01-04 00:00:00+01:00,130.750,319.500,634.500,0.000,0.000,,0.000,7.000,6.000,1947.500,70.000,8.000,0.000,18.250,50.250,
2022-01-04 01:00:00+01:00,129.500,320.750,646.500,0.000,0.000,0.000,0.000,7.000,6.000,1952.250,70.000,8.000,0.000,18.000,61.000,
2022-01-04 02:00:00+01:00,128.500,317.500,663.000,1.750,,0.000,0.000,7.000,6.000,1953.750,69.000,7.500,0.000,17.250,70.250,
2022-01-04 03:00:00+01:00,129.250,320.750,680.500,0.000,,0.000,0.000,7.000,6.000,1922.500,70.000,7.500,0.000,17.250,87.250,
2022-01-04 04:00:00+01:00,129.000,305.500,709.750,0.000,,0.000,0.000,7.000,6.000,1860.000,69.000,8.000,0.000,16.750,80.500,
2022-01-04 05:00:00+01:00,128.750,315.500,688.750,0.000,,0.000,0.000,7.000,5.750,1796.750,69.000,7.000,0.000,15.750,69.750,
2022-01-04 06:00:00+01:00,129.000,313.500,916.750,0.000,,0.000,0.000,7.000,5.000,1733.250,70.000,8.500,0.000,13.500,66.000,
2022-01-04 07:00:00+01:00,131.500,325.500,1072.750,0.000,0.000,0.000,0.000,7.000,5.000,1695.500,73.000,8.000,11.500,14.250,47.250,
2022-01-04 08:00:00+01:00,132.000,338.500,1068.000,0.000,0.000,,0.000,7.000,4.000,1694.500,79.000,8.000,143.750,15.000,32.500,
2022-01-04 09:00:00+01:00,133.000,331.000,1063.500,0.000,0.000,0.000,0.000,7.000,4.250,1712.250,83.000,8.250,306.500,16.250,65.000,
2022-01-04 10:00:00+01:00,133.000,328.250,1058.250,0.250,0.000,,0.000,7.000,5.000,1749.000,88.000,9.000,388.500,15.250,76.500,
2022-01-04 11:00:00+01:00,133.500,332.250,1048.000,0.000,0.000,,0.000,7.000,4.250,1780.750,98.000,9.000,399.500,15.750,98.500,
2022-01-04 12:00:00+01:00,132.250,335.500,1090.250,0.000,0.000,0.000,0.000,7.000,4.000,1809.500,98.000,9.000,299.250,16.250,128.750,
2022-01-04 13:00:00+01:00,132.500,330.750,1020.750,0.000,,0.000,0.000,6.750,4.000,1838.750,98.000,8.500,198.750,16.250,182.500,
2022-01-04 14:00:00+01:00,136.750,315.500,997.750,0.000,,0.000,0.000,7.000,4.000,1870.000,98.000,9.250,102.500,16.250,236.000,
2022-01-04 15:00:00+01:00,138.250,325.750,959.000,0.000,0.000,0.000,0.000,6.250,4.000,1900.250,83.500,10.000,30.750,15.750,252.500,
2022-01-04 16:00:00+01:00,135.250,331.500,987.750,0.000,0.000,,0.000,6.000,4.000,1931.750,77.000,10.000,0.500,15.750,278.500,
2022-01-04 17:00:00+01:00,133.750,333.250,1010.500,0.000,0.000,,0.000,6.000,4.000,1949.500,76.000,10.000,0.000,14.250,284.750,
2022-01-04 18:00:00+01:00,134.500,322.250,1005.500,0.000,0.000,,0.000,6.000,4.000,1949.500,70.000,10.000,0.000,14.250,278.500,
2022-01-04 19:00:00+01:00,134.250,326.750,989.750,0.000,,0.000,0.000,6.000,4.000,1949.000,70.000,10.000,0.000,15.500,257.500,
2022-01-04 20:00:00+01:00,134.250,329.250,994.000,0.000,,0.000,0.000,6.000,4.000,1950.250,70.000,9.500,0.000,14.000,252.250,
2022-01-04 21:00:00+01:00,134.500,322.250,1017.250,0.000,,0.000,0.000,6.000,3.000,1946.250,67.000,9.500,0.000,15.000,204.250,
2022-01-04 22:00:00+01:00,135.250,321.500,939.250,0.000,,0.000,0.000,6.000,3.000,1949.750,67.000,10.000,0.000,15.250,210.250,
2022-01-04 23:00:00+01:00,136.000,321.500,800.250,0.000,0.000,0.000,0.000,6.000,3.000,1948.750,67.000,9.250,0.000,14.750,218.750,
2022-01-05 00:00:00+01:00,129.000,317.500,746.000,0.000,0.000,,0.000,6.000,3.000,1948.750,72.000,8.000,0.000,14.250,205.000,
2022-01-05 01:00:00+01:00,128.000,322.750,735.500,0.000,0.000,,0.000,6.000,3.000,1949.500,72.000,8.000,0.000,14.750,195.250,
2022-01-05 02:00:00+01:00,127.500,324.250,728.750,0.000,0.000,,0.000,6.000,3.000,1950.000,71.000,8.000,0.000,14.000,178.250,
2022-01-05 03:00:00+01:00,128.000,319.500,727.000,0.000,0.000,0.000,0.000,6.000,3.000,1948.750,72.000,7.750,0.000,14.750,160.750,
2022-01-05 04:00:00+01:00,108.750,318.750,780.500,0.000,,0.000,0.000,6.000,3.000,1948.750,71.000,7.500,0.000,14.750,159.500,
2022-01-05 05:00:00+01:00,108.500,324.000,806.750,0.000,,0.000,0.000,6.000,3.000,1947.750,71.000,7.500,0.000,14.750,109.250,
2022-01-05 06:00:00+01:00,131.750,318.750,868.750,0.000,,0.000,0.000,6.000,3.000,1948.250,72.000,8.250,0.000,15.250,89.750,
2022-01-05 07:00:00+01:00,134.750,321.750,956.250,0.000,,0.000,0.000,6.000,3.000,1949.500,75.000,9.000,4.250,14.500,108.250,
2022-01-05 08:00:00+01:00,133.250,329.250,1001.250,0.250,0.000,0.000,0.000,6.000,3.000,1948.250,81.000,9.750,45.000,15.750,94.500,
2022-01-05 09:00:00+01:00,133.500,336.000,1029.750,0.000,0.000,0.000,0.000,5.750,3.000,1947.000,84.000,10.000,123.250,16.000,50.250,
2022-01-05 10:00:00+01:00,133.000,336.000,1042.750,0.000,0.000,0.000,0.000,4.000,3.000,1948.750,89.000,10.000,189.250,17.000,42.250,
2022-01-05 11:00:00+01:00,136.000,327.250,1005.750,0.000,0.000,0.000,0.000,4.000,3.000,1951.750,100.000,10.000,198.250,16.500,65.250,
2022-01-05 12:00:00+01:00,136.250,335.000,975.000,0.000,,0.000,0.000,4.000,3.000,1949.750,100.000,10.000,192.250,15.500,62.000,
2022-01-05 13:00:00+01:00,134.750,323.000,980.750,0.000,,0.000,0.000,4.000,3.000,1948.500,100.000,10.000,164.000,15.000,37.250,
2022-01-05 14:00:00+01:00,135.250,316.500,994.250,0.000,,0.000,0.000,4.000,3.000,1946.750,100.000,10.000,60.250,16.250,50.750,
2022-01-05 15:00:00+01:00,131.250,313.750,1021.500,0.000,0.000,0.000,0.000,4.000,2.000,1946.500,85.000,10.000,8.000,15.750,61.250,
2022-01-05 16:00:00+01:00,130.000,317.250,1062.500,0.000,0.000,0.000,0.000,4.000,2.000,1950.000,80.000,11.000,0.000,16.750,66.250,
2022-01-05 17:00:00+01:00,129.250,328.500,1087.500,0.000,0.000,0.000,0.000,4.000,2.000,1951.000,78.000,11.000,0.000,15.250,126.750,
2022-01-05 18:00:00+01:00,129.750,314.750,1084.000,0.000,0.000,0.000,0.000,4.000,2.000,1950.750,72.000,11.000,0.000,16.000,158.500,
2022-01-05 19:00:00+01:00,132.500,321.500,1074.750,0.000,0.000,0.000,0.000,4.000,2.000,1949.500,72.000,11.000,0.000,15.000,214.500,
2022-01-05 20:00:00+01:00,133.750,321.000,1060.750,0.000,,0.000,0.000,4.000,2.000,1951.000,72.000,10.250,0.000,15.750,219.250,
2022-01-05 21:00:00+01:00,133.500,318.500,1016.250,0.000,,0.000,0.000,4.000,2.000,1950.000,71.000,10.250,0.000,15.250,229.750,
2022-01-05 22:00:00+01:00,135.000,319.500,976.000,0.000,,0.000,0.000,4.000,2.000,1948.750,71.000,10.500,0.000,15.000,182.750,
2022-01-05 23:00:00+01:00,135.250,317.500,876.750,0.000,0.000,0.000,0.000,4.000,1.000,1951.500,71.000,10.000,0.000,15.000,148.000,
2022-01-06 00:00:00+01:00,127.750,313.750,806.500,0.000,0.000,,0.000,4.000,1.000,1946.750,67.000,9.750,0.000,15.250,164.250,
2022-01-06 01:00:00+01:00,129.500,320.000,781.500,0.000,0.000,0.000,0.000,4.000,1.000,1944.750,67.000,9.000,0.000,15.500,141.250,
2022-01-06 02:00:00+01:00,127.750,318.250,804.500,0.500,0.000,,0.000,4.000,1.000,1943.500,66.000,8.250,0.000,14.750,107.000,
2022-01-06 03:00:00+01:00,128.500,311.500,791.250,0.250,0.000,0.000,0.500,4.000,1.000,1944.000,67.000,8.000,0.000,14.000,100.250,
2022-01-06 04:00:00+01:00,129.500,320.750,800.750,0.000,,0.000,1.000,4.000,1.000,1944.000,66.000,8.000,0.000,15.000,92.250,
2022-01-06 05:00:00+01:00,130.000,320.750,879.250,0.000,,0.000,1.000,4.000,1.000,1944.500,66.000,7.500,0.000,14.750,99.250,
2022-01-06 06:00:00+01:00,133.000,297.250,1016.750,3.000,,0.000,1.000,4.000,1.000,1942.500,67.000,9.000,0.000,14.250,110.000,
2022-01-06 07:00:00+01:00,133.750,250.000,1144.000,0.000,0.000,0.000,1.000,4.000,1.000,1940.000,70.000,9.750,3.500,13.500,96.250,
2022-01-06 08:00:00+01:00,133.500,251.750,1118.750,0.000,,0.000,1.000,4.000,0.000,1939.750,75.500,9.750,71.250,14.750,83.500,
2022-01-06 09:00:00+01:00,134.750,252.000,1085.500,0.000,0.000,0.000,1.000,4.000,0.000,1940.500,79.000,10.000,217.500,14.750,96.000,
2022-01-06 10:00:00+01:00,134.500,247.250,1059.250,0.000,0.000,0.000,1.000,4.000,0.000,1941.500,84.000,10.500,325.250,14.000,123.750,
2022-01-06 11:00:00+01:00,135.500,246.250,1063.500,0.000,,0.000,1.000,4.000,0.000,1944.000,95.000,10.000,359.250,15.000,195.500,
2022-01-06 12:00:00+01:00,136.250,248.250,1057.750,0.000,,0.000,1.000,3.750,0.000,1943.000,95.000,9.750,354.000,15.000,209.500,
2022-01-06 13:00:00+01:00,134.250,288.500,1063.250,0.000,,0.000,1.000,3.250,0.000,1941.750,95.000,9.750,276.000,13.750,203.000,
2022-01-06 14:00:00+01:00,131.750,324.750,1089.000,0.000,,0.000,1.000,4.000,0.000,1943.250,95.000,10.500,168.500,13.750,180.750,
2022-01-06 15:00:00+01:00,130.000,318.250,1075.250,0.000,0.000,0.000,0.500,4.000,0.000,1942.250,80.000,11.000,47.000,14.500,262.500,
2022-01-06 16:00:00+01:00,130.000,321.750,1077.500,0.000,0.000,0.000,1.000,4.000,0.000,1945.500,75.000,11.000,0.750,13.000,220.250,
2022-01-06 17:00:00+01:00,130.000,336.000,1090.750,0.000,0.000,0.000,1.000,4.000,0.000,1945.750,73.000,11.000,0.000,14.250,198.000,
2022-01-06 18:00:00+01:00,130.000,323.250,1089.500,0.000,,0.000,1.000,4.000,0.000,1945.250,67.000,10.250,0.000,13.750,185.250,
2022-01-06 19:00:00+01:00,130.500,327.000,1098.750,0.000,,0.000,1.000,4.000,0.000,1945.000,66.000,10.750,0.000,12.500,163.250,
2022-01-06 20:00:00+01:00,131.750,329.000,1114.250,0.000,,0.000,1.000,4.000,0.000,1944.500,67.000,10.750,0.000,13.750,165.250,
2022-01-06 21:00:00+01:00,130.250,327.250,1136.000,0.000,,0.000,1.000,4.000,0.000,1945.250,66.000,11.000,0.000,13.750,99.500,
2022-01-06 22:00:00+01:00,134.250,330.500,1038.000,0.000,0.000,0.000,1.000,4.000,0.000,1946.500,66.000,11.000,0.000,14.500,100.750,
2022-01-06 23:00:00+01:00,133.000,318.250,905.000,0.000,0.000,0.000,1.000,4.000,0.000,1945.500,66.000,10.750,0.000,13.250,136.750,
2022-01-07 00:00:00+01:00,129.250,326.500,793.000,0.000,0.000,0.000,1.000,4.000,0.000,1946.000,38.000,9.000,0.000,14.750,129.750,
2022-01-07 01:00:00+01:00,128.500,326.500,742.000,0.000,,0.000,1.000,4.000,0.000,1947.750,38.000,9.000,0.000,14.000,106.250,
2022-01-07 02:00:00+01:00,128.000,324.500,775.000,0.000,,0.000,1.000,4.000,0.000,1948.250,37.000,9.000,0.000,14.000,50.000,
2022-01-07 03:00:00+01:00,127.750,325.750,744.000,0.000,,0.000,1.000,4.000,0.000,1948.750,38.000,9.000,0.000,14.000,8.500,
2022-01-07 04:00:00+01:00,129.750,323.500,818.500,0.000,,0.000,1.000,4.000,0.000,1948.250,37.000,9.000,0.000,14.000,4.750,
2022-01-07 05:00:00+01:00,129.500,329.000,924.750,0.000,,0.000,1.000,4.000,0.000,1946.250,37.000,9.000,0.000,13.250,2.250,
2022-01-07 06:00:00+01:00,131.500,327.500,1087.250,0.000,,0.000,1.000,4.000,0.000,1946.000,38.000,9.250,0.000,14.500,0.250,
2022-01-07 07:00:00+01:00,131.750,340.750,1152.500,0.500,0.000,0.000,1.000,4.000,0.000,1945.250,41.000,10.000,17.000,13.500,0.000,
2022-01-07 08:00:00+01:00,130.250,348.500,1121.250,0.250,0.000,0.000,1.000,4.000,0.000,1945.250,47.000,11.000,285.000,13.000,0.000,
2022-01-07 09:00:00+01:00,126.250,345.000,1059.500,0.000,0.000,0.000,1.000,4.000,0.000,1942.500,50.000,10.750,726.500,15.000,1.250,
2022-01-07 10:00:00+01:00,125.750,344.500,869.750,0.000,,0.000,1.000,4.000,0.000,1942.750,55.000,11.000,1092.750,15.000,4.000,
2022-01-07 11:00:00+01:00,129.000,346.500,900.000,0.000,0.000,0.000,0.750,4.000,0.000,1943.000,66.000,10.250,1228.500,14.000,7.750,
2022-01-07 12:00:00+01:00,131.000,351.250,1068.500,0.000,0.000,0.000,1.000,4.000,0.000,1944.000,66.000,10.500,1192.750,13.750,12.250,
2022-01-07 13:00:00+01:00,133.750,340.750,1102.000,0.000,,0.000,1.000,4.000,0.000,1942.750,66.000,10.500,966.500,13.750,18.500,
2022-01-07 14:00:00+01:00,129.250,321.250,1121.500,0.000,,0.000,1.000,4.000,0.000,1946.750,66.000,10.250,548.750,13.000,19.000,
2022-01-07 15:00:00+01:00,130.750,331.250,1148.250,0.000,,0.000,0.750,4.000,0.000,1947.000,52.000,11.000,143.000,13.750,15.750,
2022-01-07 16:00:00+01:00,130.500,328.250,1170.500,0.000,,0.000,1.000,4.000,0.000,1947.000,46.000,11.000,2.250,13.500,25.250,
2022-01-07 17:00:00+01:00,130.500,342.000,1140.000,0.000,,0.000,1.000,4.000,0.000,1946.000,44.000,11.000,0.000,13.750,60.250,
2022-01-07 18:00:00+01:00,128.500,333.500,1131.750,0.000,,0.000,1.000,4.000,0.000,1944.750,38.000,11.000,0.000,14.000,60.250,
2022-01-07 19:00:00+01:00,128.000,332.250,1169.250,6.500,,0.000,1.000,4.000,0.000,1944.500,38.000,11.000,0.000,13.750,51.250,
2022-01-07 20:00:00+01:00,128.750,331.250,1148.500,4.250,,0.000,1.000,4.000,0.000,1943.500,38.000,11.000,0.000,14.250,59.250,
2022-01-07 21:00:00+01:00,131.000,332.500,1159.500,0.000,,0.000,1.000,4.000,0.000,1941.500,37.000,11.250,0.000,14.250,69.500,
2022-01-07 22:00:00+01:00,130.750,333.000,1076.500,0.000,,0.000,1.000,4.000,0.000,1940.500,37.000,10.500,0.000,14.000,72.500,
2022-01-07 23:00:00+01:00,131.500,335.500,998.750,0.000,,0.000,1.000,4.000,0.000,1940.000,37.000,11.000,0.000,14.250,63.750,
2022-01-08 00:00:00+01:00,130.500,337.750,870.750,0.000,,0.000,1.000,4.000,0.000,1938.500,67.000,10.250,0.000,13.500,52.500,
2022-01-08 01:00:00+01:00,130.250,340.250,846.250,0.000,,0.000,1.000,4.000,0.000,1940.500,67.000,9.000,0.000,14.250,39.750,
2022-01-08 02:00:00+01:00,128.750,336.500,857.500,0.000,,0.000,1.000,4.000,0.000,1940.000,66.000,8.750,0.000,14.500,35.750,
2022-01-08 03:00:00+01:00,130.500,332.500,878.500,0.000,,0.000,1.000,4.000,0.000,1939.250,67.000,8.000,0.000,14.750,29.000,
2022-01-08 04:00:00+01:00,130.000,332.250,831.500,0.000,,0.000,1.000,4.000,0.000,1938.000,66.000,7.250,0.000,13.750,38.500,
2022-01-08 05:00:00+01:00,129.750,325.500,813.750,0.000,,0.000,1.000,4.000,0.000,1939.250,66.000,7.500,0.000,13.500,43.250,
2022-01-08 06:00:00+01:00,129.250,313.500,769.750,0.000,,0.000,1.000,4.000,0.000,1939.250,67.000,7.250,0.000,13.000,42.000,
2022-01-08 07:00:00+01:00,131.250,314.250,802.000,0.000,,0.000,1.000,3.500,0.000,1943.250,70.000,8.250,3.250,14.250,41.500,
2022-01-08 08:00:00+01:00,131.250,314.250,910.500,0.000,,0.000,1.000,3.000,0.000,1944.500,76.000,8.250,77.500,13.500,42.500,
