,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore,Hydro Water Reservoir
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,,
2022-08-12 21:00:00+02:00,114.750,354.250,525.250,0.000,0.000,,0.000,5.000,5.000,902.000,50.750,13.000,0.000,21.750,15.750,
2022-08-12 22:00:00+02:00,115.000,344.000,499.500,0.000,0.000,0.000,0.000,5.000,5.000,903.500,50.750,12.500,0.000,22.000,50.750,
2022-08-12 23:00:00+02:00,114.750,349.750,509.250,0.000,0.000,0.000,0.000,4.500,5.000,907.750,50.250,12.000,0.000,22.000,66.000,
2022-08-13 00:00:00+02:00,110.000,334.500,452.750,0.000,0.000,,0.000,4.000,5.000,913.250,53.250,12.000,0.000,22.500,72.250,
2022-08-13 01:00:00+02:00,109.750,333.750,442.500,0.000,0.000,,0.000,4.000,5.000,913.750,53.250,11.750,0.000,22.000,73.000,
2022-08-13 02:00:00+02:00,111.000,334.500,461.500,0.000,0.000,,0.000,4.000,5.000,914.000,52.250,11.750,0.000,22.250,41.750,
2022-08-13 03:00:00+02:00,110.750,331.000,467.500,0.000,0.000,,0.000,4.000,5.000,914.250,53.000,10.250,0.000,22.000,22.000,
2022-08-13 04:00:00+02:00,110.000,337.250,481.250,0.000,0.000,,0.000,4.000,5.000,914.250,52.000,10.000,0.000,23.000,21.250,
2022-08-13 05:00:00+02:00,109.250,322.750,507.000,0.000,0.000,0.000,0.000,4.250,5.000,914.250,52.250,10.750,5.250,22.000,35.500,
2022-08-13 06:00:00+02:00,110.000,314.750,459.500,0.000,0.000,,0.000,5.000,5.000,914.000,55.250,12.250,95.000,22.250,26.000,
2022-08-13 07:00:00+02:00,110.250,311.000,434.500,0.000,0.000,,0.000,5.000,5.000,914.250,59.250,13.000,317.750,22.750,23.500,
2022-08-13 08:00:00+02:00,111.250,311.750,459.000,0.000,0.000,,0.000,5.000,5.000,914.500,67.250,13.000,588.500,22.500,16.000,
2022-08-13 09:00:00+02:00,111.250,320.500,526.750,0.000,0.000,,0.000,5.000,5.000,916.000,74.750,14.000,833.250,21.000,8.000,
2022-08-13 10:00:00+02:00,117.000,312.750,524.500,0.000,31.250,,0.000,5.000,5.000,915.500,78.750,13.750,1054.750,22.250,2.750,
2022-08-13 11:00:00+02:00,118.000,327.500,420.500,0.000,,0.000,0.000,5.000,5.000,915.500,82.250,13.250,1180.000,20.000,1.000,
2022-08-13 12:00:00+02:00,130.750,326.750,444.500,0.000,,0.000,0.000,5.750,5.000,915.750,83.000,13.000,1191.500,16.750,6.750,
2022-08-13 13:00:00+02:00,134.000,327.750,456.000,0.000,,0.000,0.000,5.000,5.000,914.500,82.500,13.000,1153.500,14.250,17.250,
2022-08-13 14:00:00+02:00,134.750,329.500,422.000,0.000,,0.000,0.000,5.000,5.000,913.750,82.750,12.750,1044.500,13.250,20.250,
2022-08-13 15:00:00+02:00,133.250,331.000,373.750,0.000,,0.000,0.000,5.000,5.000,914.750,82.000,11.500,932.500,14.000,42.500,
2022-08-13 16:00:00+02:00,133.500,330.000,464.250,0.000,,0.000,0.000,5.000,5.000,914.250,77.250,12.000,654.000,14.250,29.500,
2022-08-13 17:00:00+02:00,135.000,330.250,482.250,0.000,,0.000,0.000,5.000,5.000,914.750,69.750,12.000,388.750,14.500,29.250,
2022-08-13 18:00:00+02:00,135.000,329.750,458.250,0.000,,0.000,0.000,5.000,5.000,915.500,59.750,12.000,163.250,15.000,43.750,
2022-08-13 19:00:00+02:00,135.250,328.500,460.250,0.000,,0.000,0.000,5.000,5.000,914.250,53.250,12.000,28.750,14.750,43.250,
2022-08-13 20:00:00+02:00,134.750,329.250,476.500,0.000,,0.000,0.000,5.000,5.000,914.000,53.000,11.250,0.000,15.000,62.750,
2022-08-13 21:00:00+02:00,136.000,330.250,468.250,0.000,,0.000,0.000,5.000,5.000,914.000,52.750,11.750,0.000,14.500,71.250,
2022-08-13 22:00:00+02:00,136.750,326.750,453.750,0.000,,0.000,0.000,4.750,5.000,915.000,52.500,12.000,0.000,16.250,75.500,
2022-08-13 23:00:00+02:00,135.750,326.250,446.000,0.000,,0.000,0.000,4.000,5.000,914.750,52.250,12.000,0.000,15.500,72.250,
2022-08-14 00:00:00+02:00,136.500,316.750,453.000,0.000,,0.000,0.000,4.500,5.000,914.250,53.250,12.000,0.000,15.000,53.000,
2022-08-14 01:00:00+02:00,134.500,315.750,425.750,0.000,,0.000,0.000,4.000,5.000,915.000,53.500,12.000,0.000,15.000,57.250,
2022-08-14 02:00:00+02:00,134.500,315.750,415.750,0.000,,0.000,0.000,5.000,5.000,914.750,52.000,11.250,0.000,15.500,55.250,
2022-08-14 03:00:00+02:00,134.250,310.500,407.000,0.000,,0.000,0.000,5.000,5.000,915.000,53.000,11.000,0.000,15.000,52.750,
2022-08-14 04:00:00+02:00,134.000,308.000,404.250,0.000,,0.000,0.000,5.000,5.000,915.000,52.000,11.000,0.000,14.750,44.000,
2022-08-14 05:00:00+02:00,133.750,305.500,421.750,0.000,,0.000,0.000,5.000,5.000,915.000,52.000,11.750,4.250,14.500,37.000,
2022-08-14 06:00:00+02:00,134.500,304.750,420.250,0.000,,0.000,0.000,5.000,5.000,914.750,55.500,12.250,87.000,16.000,39.000,
2022-08-14 07:00:00+02:00,135.750,317.000,403.750,0.000,,0.000,0.000,5.000,5.000,915.250,59.250,12.750,327.250,15.250,19.000,
2022-08-14 08:00:00+02:00,136.000,314.750,410.250,0.000,,0.000,0.000,5.000,5.000,915.250,67.000,12.500,721.000,14.750,12.750,
2022-08-14 09:00:00+02:00,135.750,318.250,402.000,0.000,,0.000,0.000,5.000,5.000,915.250,74.750,14.000,1166.250,15.000,8.000,
2022-08-14 10:00:00+02:00,135.750,318.500,401.500,0.000,,0.000,0.000,5.000,5.000,914.500,78.500,14.000,1457.250,15.250,4.000,
2022-08-14 11:00:00+02:00,136.000,330.500,472.000,0.000,,0.000,0.000,5.500,5.000,915.750,82.250,12.250,1598.500,14.750,3.250,
2022-08-14 12:00:00+02:00,136.000,353.250,574.500,0.000,21.500,,0.000,5.500,5.000,914.750,83.500,12.000,1587.000,15.500,5.750,
2022-08-14 13:00:00+02:00,135.000,362.250,416.500,0.500,33.000,0.000,0.000,5.500,5.000,915.500,82.750,12.000,1606.500,14.750,4.750,
2022-08-14 14:00:00+02:00,134.250,325.250,371.750,0.000,0.000,,0.000,6.000,5.000,915.000,83.000,11.750,1532.000,13.500,4.750,
2022-08-14 15:00:00+02:00,134.750,311.500,411.750,0.000,0.000,,0.000,6.250,5.000,915.750,81.750,11.500,1306.500,13.250,6.250,
2022-08-14 16:00:00+02:00,134.750,330.250,459.000,0.000,0.000,,0.000,6.000,5.000,915.250,77.500,11.250,990.500,11.750,9.000,
2022-08-14 17:00:00+02:00,135.250,330.500,516.500,0.000,0.000,,0.000,6.000,5.000,916.250,69.500,10.750,573.000,14.500,7.750,
2022-08-14 18:00:00+02:00,135.000,346.250,534.500,0.000,0.000,0.000,0.000,6.000,5.000,916.000,60.000,10.500,208.000,15.250,7.750,
2022-08-14 19:00:00+02:00,136.000,348.000,452.000,0.000,0.000,,0.000,6.000,5.000,915.000,53.500,11.000,37.250,15.000,12.500,
2022-08-14 20:00:00+02:00,136.500,326.750,478.750,0.000,0.000,,0.000,5.500,5.000,915.000,53.250,11.250,0.000,15.000,9.500,
2022-08-14 21:00:00+02:00,136.000,329.000,544.250,0.000,0.000,,0.000,5.000,5.000,915.000,53.000,10.500,0.000,15.000,9.250,
2022-08-14 22:00:00+02:00,137.750,330.250,528.000,0.000,0.000,,0.000,5.000,5.000,914.750,52.500,10.750,0.000,15.250,5.750,
2022-08-14 23:00:00+02:00,136.750,330.250,522.250,0.000,0.000,,0.000,5.000,5.000,915.250,52.500,11.000,0.000,15.750,0.500,
2022-08-15 00:00:00+02:00,140.250,317.750,525.500,0.000,0.000,0.000,0.000,5.000,5.000,915.500,53.500,11.000,0.000,15.250,1.500,
2022-08-15 01:00:00+02:00,139.750,313.000,543.000,0.000,0.000,,0.000,5.000,5.000,914.500,53.750,11.000,0.000,15.750,3.000,
2022-08-15 02:00:00+02:00,139.000,313.250,533.000,0.000,0.000,,0.000,5.000,5.000,915.250,52.250,10.500,0.000,15.750,4.000,
2022-08-15 03:00:00+02:00,138.750,319.000,521.000,0.000,0.000,,0.000,5.000,5.000,915.000,53.000,10.250,0.000,15.750,3.000,
2022-08-15 04:00:00+02:00,139.000,312.750,543.000,0.000,0.000,0.000,0.000,5.000,5.000,914.250,52.000,10.000,0.000,14.750,8.500,
2022-08-15 05:00:00+02:00,139.250,315.250,643.500,0.000,0.000,,0.000,5.250,5.000,915.000,52.250,10.000,3.250,15.750,9.750,
2022-08-15 06:00:00+02:00,139.000,324.500,742.250,0.000,0.000,0.000,0.000,5.000,5.000,915.750,55.750,11.000,92.250,15.250,13.250,
2022-08-15 07:00:00+02:00,140.250,333.750,798.000,0.000,0.000,,0.000,5.000,5.000,920.500,59.250,11.750,400.500,15.000,12.250,
2022-08-15 08:00:00+02:00,141.250,337.750,739.500,0.000,0.000,0.000,0.000,4.500,5.000,921.000,67.000,12.000,860.750,15.000,4.500,
2022-08-15 09:00:00+02:00,141.500,346.250,773.500,0.000,0.000,0.000,0.000,4.000,5.000,921.000,74.750,11.750,1221.750,14.250,4.750,
2022-08-15 10:00:00+02:00,141.000,337.250,715.000,0.000,0.000,,0.000,4.500,5.000,920.500,78.500,11.750,1446.500,14.500,12.000,
2022-08-15 11:00:00+02:00,141.250,343.500,769.000,0.000,0.000,,0.000,4.000,5.000,921.000,82.500,11.000,1567.750,14.000,10.750,
2022-08-15 12:00:00+02:00,141.000,352.250,857.500,0.000,4.333,0.000,0.000,4.000,5.000,921.000,83.250,11.000,1502.250,14.250,11.250,
2022-08-15 13:00:00+02:00,141.000,366.750,813.500,0.750,101.250,,0.000,4.000,5.000,920.750,82.750,11.250,1397.250,15.000,8.750,
2022-08-15 14:00:00+02:00,141.250,368.000,648.000,0.000,120.500,,0.000,4.000,5.000,917.250,83.000,11.750,1281.500,14.000,30.250,
2022-08-15 15:00:00+02:00,140.500,366.750,477.500,0.000,148.750,,0.000,4.000,5.000,918.250,82.000,11.750,1140.500,13.250,51.000,
2022-08-15 16:00:00+02:00,140.250,371.250,477.250,0.000,120.750,,0.000,4.000,5.000,916.500,77.000,11.500,868.500,13.500,18.250,
2022-08-15 17:00:00+02:00,140.000,370.750,609.000,0.000,101.500,,0.000,4.000,5.000,918.000,69.750,11.500,557.500,14.500,8.250,
2022-08-15 18:00:00+02:00,139.250,344.000,820.750,0.000,0.000,0.000,0.000,4.000,5.000,917.250,60.000,11.000,192.500,14.250,7.250,
2022-08-15 19:00:00+02:00,141.000,342.500,920.000,0.000,0.000,,0.000,3.750,5.000,916.750,53.500,11.000,29.250,14.750,4.250,
2022-08-15 20:00:00+02:00,141.250,344.000,1114.250,0.000,3.250,,0.000,3.000,5.000,917.000,53.250,11.000,0.000,14.750,3.250,
2022-08-15 21:00:00+02:00,141.250,345.000,1104.250,0.000,40.750,,0.000,3.000,5.000,916.250,52.750,11.000,0.000,14.750,12.500,
2022-08-15 22:00:00+02:00,142.000,338.750,942.500,0.000,0.000,,0.000,3.000,5.000,916.750,52.250,11.000,0.000,14.750,5.250,
2022-08-15 23:00:00+02:00,141.250,345.750,921.500,0.000,0.000,,0.000,3.000,5.000,917.000,52.250,11.000,0.000,15.250,5.000,
2022-08-16 00:00:00+02:00,140.500,334.750,851.750,0.000,0.000,,0.000,3.000,5.000,916.500,55.500,11.000,0.000,16.000,7.250,
2022-08-16 01:00:00+02:00,139.250,337.500,824.000,0.000,0.000,0.000,0.000,3.000,5.000,915.750,55.250,11.250,0.000,16.000,8.000,
2022-08-16 02:00:00+02:00,139.500,334.000,862.000,0.000,0.000,,0.000,3.000,5.000,916.000,54.000,10.750,0.000,15.500,26.500,
2022-08-16 03:00:00+02:00,138.500,340.750,893.750,0.000,0.000,,0.000,3.000,5.000,916.250,55.000,10.250,0.000,15.000,44.250,
2022-08-16 04:00:00+02:00,139.500,330.000,882.750,0.000,0.000,,0.000,3.750,5.000,917.250,54.000,10.000,0.000,15.750,65.250,
2022-08-16 05:00:00+02:00,139.000,334.000,978.500,0.000,0.000,,0.000,4.000,5.000,916.500,54.000,10.000,2.500,15.500,57.750,
2022-08-16 06:00:00+02:00,141.500,338.000,1067.250,0.000,0.000,,0.000,4.000,5.000,916.000,57.500,11.500,79.750,15.750,80.250,
2022-08-16 07:00:00+02:00,142.000,341.500,1100.000,0.000,0.000,0.000,0.000,4.000,5.000,916.750,61.250,12.000,343.500,15.250,52.000,
2022-08-16 08:00:00+02:00,141.750,342.750,1191.000,0.000,0.000,,0.000,4.000,5.000,916.750,69.250,12.000,774.500,13.750,37.750,
2022-08-16 09:00:00+02:00,141.500,354.500,1085.750,0.000,0.000,,0.000,3.500,5.000,917.500,76.500,12.000,1191.000,13.750,36.500,
2022-08-16 10:00:00+02:00,140.500,341.250,1003.250,0.000,0.000,,0.000,3.000,5.000,917.500,80.750,11.000,1526.250,14.250,30.250,
2022-08-16 11:00:00+02:00,142.250,354.250,1009.250,0.000,0.000,,0.000,3.000,5.000,917.250,84.250,11.250,1710.000,14.750,19.500,
2022-08-16 12:00:00+02:00,140.500,354.750,1102.000,0.000,0.000,,0.000,3.000,5.000,918.000,85.000,10.750,1737.500,14.250,11.500,
2022-08-16 13:00:00+02:00,140.250,352.500,1222.750,0.000,0.000,0.000,0.000,3.000,5.000,917.750,84.250,10.250,1617.750,13.750,9.500,
2022-08-16 14:00:00+02:00,141.500,351.500,1098.500,0.000,0.250,,0.000,3.000,5.000,917.250,84.250,11.000,1431.000,14.000,17.000,
2022-08-16 15:00:00+02:00,142.250,357.000,1166.750,0.000,0.000,,0.000,3.000,5.000,917.250,84.250,10.750,1105.250,13.750,26.500,
2022-08-16 16:00:00+02:00,138.750,352.750,1131.750,0.000,0.000,,0.000,3.750,5.000,914.500,79.750,11.000,771.500,14.500,46.750,
2022-08-16 17:00:00+02:00,139.250,352.750,1077.500,0.000,0.000,,0.000,4.750,5.000,912.750,71.250,11.500,436.000,14.750,57.250,
2022-08-16 18:00:00+02:00,140.250,353.750,1042.000,0.250,0.000,,0.000,4.500,5.000,913.000,61.750,11.000,182.500,13.750,43.750,
2022-08-16 19:00:00+02:00,139.250,322.750,1084.500,0.500,0.000,0.000,0.000,4.000,5.000,912.750,55.250,11.000,33.000,14.000,27.500,
2022-08-16 20:00:00+02:00,141.250,272.500,1192.500,0.000,0.000,,0.000,4.000,5.000,913.000,54.750,11.000,0.000,14.500,44.750,
2022-08-16 21:00:00+02:00,141.750,267.000,1171.250,0.000,0.000,,0.000,4.500,5.000,912.500,54.750,11.000,0.000,14.750,38.500,
2022-08-16 22:00:00+02:00,142.500,278.000,959.250,0.000,0.000,,0.000,4.000,5.000,913.000,54.500,10.750,0.000,14.000,17.250,
2022-08-16 23:00:00+02:00,143.250,346.250,893.000,0.000,0.000,,0.000,3.250,5.000,912.750,54.250,11.000,0.000,14.500,13.250,
2022-08-17 00:00:00+02:00,141.250,340.250,884.500,0.000,0.000,,0.000,3.000,5.000,912.250,50.250,10.500,0.000,15.000,9.500,
2022-08-17 01:00:00+02:00,140.500,333.500,912.250,0.000,0.000,,0.000,3.000,5.000,912.500,50.250,10.250,0.000,14.750,6.500,
2022-08-17 02:00:00+02:00,138.750,339.000,934.250,0.000,0.000,0.000,0.000,3.000,5.000,914.250,49.750,9.750,0.000,15.500,3.250,
2022-08-17 03:00:00+02:00,139.250,342.250,898.250,0.000,0.000,,0.000,3.000,5.000,913.250,50.000,9.500,0.000,15.000,4.000,
2022-08-17 04:00:00+02:00,139.500,333.000,905.500,0.000,0.000,,0.000,3.000,5.000,913.000,49.000,9.000,0.000,14.500,4.250,
2022-08-17 05:00:00+02:00,139.500,347.000,1007.000,0.000,0.000,,0.000,3.000,5.000,913.000,49.000,9.000,2.750,14.250,4.500,
2022-08-17 06:00:00+02:00,139.750,329.000,1185.000,0.000,0.000,,0.000,3.000,5.000,912.500,52.500,10.250,83.500,14.500,4.000,
2022-08-17 07:00:00+02:00,141.000,335.250,1134.000,0.000,0.000,,0.000,3.000,5.000,912.000,56.250,11.500,408.500,15.250,2.000,
2022-08-17 08:00:00+02:00,139.000,337.750,1161.750,0.000,0.000,0.000,0.000,3.000,5.000,912.000,64.000,12.000,887.250,13.750,0.000,
2022-08-17 09:00:00+02:00,140.750,345.000,1097.000,0.000,0.000,0.000,0.000,3.000,5.000,911.750,71.500,11.250,1299.500,14.000,0.000,
2022-08-17 10:00:00+02:00,147.750,336.500,1154.750,1.000,0.000,,0.000,3.750,5.000,911.750,75.500,10.750,1588.000,14.750,0.000,
2022-08-17 11:00:00+02:00,148.750,346.250,1172.250,0.250,0.000,,0.000,4.000,5.000,912.500,79.250,11.000,1731.750,13.500,0.250,
2022-08-17 12:00:00+02:00,161.000,347.750,1185.000,0.250,0.000,,0.000,4.000,5.000,912.000,80.000,12.250,1739.750,13.250,1.250,
2022-08-17 13:00:00+02:00,164.500,348.000,1094.750,0.000,0.000,,0.000,4.000,5.000,908.750,79.000,12.000,1700.500,13.750,3.000,
2022-08-17 14:00:00+02:00,164.250,346.500,1046.250,0.000,0.000,0.000,0.000,4.000,5.000,908.750,79.000,13.250,1537.250,14.000,4.250,
2022-08-17 15:00:00+02:00,163.000,350.750,1040.750,0.000,0.000,,0.000,4.000,5.000,907.750,79.000,13.000,1338.250,13.500,3.750,
2022-08-17 16:00:00+02:00,163.250,343.750,1098.750,0.000,0.000,,0.000,4.000,5.000,908.000,74.000,12.250,1013.750,13.750,3.000,
2022-08-17 17:00:00+02:00,163.750,343.250,1151.250,0.000,0.000,,0.000,4.000,5.000,908.500,66.500,12.500,608.500,14.750,11.000,
2022-08-17 18:00:00+02:00,161.000,347.750,1204.750,0.000,0.000,,0.000,4.000,5.000,908.500,57.000,13.000,206.250,14.750,10.000,
2022-08-17 19:00:00+02:00,160.750,341.750,1262.500,0.000,0.000,,0.000,4.000,5.000,908.000,50.250,14.000,23.250,14.000,10.250,
2022-08-17 20:00:00+02:00,161.750,342.500,1278.250,0.000,0.000,,0.000,4.000,5.000,908.250,49.750,13.000,0.000,14.750,12.250,
2022-08-17 21:00:00+02:00,158.000,342.250,1154.750,0.000,0.000,,0.000,4.000,5.000,906.500,49.500,13.000,0.000,15.000,10.750,
2022-08-17 22:00:00+02:00,160.000,334.500,946.750,0.000,0.000,,0.000,3.250,5.000,906.750,49.500,13.000,0.000,15.250,25.000,
2022-08-17 23:00:00+02:00,156.250,342.500,859.000,0.000,0.000,,0.000,3.000,5.000,907.250,49.750,13.000,0.000,14.750,51.250,
2022-08-18 00:00:00+02:00,156.000,332.250,915.250,0.000,0.000,,0.000,3.000,5.000,906.500,54.000,12.000,0.000,14.500,44.000,
2022-08-18 01:00:00+02:00,164.250,331.000,930.250,0.000,0.000,,0.000,3.000,5.000,908.500,54.500,12.000,0.000,13.750,15.250,
2022-08-18 02:00:00+02:00,163.000,331.000,914.750,0.000,0.000,0.000,0.000,3.000,5.000,908.250,53.250,12.000,0.000,14.000,9.750,
2022-08-18 03:00:00+02:00,161.750,339.500,906.500,0.000,0.000,0.000,0.000,3.000,5.000,908.000,54.000,12.000,0.000,14.000,5.000,
2022-08-18 04:00:00+02:00,160.500,322.750,911.500,0.000,0.000,,0.000,3.000,5.000,909.250,53.250,12.000,0.000,12.250,3.000,
2022-08-18 05:00:00+02:00,158.750,337.250,959.500,0.250,0.000,,0.000,3.000,5.000,908.750,53.250,11.500,3.000,9.000,19.500,
2022-08-18 06:00:00+02:00,162.500,333.750,1085.750,0.000,0.000,,0.000,3.000,5.000,908.750,56.500,12.750,89.000,8.500,60.500,
2022-08-18 07:00:00+02:00,164.000,335.750,1081.500,0.000,0.000,,0.000,3.000,5.000,907.750,60.250,12.000,405.250,14.250,54.500,
2022-08-18 08:00:00+02:00,159.250,340.500,1089.500,0.000,0.000,,0.000,3.500,5.000,907.750,68.000,13.000,873.500,15.750,29.000,
2022-08-18 09:00:00+02:00,158.250,346.750,1127.500,0.250,0.000,0.000,0.000,4.000,5.000,907.750,75.500,12.500,1277.500,16.000,11.500,
2022-08-18 10:00:00+02:00,158.000,342.000,1093.250,0.500,0.000,,0.000,4.000,5.000,907.250,79.500,12.500,1563.500,16.500,12.250,
2022-08-18 11:00:00+02:00,158.500,344.500,1063.500,0.000,0.000,,0.000,4.000,5.000,907.250,83.250,13.000,1718.750,16.250,12.250,
2022-08-18 12:00:00+02:00,156.500,347.750,1038.250,0.000,0.000,,0.000,4.000,5.000,907.500,83.750,12.250,1769.000,15.500,24.000,
2022-08-18 13:00:00+02:00,156.000,348.250,1016.000,4.250,0.000,,0.000,4.000,5.000,907.500,83.250,11.250,1732.750,15.500,26.000,
2022-08-18 14:00:00+02:00,156.000,345.250,1029.750,0.500,0.000,,0.000,4.000,5.000,907.500,83.250,11.250,1600.750,15.000,18.250,
2022-08-18 15:00:00+02:00,156.250,346.500,1051.750,0.500,0.000,0.000,0.000,4.000,5.000,906.000,82.750,12.250,1340.000,16.750,12.250,
2022-08-18 16:00:00+02:00,161.750,348.250,1106.250,0.000,0.000,,0.000,4.000,5.000,905.000,78.750,12.500,953.500,16.000,26.250,
2022-08-18 17:00:00+02:00,162.250,341.000,1120.250,3.250,0.000,,0.000,4.000,5.000,903.500,70.750,11.250,525.750,15.750,45.250,
2022-08-18 18:00:00+02:00,162.250,339.250,1204.750,2.000,1.750,,0.000,3.750,5.000,898.500,61.500,12.000,175.500,14.750,28.250,
2022-08-18 19:00:00+02:00,163.500,333.000,1168.500,2.500,81.250,,0.000,3.000,5.000,896.000,54.000,12.750,21.000,14.250,5.750,
2022-08-18 20:00:00+02:00,164.250,330.000,1175.000,0.250,50.750,,0.000,3.000,5.000,896.250,53.250,13.000,0.000,15.000,6.750,
2022-08-18 21:00:00+02:00,164.500,337.250,1117.000,0.000,2.000,,0.000,3.000,5.000,895.250,53.250,13.000,0.000,14.750,36.500,
2022-08-18 22:00:00+02:00,166.750,334.000,976.750,0.000,0.000,,0.000,3.500,5.000,898.250,53.250,12.250,0.000,15.500,64.250,
2022-08-18 23:00:00+02:00,167.750,334.000,914.000,0.000,0.000,,0.000,3.000,5.000,899.500,53.250,12.000,0.000,15.500,66.500,
2022-08-19 00:00:00+02:00,165.500,322.750,926.750,0.000,0.000,,0.000,3.000,5.000,903.250,40.250,12.000,0.000,17.000,49.250,
2022-08-19 01:00:00+02:00,164.250,321.500,964.750,0.000,0.000,,0.000,3.000,5.000,905.000,40.500,12.000,0.000,21.000,55.500,
2022-08-19 02:00:00+02:00,164.000,322.000,963.750,0.000,0.000,,0.000,3.000,5.000,904.500,39.250,12.000,0.000,21.000,40.500,
2022-08-19 03:00:00+02:00,163.250,327.750,922.500,0.000,0.000,0.000,0.000,3.000,5.000,904.500,40.000,11.500,0.000,20.750,66.750,
2022-08-19 04:00:00+02:00,163.750,321.500,929.000,0.000,0.000,0.000,0.000,3.000,5.000,905.250,39.250,11.000,0.000,21.500,58.000,
2022-08-19 05:00:00+02:00,163.750,326.250,1055.000,0.000,0.000,,0.000,3.000,5.000,904.750,39.500,11.000,3.250,21.250,40.000,
2022-08-19 06:00:00+02:00,163.000,318.750,1070.250,0.000,0.000,,0.000,3.000,5.000,903.500,42.500,13.000,98.000,22.250,74.500,
2022-08-19 07:00:00+02:00,163.000,321.500,1112.250,0.000,0.000,,0.000,3.000,5.000,905.250,46.250,12.750,360.750,21.250,64.000,
2022-08-19 08:00:00+02:00,163.000,325.500,1193.500,0.500,0.000,,0.000,3.000,5.000,904.500,54.500,12.750,727.000,20.750,37.500,
2022-08-19 09:00:00+02:00,164.000,334.500,1164.250,0.000,0.000,0.000,0.000,3.750,5.000,903.000,61.750,12.500,1096.250,21.000,36.500,
2022-08-19 10:00:00+02:00,164.000,329.750,1146.750,0.000,0.000,0.000,0.000,4.000,5.000,903.250,65.750,13.250,1373.750,19.500,43.000,
2022-08-19 11:00:00+02:00,162.750,339.250,1095.750,0.000,0.000,,0.000,4.000,5.000,902.000,69.250,13.000,1496.250,19.750,34.500,
2022-08-19 12:00:00+02:00,160.750,341.250,1096.250,0.000,0.000,,0.000,4.000,5.000,899.750,69.750,13.000,1405.750,19.250,42.750,
2022-08-19 13:00:00+02:00,158.500,339.500,1083.000,0.000,0.000,,0.000,4.000,5.000,900.250,70.000,12.750,1332.750,19.750,56.250,
2022-08-19 14:00:00+02:00,154.750,338.500,1143.500,0.000,0.000,,0.000,4.000,5.000,900.000,69.500,12.500,1141.750,19.250,120.250,
2022-08-19 15:00:00+02:00,154.750,343.500,1054.250,0.000,0.000,,0.000,4.000,5.000,898.000,69.000,11.750,945.750,18.250,136.750,
2022-08-19 16:00:00+02:00,149.750,337.750,1028.250,0.000,0.000,0.000,0.000,4.000,5.000,894.250,64.250,12.250,729.000,19.000,43.000,
2022-08-19 17:00:00+02:00,143.250,329.750,1010.000,0.000,0.000,,0.000,4.000,5.000,893.000,56.000,13.000,417.500,18.500,59.750,
2022-08-19 18:00:00+02:00,123.000,334.250,1028.750,0.000,0.000,,0.000,4.000,5.000,893.250,46.500,11.500,141.500,19.250,37.500,
2022-08-19 19:00:00+02:00,123.750,333.500,1039.750,0.000,0.000,,0.000,4.000,5.000,893.000,40.250,12.000,11.250,18.750,21.750,
2022-08-19 20:00:00+02:00,124.250,338.250,1072.750,0.000,0.000,,0.000,4.000,5.000,893.750,40.000,12.250,0.000,19.750,10.000,
2022-08-19 21:00:00+02:00,121.250,341.000,1048.500,0.000,0.000,,0.000,4.000,5.000,898.750,40.000,11.750,0.000,20.500,24.000,
2022-08-19 22:00:00+02:00,122.750,334.500,898.500,0.000,0.000,0.000,0.000,3.750,5.000,900.500,39.250,12.000,0.000,20.000,65.000,
2022-08-19 23:00:00+02:00,116.750,330.750,866.000,0.000,0.000,,0.000,3.000,5.000,900.750,39.250,12.000,0.000,19.500,104.500,
2022-08-20 00:00:00+02:00,117.750,324.000,627.500,0.000,0.000,,0.000,3.000,5.000,900.500,41.250,12.000,0.000,19.750,20.000,
2022-08-20 01:00:00+02:00,116.500,323.750,550.500,0.000,0.000,,0.000,3.000,5.000,900.500,41.250,12.000,0.000,20.000,20.750,
2022-08-20 02:00:00+02:00,115.500,325.000,553.250,0.000,0.000,,0.000,3.000,5.000,901.250,40.250,11.750,0.000,19.000,21.500,
2022-08-20 03:00:00+02:00,116.500,320.500,509.750,0.000,0.000,,0.000,3.000,5.000,903.000,41.250,12.000,0.000,19.250,57.750,
2022-08-20 04:00:00+02:00,116.750,328.000,517.250,0.000,2.250,,0.000,3.750,5.000,903.000,40.250,12.000,0.000,19.750,14.250,
2022-08-20 05:00:00+02:00,119.000,318.250,501.250,0.000,41.750,,0.000,4.000,5.000,903.750,40.250,12.000,2.000,19.750,15.000,
2022-08-20 06:00:00+02:00,118.500,311.000,471.500,0.000,0.000,,0.000,4.000,5.000,900.250,43.250,12.750,64.500,21.000,31.500,
2022-08-20 07:00:00+02:00,118.500,315.500,478.000,0.000,0.000,,0.000,4.000,5.000,897.750,47.250,12.500,201.250,20.500,18.750,
