,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Solar,Waste,Wind Offshore,Wind Onshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,,,,,
2022-08-08 11:00:00+02:00,3973.750,12282.250,1842.000,7240.750,290.500,19.000,350.750,1685.250,1225.000,120.500,3987.250,199.500,90.250,33147.750,0.000,502.250,2.500,1100.500,0.000
2022-08-08 12:00:00+02:00,3920.750,12199.250,1876.500,7143.500,291.000,18.750,463.000,1420.750,1248.000,53.500,3986.500,200.000,93.750,34364.750,0.000,412.750,0.000,1160.500,0.000
2022-08-08 13:00:00+02:00,3889.000,12257.250,1933.750,7175.000,291.000,18.000,241.750,1312.250,1251.500,53.750,3982.000,200.000,93.500,33908.250,0.000,708.500,0.000,1062.250,0.000
2022-08-08 14:00:00+02:00,3869.250,12420.000,1977.500,7115.500,291.000,18.000,18.750,2140.000,1245.750,42.250,3982.000,199.000,91.750,32496.000,0.000,795.750,1.750,1243.250,0.000
2022-08-08 15:00:00+02:00,3926.750,12381.750,1998.000,7207.250,291.000,18.000,32.500,2639.250,1244.750,34.500,3981.500,199.000,91.250,29619.500,0.000,815.250,16.750,1769.000,0.000
2022-08-08 16:00:00+02:00,4022.500,12307.750,2042.250,7338.250,290.500,17.250,148.250,2122.000,1241.000,23.750,3970.000,199.000,92.000,24977.000,0.000,819.250,45.250,2362.500,0.000
2022-08-08 17:00:00+02:00,4188.750,12468.500,2394.250,7785.250,291.000,17.000,735.500,923.000,1241.000,143.000,3966.000,199.000,93.000,18320.000,0.000,811.250,84.500,2989.250,0.000
2022-08-08 18:00:00+02:00,4378.750,12591.750,2685.250,7915.750,291.000,17.000,3046.500,231.000,1217.500,228.250,3961.000,199.250,93.500,10197.750,0.000,823.750,132.750,3668.000,0.000
2022-08-08 19:00:00+02:00,4484.750,12382.000,2821.750,7974.750,291.000,18.250,5632.000,5.750,1204.000,318.250,3959.250,199.250,92.750,3517.750,0.000,821.000,111.500,4617.500,0.000
2022-08-08 20:00:00+02:00,4484.500,12407.000,2853.500,7952.500,291.000,19.500,5753.500,6.000,1179.750,371.500,3965.250,199.500,94.500,500.750,0.000,827.500,154.750,5486.000,0.000
2022-08-08 21:00:00+02:00,4428.250,12421.000,2819.750,7924.000,291.750,20.750,4189.000,7.500,1167.000,478.000,3969.750,199.250,91.000,6.000,0.000,831.500,110.250,7296.250,0.000
2022-08-08 22:00:00+02:00,4285.250,12372.250,2871.250,7903.250,293.000,21.500,2600.250,16.750,1167.000,383.250,3975.000,199.750,87.000,3.250,0.000,830.750,34.750,8900.250,0.000
2022-08-08 23:00:00+02:00,4091.000,12327.250,3041.000,7745.250,293.000,23.000,1035.500,417.500,1157.750,182.250,3976.000,199.500,86.500,3.000,0.000,841.500,22.250,9323.750,0.000
2022-08-09 00:00:00+02:00,3933.000,12584.500,2376.250,7442.250,293.000,23.750,271.750,1512.750,1162.000,133.500,3983.250,198.750,87.250,3.000,0.000,884.000,18.750,8782.750,0.000
2022-08-09 01:00:00+02:00,3891.250,12813.000,2410.250,7470.250,293.000,24.000,145.500,1577.000,1151.500,140.750,3992.000,198.000,88.750,3.000,0.000,890.250,6.250,7655.250,0.000
2022-08-09 02:00:00+02:00,3858.500,12854.000,2289.750,7652.000,293.000,24.000,65.500,1918.250,1173.000,202.750,3995.750,198.500,87.750,3.000,0.000,892.750,2.250,6516.250,0.000
2022-08-09 03:00:00+02:00,3838.500,12851.750,2356.000,7688.750,293.000,25.000,43.500,2001.250,1196.000,122.500,4001.500,198.250,89.500,3.000,0.000,892.000,1.000,5530.500,0.000
2022-08-09 04:00:00+02:00,3835.750,12797.500,2406.000,7679.000,293.000,25.000,181.000,1571.750,1210.000,126.000,4005.500,198.250,91.250,3.000,0.000,888.250,7.500,4932.750,0.000
2022-08-09 05:00:00+02:00,3911.250,12756.750,2662.250,7857.500,293.000,25.000,222.750,905.250,1227.500,247.000,4008.250,198.750,91.500,16.500,0.000,878.000,12.000,4925.750,0.000
2022-08-09 06:00:00+02:00,4215.500,12795.250,2802.250,7950.250,293.000,25.750,851.500,514.250,1219.750,387.500,4007.500,199.000,91.000,797.250,0.000,878.250,7.500,5255.250,0.000
2022-08-09 07:00:00+02:00,4391.750,12935.500,2925.000,7937.000,293.000,24.000,2688.000,26.500,1258.250,373.000,4013.000,199.000,88.750,4960.500,0.000,876.000,2.500,4591.500,0.000
2022-08-09 08:00:00+02:00,4400.250,12960.750,2967.250,7741.750,293.000,22.250,2718.000,11.000,1252.000,466.250,4003.750,199.000,86.000,12769.750,0.000,887.750,1.000,2529.250,0.000
2022-08-09 09:00:00+02:00,4239.000,12760.250,2954.000,7648.000,293.000,20.750,1943.500,134.000,1242.000,233.750,3996.500,199.000,87.250,21525.500,0.000,876.250,0.000,1402.250,0.000
2022-08-09 10:00:00+02:00,4030.000,12672.000,2532.000,7500.750,293.000,19.750,380.500,1053.500,1254.500,221.250,3984.250,199.000,87.750,29029.250,0.000,870.250,1.750,1595.500,0.000
2022-08-09 11:00:00+02:00,3961.000,12117.500,2369.750,7341.000,293.000,19.000,83.000,1880.500,1268.250,119.250,3974.500,199.000,85.000,33964.500,0.000,865.500,0.250,2227.500,0.000
2022-08-09 12:00:00+02:00,3889.000,12117.000,2371.250,7186.000,293.000,18.750,23.750,5115.500,1251.250,20.000,3969.500,199.000,85.000,35970.250,0.000,861.250,0.000,2427.000,0.000
2022-08-09 13:00:00+02:00,3864.500,12109.500,2248.500,6900.000,293.000,18.000,26.000,5545.500,1254.000,18.000,3969.000,199.000,86.500,35340.500,0.000,852.000,0.000,2258.500,0.000
2022-08-09 14:00:00+02:00,3884.250,12121.250,2266.000,7085.750,293.000,18.000,61.000,5255.000,1271.250,16.500,3965.500,198.250,87.000,33144.000,0.000,860.750,0.000,2341.500,0.000
2022-08-09 15:00:00+02:00,3924.250,12068.000,2294.000,7261.250,293.000,17.250,107.000,4442.250,1243.750,19.500,3961.750,198.250,86.500,30077.000,0.000,861.500,1.000,2658.250,0.000
2022-08-09 16:00:00+02:00,4011.000,11943.000,2337.000,7645.750,293.000,17.000,165.750,4073.250,1207.750,13.000,3961.000,198.500,86.500,25064.000,0.000,876.250,7.000,3303.250,0.000
2022-08-09 17:00:00+02:00,4164.750,12435.750,2526.750,7903.750,293.000,17.000,566.750,1835.250,1219.250,179.000,3956.500,198.750,86.250,18438.500,0.000,879.750,18.750,3984.000,0.000
2022-08-09 18:00:00+02:00,4354.750,12744.000,2764.500,8102.250,293.000,17.500,1913.750,379.250,1183.750,461.500,3956.000,198.750,86.500,10379.500,0.000,879.250,15.250,4869.250,0.000
2022-08-09 19:00:00+02:00,4478.500,12784.500,2949.500,8224.500,293.000,18.000,4395.750,6.750,1155.500,543.250,3955.000,198.500,89.000,3519.250,0.000,879.750,11.500,5569.500,0.000
2022-08-09 20:00:00+02:00,4501.000,12795.250,2978.250,8333.000,292.500,19.000,6021.750,3.750,1141.750,515.250,3956.000,198.500,88.750,469.500,0.000,887.500,44.000,6281.750,0.000
2022-08-09 21:00:00+02:00,4427.500,12754.250,2923.750,8316.250,292.750,20.250,3769.250,71.750,1122.250,368.750,3955.000,199.000,89.750,5.500,0.000,891.750,95.500,8772.500,0.000
2022-08-09 22:00:00+02:00,4283.250,12695.250,2900.250,8304.000,293.250,21.250,1665.500,267.500,1110.500,176.250,3968.250,199.000,91.750,4.250,0.000,896.750,57.750,10892.750,0.000
2022-08-09 23:00:00+02:00,4057.500,12735.250,2548.000,8174.250,293.000,22.250,303.500,972.750,1121.750,101.500,3971.000,199.000,92.000,4.250,0.000,902.250,114.250,11509.500,0.000
2022-08-10 00:00:00+02:00,3883.750,12709.250,2514.000,7879.500,293.000,23.000,7.250,1334.250,1124.250,68.500,3978.500,201.000,90.000,4.000,0.000,912.000,56.000,10673.000,0.000
2022-08-10 01:00:00+02:00,3818.500,12675.000,2400.500,7632.750,293.000,23.750,88.750,2119.500,1121.750,111.750,3982.000,201.000,89.250,4.000,0.000,917.500,53.250,9186.500,0.000
2022-08-10 02:00:00+02:00,3797.750,12722.250,2383.250,7788.250,293.000,24.000,46.000,2569.000,1125.000,187.750,3985.500,200.500,89.500,4.000,0.000,923.500,38.250,7889.500,0.000
2022-08-10 03:00:00+02:00,3792.750,12798.500,2377.000,7681.000,293.000,24.500,25.500,3079.500,1124.500,132.250,3987.500,200.000,91.000,3.000,0.000,925.500,18.750,6765.750,0.000
2022-08-10 04:00:00+02:00,3812.500,12792.500,2358.500,7900.500,293.000,25.000,85.750,1447.000,1144.500,123.750,3996.500,200.000,91.000,4.000,0.000,927.250,12.500,5804.250,0.000
2022-08-10 05:00:00+02:00,3904.000,12836.500,2446.750,8075.750,293.250,24.250,374.250,665.000,1179.250,134.750,4000.500,200.000,92.000,15.250,0.000,907.500,5.750,5245.250,0.000
2022-08-10 06:00:00+02:00,4203.500,12806.250,2658.250,8118.750,293.000,24.000,1544.250,116.500,1202.000,225.250,4001.750,201.000,93.000,805.500,0.000,908.750,8.750,5149.250,0.000
2022-08-10 07:00:00+02:00,4369.750,12783.000,2691.500,8356.250,295.750,23.500,2417.000,5.750,1207.000,182.500,3996.500,201.000,92.000,5085.000,0.000,910.500,24.250,4438.500,0.000
2022-08-10 08:00:00+02:00,4368.750,12863.250,2598.250,8171.250,296.250,22.250,2927.000,5.500,1207.000,180.000,3993.750,201.000,87.750,13206.750,0.000,905.000,41.750,2270.500,0.000
2022-08-10 09:00:00+02:00,4195.000,12828.750,2450.000,7872.750,291.750,21.000,1681.750,218.000,1258.500,112.000,3982.750,201.000,85.250,22175.750,0.000,896.250,88.000,1306.500,0.000
2022-08-10 10:00:00+02:00,3962.250,12699.250,2301.750,7563.750,291.000,19.250,420.500,1448.250,1276.000,98.250,3974.000,201.000,84.000,29316.500,0.000,892.000,54.500,2052.750,0.000
2022-08-10 11:00:00+02:00,3854.000,12710.000,2168.750,7401.000,291.000,18.000,82.000,2352.500,1284.000,42.000,3960.500,201.000,84.000,33637.500,0.000,876.000,22.000,3213.250,0.000
2022-08-10 12:00:00+02:00,3799.500,12697.500,2205.500,7321.500,291.000,16.250,3.000,4955.000,1303.750,45.750,3954.750,201.000,86.500,35323.250,0.000,881.750,29.250,3688.750,0.000
2022-08-10 13:00:00+02:00,3779.750,12545.250,2160.500,7225.250,291.000,15.250,16.000,6039.000,1311.500,25.500,3949.500,201.000,84.750,35566.750,0.000,881.750,41.500,3433.750,0.000
2022-08-10 14:00:00+02:00,3781.750,12523.000,2148.500,7162.500,292.000,15.000,13.750,5726.250,1302.500,34.000,3951.750,201.000,85.250,33956.500,0.000,881.750,53.250,3478.500,0.000
2022-08-10 15:00:00+02:00,3818.000,12597.500,2177.750,7267.750,293.000,15.000,66.250,5090.250,1266.500,36.000,3949.250,201.000,84.500,30924.250,0.000,882.250,116.250,3554.750,0.000
2022-08-10 16:00:00+02:00,3917.250,12594.750,2262.000,7490.000,293.000,15.000,137.750,3013.000,1256.500,81.750,3947.000,201.000,87.000,25889.750,0.000,879.250,181.000,3650.000,0.000
2022-08-10 17:00:00+02:00,4080.750,12639.250,2696.000,7706.000,293.000,15.000,1138.750,463.750,1254.000,193.500,3939.250,201.000,89.750,18845.250,0.000,881.250,173.250,3968.750,0.000
2022-08-10 18:00:00+02:00,4306.500,12804.000,2717.000,7818.250,293.000,16.250,3876.500,146.750,1209.750,473.750,3943.000,201.000,91.500,10472.000,0.000,883.000,138.000,4291.000,0.000
2022-08-10 19:00:00+02:00,4421.250,12871.750,2778.750,7866.500,323.000,17.250,6122.500,2.250,1189.500,711.750,3942.250,201.000,93.000,3425.250,0.000,884.500,180.500,4415.000,0.000
2022-08-10 20:00:00+02:00,4445.500,12822.000,2793.250,7727.750,327.250,18.500,6145.250,2.750,1188.000,657.250,3944.250,201.000,94.000,412.250,0.000,896.250,271.000,5135.750,0.000
2022-08-10 21:00:00+02:00,4360.750,12789.250,2786.750,7556.250,293.000,19.500,4795.500,14.000,1165.500,564.250,3954.750,201.000,93.250,4.250,0.000,898.000,329.000,7543.750,0.000
2022-08-10 22:00:00+02:00,4234.000,12343.000,2729.000,7475.000,293.000,20.500,3661.000,130.250,1146.500,453.000,3963.250,201.000,92.250,3.500,0.000,889.750,336.500,10082.250,0.000
2022-08-10 23:00:00+02:00,4079.500,12196.500,2660.000,7278.000,293.000,21.500,1038.250,144.500,1130.750,368.750,3966.500,201.000,92.500,4.000,0.000,904.250,330.500,10815.500,0.000
2022-08-11 00:00:00+02:00,3908.250,12213.250,2314.750,6400.000,293.000,22.500,156.000,642.750,1118.750,88.500,3970.500,199.000,93.000,3.250,0.000,905.500,307.750,10219.750,0.000
2022-08-11 01:00:00+02:00,3849.250,12236.000,2348.000,6290.750,293.000,23.500,124.500,627.250,1123.000,103.000,3972.500,199.000,93.000,3.000,0.000,899.750,237.500,9111.250,0.000
2022-08-11 02:00:00+02:00,3818.500,12226.500,2352.250,6305.250,293.000,24.000,100.000,1578.250,1144.500,143.500,3976.250,199.000,94.750,3.250,0.000,910.250,169.250,7888.750,0.000
2022-08-11 03:00:00+02:00,3786.250,12263.250,2370.000,6396.750,293.000,24.000,117.500,2929.250,1161.000,128.500,3981.750,199.000,94.750,3.000,0.000,910.250,147.750,6485.500,0.000
2022-08-11 04:00:00+02:00,3832.250,12226.250,2567.750,6445.500,293.000,24.000,136.000,1498.500,1191.500,306.750,3989.000,199.000,95.250,3.250,0.000,902.250,129.750,5231.250,0.000
2022-08-11 05:00:00+02:00,3943.750,12248.000,2680.750,6615.250,293.000,24.250,296.000,602.500,1226.750,480.500,3991.500,199.000,95.750,14.000,0.000,889.500,65.500,4517.500,0.000
2022-08-11 06:00:00+02:00,4237.250,12351.500,2754.000,6916.250,293.250,25.000,1821.000,90.500,1244.000,556.250,3992.000,199.000,95.250,750.750,0.000,892.500,36.750,4354.250,0.000
2022-08-11 07:00:00+02:00,4409.500,12398.500,2776.500,7144.500,292.750,23.500,4533.000,7.000,1250.500,642.500,3994.500,199.000,93.750,5102.500,0.000,894.500,33.500,3606.250,0.000
2022-08-11 08:00:00+02:00,4410.500,12418.250,2809.500,7194.000,293.000,22.000,4666.000,3.000,1268.500,662.250,3989.500,199.000,94.000,13292.750,0.000,891.250,25.250,2103.500,0.000
2022-08-11 09:00:00+02:00,4233.000,12438.750,2758.000,7153.000,293.000,20.500,2050.000,55.250,1264.250,659.750,3980.000,199.000,93.250,22170.750,0.000,889.000,17.000,1176.250,0.000
2022-08-11 10:00:00+02:00,4023.000,11606.000,2799.250,6861.000,293.250,19.250,1283.500,552.250,1262.000,499.500,3967.000,199.000,93.500,29382.500,0.000,887.500,7.750,1999.750,0.000
2022-08-11 11:00:00+02:00,3911.000,10948.500,2819.000,6734.500,293.000,18.250,146.000,1686.000,1300.750,141.500,3956.750,199.000,93.000,34232.250,0.000,882.000,28.500,3604.500,0.000
2022-08-11 12:00:00+02:00,3832.250,10751.750,2561.000,6549.250,293.000,17.250,62.500,3930.000,1336.250,163.000,3947.000,199.000,92.750,36836.000,0.000,861.750,24.250,4218.500,0.000
2022-08-11 13:00:00+02:00,3795.750,11199.500,2551.750,6212.000,293.000,15.000,153.500,6341.500,1350.000,89.500,3948.000,199.000,93.000,37414.000,0.000,852.750,15.750,3728.250,0.000
2022-08-11 14:00:00+02:00,3805.000,11179.750,2632.000,6430.500,294.000,15.000,232.000,4942.750,1353.250,102.500,3946.500,199.000,93.000,35717.500,0.000,845.500,32.000,3568.000,0.000
2022-08-11 15:00:00+02:00,3838.250,11460.750,2668.250,6603.000,293.000,15.000,167.000,3428.750,1346.000,215.500,3947.000,199.000,92.000,32132.000,0.000,850.000,79.250,3666.500,0.000
2022-08-11 16:00:00+02:00,3930.000,11572.500,2981.250,6894.000,293.000,15.000,331.000,1196.250,1377.000,358.500,3944.000,199.000,93.250,26489.250,0.000,852.000,121.500,4000.750,0.000
2022-08-11 17:00:00+02:00,4128.750,11538.750,3073.250,7229.250,293.000,15.500,2076.250,66.500,1369.750,708.250,3941.000,199.000,93.500,18927.500,0.000,855.250,120.250,4481.500,0.000
2022-08-11 18:00:00+02:00,4365.750,11543.500,3366.500,7480.000,293.000,16.500,3705.250,35.000,1366.500,764.750,3936.500,199.000,93.750,10208.000,0.000,857.250,109.750,5121.000,0.000
2022-08-11 19:00:00+02:00,4468.500,11559.500,3456.500,7604.750,293.000,18.250,6141.500,4.000,1367.500,760.250,3938.000,199.000,93.750,3278.250,0.000,862.500,70.500,5530.500,0.000
2022-08-11 20:00:00+02:00,4459.500,11523.000,3518.750,7585.500,293.000,19.250,6400.750,1.000,1387.500,869.750,3942.000,199.000,95.000,402.000,0.000,876.750,85.500,6551.000,0.000
2022-08-11 21:00:00+02:00,4385.000,11543.000,3511.500,7488.750,293.000,20.500,4103.750,6.500,1392.500,854.000,3947.250,199.000,95.000,4.750,0.000,881.250,223.250,8902.500,0.000
2022-08-11 22:00:00+02:00,4266.250,11521.750,3470.250,7168.250,293.000,21.000,1498.750,124.750,1385.250,586.750,3952.250,199.000,95.000,3.250,0.000,887.750,362.000,10603.000,0.000
2022-08-11 23:00:00+02:00,4109.750,11498.750,3179.000,6984.500,293.000,21.500,618.750,619.500,1404.000,272.250,3963.000,198.500,94.250,3.000,0.000,887.500,497.250,11057.000,0.000
2022-08-12 00:00:00+02:00,3927.500,11487.250,2377.750,7133.000,293.000,22.500,86.500,1269.750,1416.250,199.000,3968.750,195.750,95.250,3.000,0.000,881.500,611.250,10728.000,0.000
2022-08-12 01:00:00+02:00,3866.500,11371.250,2445.750,7114.500,292.250,23.500,74.750,2398.000,1436.500,134.500,3971.750,195.500,94.750,3.000,0.000,890.250,744.750,9767.000,0.000
2022-08-12 02:00:00+02:00,3856.750,11153.750,2325.750,7094.000,288.000,24.000,38.750,2604.750,1430.000,132.000,3975.000,195.750,95.000,2.500,0.000,894.250,737.000,8394.750,0.000
2022-08-12 03:00:00+02:00,3857.000,11107.500,2499.500,7081.000,287.000,25.000,42.500,2204.000,1433.000,135.500,3986.000,196.000,95.000,3.000,0.000,899.250,564.750,7026.750,0.000
2022-08-12 04:00:00+02:00,3886.750,10689.500,2698.250,7006.750,287.000,25.000,474.750,1165.750,1460.500,266.500,3994.500,195.000,95.000,3.000,0.000,886.250,309.500,5608.750,0.000
2022-08-12 05:00:00+02:00,3981.000,10656.000,2827.500,6955.500,287.000,25.250,1103.500,245.750,1484.000,675.250,3996.250,196.000,94.750,12.000,0.000,881.750,207.750,4429.250,0.000
2022-08-12 06:00:00+02:00,4268.000,10736.500,3152.000,7135.500,298.000,26.000,1844.500,215.500,1506.000,740.500,3998.750,196.000,95.250,695.750,0.000,878.250,165.750,4451.000,0.000
2022-08-12 07:00:00+02:00,4427.250,10700.000,3513.000,7522.500,287.000,24.250,2190.500,69.750,1514.750,729.750,3997.500,196.000,95.250,4988.750,0.000,866.000,137.500,4027.750,0.000
2022-08-12 08:00:00+02:00,4433.250,10720.250,3488.750,7391.000,287.000,20.500,3496.500,34.500,1516.000,692.500,3993.250,196.000,90.250,13149.750,0.000,871.500,167.000,2443.750,0.000
2022-08-12 09:00:00+02:00,4264.750,10557.250,3395.000,7050.000,287.000,19.250,1625.500,42.750,1516.500,390.000,3988.500,196.000,91.500,22111.750,0.000,871.000,179.250,1552.250,0.000
2022-08-12 10:00:00+02:00,4082.500,10186.750,2965.250,6803.500,287.000,18.500,1258.250,458.250,1488.500,288.000,3978.250,196.000,92.500,28795.250,0.000,866.750,194.000,3248.750,0.000
2022-08-12 11:00:00+02:00,3956.750,10046.000,2477.500,6455.500,287.000,18.000,78.000,2113.750,1503.500,99.000,3969.000,196.000,92.750,33317.000,0.000,863.000,330.250,5490.500,0.000
2022-08-12 12:00:00+02:00,3851.000,10003.500,2307.750,5820.250,287.000,18.000,141.000,4337.500,1484.500,137.750,3962.000,196.000,92.250,35542.250,0.000,858.750,357.750,6168.250,0.000
2022-08-12 13:00:00+02:00,3828.750,10185.250,2204.500,5890.250,286.500,17.000,1.250,5476.500,1477.750,71.250,3957.250,196.000,89.500,35380.500,0.000,853.750,393.250,6225.250,0.000
2022-08-12 14:00:00+02:00,3798.500,10139.000,2182.250,5937.250,286.500,17.000,7.500,6030.500,1461.250,90.750,3952.750,196.000,91.500,33124.500,0.000,850.250,469.000,6249.250,0.000
2022-08-12 15:00:00+02:00,3822.000,10380.750,2365.750,6040.250,285.000,17.000,166.000,4439.250,1464.250,229.750,3952.500,196.000,92.000,29203.500,0.000,854.750,472.500,6576.000,0.000
2022-08-12 16:00:00+02:00,3914.000,10434.250,2494.000,6210.750,285.000,17.000,312.750,1342.750,1455.250,210.500,3950.000,196.000,92.500,24130.750,0.000,855.000,478.500,6988.750,0.000
2022-08-12 17:00:00+02:00,4100.500,10529.500,2766.000,6506.250,285.000,17.000,965.500,612.750,1412.000,284.750,3946.500,196.000,91.500,17643.250,0.000,855.750,532.500,7458.500,0.000
2022-08-12 18:00:00+02:00,4334.750,10714.750,3259.500,6724.750,285.000,17.000,3102.500,47.250,1385.750,488.750,3948.000,196.000,92.250,9702.250,0.000,846.500,589.000,7893.500,0.000
2022-08-12 19:00:00+02:00,4447.500,10739.000,3399.250,7088.250,285.500,17.750,5624.250,7.500,1356.250,537.500,3947.250,196.000,94.500,3178.250,0.000,846.750,788.250,7535.000,0.000
2022-08-12 20:00:00+02:00,4446.000,10671.250,3438.250,7147.750,285.000,18.750,6373.750,7.750,1349.250,642.000,3944.750,196.000,94.500,372.500,0.000,855.000,1026.250,6953.250,0.000
2022-08-12 21:00:00+02:00,4400.500,10671.750,3457.750,7144.750,285.000,20.000,4493.000,7.000,1332.000,677.250,3950.500,196.000,95.000,4.750,0.000,846.250,1246.250,8658.250,0.000
2022-08-12 22:00:00+02:00,4265.750,10688.750,3303.500,6948.250,285.000,21.500,1622.250,28.000,1314.500,301.500,3961.750,196.000,95.250,3.500,0.000,852.750,1334.250,9759.500,0.000
2022-08-12 23:00:00+02:00,4127.750,10559.750,2790.750,6773.250,285.000,22.500,226.750,506.250,1300.500,224.500,3960.000,196.000,95.500,3.000,0.000,863.750,1358.000,9552.000,0.000
2022-08-13 00:00:00+02:00,4011.250,10362.000,1896.500,6479.250,285.000,23.250,668.000,129.750,1308.500,229.000,3963.750,208.000,95.500,3.000,0.000,864.000,1545.500,9026.000,0.000
2022-08-13 01:00:00+02:00,3942.500,10263.750,1823.000,6112.500,285.000,24.000,59.000,1065.500,1309.500,234.750,3970.500,207.750,94.500,2.750,0.000,865.500,1280.500,8174.750,0.000
2022-08-13 02:00:00+02:00,3896.500,10282.000,1907.000,6098.000,285.000,24.000,218.750,349.000,1305.250,247.000,3972.500,207.500,93.500,2.750,0.000,876.250,1039.000,7014.750,0.000
2022-08-13 03:00:00+02:00,3879.500,10283.750,1911.750,6038.000,285.250,24.500,180.250,385.000,1300.750,288.000,3974.000,208.000,94.000,2.750,0.000,877.750,763.250,5746.000,0.000
2022-08-13 04:00:00+02:00,3882.000,10290.750,1925.750,6051.750,287.000,25.000,364.500,255.500,1300.250,258.750,3983.250,207.500,91.500,3.500,0.000,875.500,578.750,4539.250,0.000
2022-08-13 05:00:00+02:00,3943.250,10386.250,1947.000,6034.250,287.000,25.000,145.500,149.000,1303.500,341.000,3999.250,207.500,92.250,10.250,0.000,873.000,458.250,4014.500,0.000
2022-08-13 06:00:00+02:00,4110.000,10379.500,1907.750,6120.000,287.000,25.000,95.250,201.250,1313.500,262.750,4007.750,207.750,96.000,607.250,0.000,871.250,403.750,3856.750,0.000
2022-08-13 07:00:00+02:00,4200.750,10377.000,1924.000,6138.500,287.000,24.500,528.500,45.000,1335.750,348.750,4007.750,208.000,95.750,4530.500,0.000,868.500,267.750,3152.750,0.000
2022-08-13 08:00:00+02:00,4162.500,9934.500,1889.000,6152.000,287.000,22.750,1707.750,107.000,1363.000,295.750,4003.000,208.000,94.500,12084.000,0.000,866.000,169.250,2020.500,0.000
2022-08-13 09:00:00+02:00,4088.000,9789.500,1885.750,5876.500,287.000,21.000,1187.500,397.500,1389.250,256.250,3989.250,208.000,95.000,19988.500,0.000,858.500,122.000,987.750,0.000
2022-08-13 10:00:00+02:00,3983.500,9771.250,1853.500,5732.000,287.000,19.500,728.500,1729.750,1382.000,160.750,3980.250,208.000,95.000,25839.500,0.000,854.750,103.500,1593.000,0.000
2022-08-13 11:00:00+02:00,3877.500,9686.000,1833.500,5686.250,287.000,18.500,124.250,3473.250,1397.000,36.250,3968.250,208.000,94.000,29225.250,0.000,850.000,86.750,3314.500,0.000
2022-08-13 12:00:00+02:00,3795.250,9744.250,1790.000,5468.000,288.000,18.000,104.750,4433.750,1406.000,106.750,3960.250,208.000,93.000,29752.250,0.000,834.000,69.750,4718.250,0.000
2022-08-13 13:00:00+02:00,3772.000,9767.250,1756.500,5067.000,289.000,18.000,3.500,5839.000,1374.250,32.250,3955.000,208.000,93.750,29324.750,0.000,839.750,50.750,5141.500,0.000
2022-08-13 14:00:00+02:00,3749.000,9722.750,1735.250,5170.500,289.000,17.500,0.000,6124.500,1341.750,43.250,3954.500,208.000,92.500,28239.500,0.000,839.250,77.750,5048.000,0.000
2022-08-13 15:00:00+02:00,3763.000,9750.250,1816.250,5688.500,289.000,17.000,48.000,5613.000,1336.750,81.250,3954.250,208.000,92.000,25687.750,0.000,837.750,170.500,5246.000,0.000
2022-08-13 16:00:00+02:00,3832.000,9785.750,1908.750,6046.000,289.000,17.000,102.750,2613.750,1331.750,109.500,3949.250,208.000,92.000,21139.500,0.000,836.750,298.500,5531.500,0.000
2022-08-13 17:00:00+02:00,3990.750,9790.250,2197.500,6217.250,289.000,17.000,587.250,439.750,1320.250,193.250,3944.500,208.000,93.000,15379.250,0.000,836.000,518.750,5720.500,0.000
2022-08-13 18:00:00+02:00,4216.750,9931.500,2713.750,6632.500,289.000,17.000,1878.500,132.500,1291.750,491.750,3940.500,208.000,93.250,8803.500,0.000,830.750,650.750,5854.750,0.000
2022-08-13 19:00:00+02:00,4357.750,9915.500,2693.250,6829.750,289.000,17.750,5331.250,8.500,1269.750,762.750,3941.500,208.000,94.000,3052.500,0.000,833.500,834.000,5685.000,0.000
2022-08-13 20:00:00+02:00,4389.250,9935.500,2736.500,6823.750,289.000,19.000,6036.750,2.250,1257.750,779.250,3944.500,208.000,94.250,333.500,0.000,846.250,1056.000,5489.500,0.000
2022-08-13 21:00:00+02:00,4365.500,9942.250,2707.250,6815.250,289.000,20.500,4602.750,5.000,1249.500,689.000,3943.750,208.000,95.000,3.750,0.000,854.750,1458.250,6582.500,0.000
2022-08-13 22:00:00+02:00,4239.000,9955.500,2724.000,6752.250,289.000,21.250,2507.000,15.000,1233.250,433.500,3941.500,207.000,95.000,3.000,0.000,855.250,2106.250,7327.000,0.000
2022-08-13 23:00:00+02:00,4117.250,9913.750,2603.000,6257.250,289.000,22.000,1202.500,222.000,1229.250,195.250,3946.500,207.250,94.750,3.000,0.000,857.000,2350.500,7222.750,0.000
2022-08-14 00:00:00+02:00,4019.250,9877.500,1977.250,6083.750,289.000,22.250,58.250,309.250,1259.500,280.500,3947.500,209.250,94.750,3.000,0.000,840.000,2667.500,6913.750,0.000
