,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Solar,Waste,Wind Offshore,Wind Onshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,,,,,
2022-01-01 00:00:00+01:00,4268.250,3562.000,3498.500,2039.250,279.000,25.250,416.500,2607.000,1435.750,37.250,3304.750,333.000,131.750,2.000,0.000,855.250,5975.500,25602.750,0.000
2022-01-01 01:00:00+01:00,4256.000,3546.750,3414.250,2049.750,279.000,26.000,414.750,2663.500,1429.750,95.250,3348.000,333.000,132.000,2.000,0.000,853.000,5775.250,24347.750,0.000
2022-01-01 02:00:00+01:00,4258.000,3495.000,3408.750,2033.250,279.000,26.000,379.750,2923.500,1428.250,46.750,3344.250,333.000,133.000,2.000,0.000,845.250,5548.000,23188.750,0.000
2022-01-01 03:00:00+01:00,4263.000,3504.750,3414.000,2023.750,279.000,27.000,321.250,3327.750,1428.250,31.500,3342.500,333.000,132.500,2.000,0.000,841.750,5382.750,22113.500,0.000
2022-01-01 04:00:00+01:00,4267.250,3537.500,3428.750,2013.250,279.000,27.000,244.250,3561.750,1426.500,78.500,3342.500,333.000,131.500,2.000,0.000,835.500,5586.500,20620.750,0.000
2022-01-01 05:00:00+01:00,4280.250,3767.000,3421.250,2014.000,279.000,27.000,212.750,2898.750,1419.750,65.750,3347.250,333.000,131.500,2.000,0.000,841.750,4531.250,19587.750,0.000
2022-01-01 06:00:00+01:00,4329.000,3876.250,3447.750,2031.250,280.250,27.000,167.000,2337.250,1415.500,31.000,3343.250,333.000,131.000,2.000,0.000,843.250,4514.750,19292.750,0.000
2022-01-01 07:00:00+01:00,4403.250,3869.500,3471.750,2361.500,281.000,27.000,275.250,1913.750,1419.250,28.750,3329.250,329.500,131.000,2.000,0.000,854.750,4850.000,18058.500,0.000
2022-01-01 08:00:00+01:00,4523.750,3981.750,3605.500,2448.750,281.000,27.000,183.250,1711.750,1432.250,39.500,3343.500,326.000,131.750,224.500,0.000,856.000,4172.000,16698.500,0.000
2022-01-01 09:00:00+01:00,4565.750,4209.500,3526.500,2461.500,281.000,26.250,141.000,1486.250,1442.000,28.000,3330.750,324.500,132.000,1808.250,0.000,851.000,4214.000,15722.250,0.000
2022-01-01 10:00:00+01:00,4574.000,4374.250,3649.250,2444.000,281.000,22.250,206.000,1281.000,1446.250,29.000,3339.250,320.000,130.250,4126.750,0.000,853.250,4051.000,14030.500,0.000
2022-01-01 11:00:00+01:00,4540.250,4423.750,3662.500,2527.000,281.000,20.000,164.250,1502.250,1446.750,42.250,3343.250,320.000,132.250,6371.750,0.000,849.250,4265.000,11948.500,0.000
2022-01-01 12:00:00+01:00,4485.250,4503.500,3656.750,2722.500,281.000,17.000,871.500,689.000,1435.500,25.250,3348.000,320.000,130.750,7461.000,0.000,850.500,4995.000,10403.000,0.000
2022-01-01 13:00:00+01:00,4435.750,4239.750,3546.500,2748.750,281.000,17.000,1336.750,931.250,1434.250,36.500,3344.000,320.000,129.000,6602.500,0.000,851.000,5527.500,9010.750,0.000
2022-01-01 14:00:00+01:00,4451.250,4907.250,3638.750,2930.000,281.000,17.000,2326.500,616.750,1428.500,77.750,3307.500,320.000,129.000,4407.000,0.000,847.000,5889.250,8404.250,0.000
2022-01-01 15:00:00+01:00,4510.750,6367.500,3653.750,3328.250,281.000,17.000,2041.750,295.750,1425.750,82.500,3344.250,320.000,130.500,1677.000,0.000,848.500,6038.250,8818.500,0.000
2022-01-01 16:00:00+01:00,4620.000,7041.500,3587.500,3810.500,281.000,18.000,2933.250,58.500,1422.500,25.750,3346.000,320.000,132.000,134.750,0.000,857.750,6106.500,10687.750,0.000
2022-01-01 17:00:00+01:00,4664.250,7377.750,3548.250,4024.250,281.000,19.500,3629.750,86.250,1414.500,44.250,3349.500,320.000,131.250,2.500,0.000,857.500,6080.000,12998.000,0.000
2022-01-01 18:00:00+01:00,4694.500,7576.000,3549.500,4177.250,281.000,21.500,4089.750,153.750,1411.250,40.750,3351.500,320.000,131.500,2.000,0.000,864.500,6048.500,15100.000,0.000
2022-01-01 19:00:00+01:00,4643.500,7200.500,3603.750,3973.250,281.000,22.000,3367.750,213.500,1408.250,36.750,3350.750,322.500,130.000,2.000,0.000,863.250,6086.000,17064.000,0.000
2022-01-01 20:00:00+01:00,4527.250,6287.000,3708.500,3575.500,281.000,24.500,2139.750,205.750,1412.500,45.500,3352.500,326.000,131.250,2.000,0.000,860.500,6232.500,18067.500,0.000
2022-01-01 21:00:00+01:00,4428.250,5657.250,3620.000,3131.750,281.000,26.000,1222.750,220.750,1415.750,36.750,3353.000,326.000,132.000,2.000,0.000,861.750,6473.250,18578.500,0.000
2022-01-01 22:00:00+01:00,4373.750,5691.000,3569.750,2623.750,281.000,26.750,1393.000,515.000,1413.000,98.250,3357.500,326.000,131.500,2.000,0.000,871.250,6743.250,18675.750,0.000
2022-01-01 23:00:00+01:00,4323.000,4544.500,3499.250,2437.500,281.000,27.500,624.750,591.500,1408.000,36.250,3354.750,326.000,132.000,2.000,0.000,868.750,6932.750,18942.750,0.000
2022-01-02 00:00:00+01:00,4258.750,3648.000,3487.500,2268.000,281.000,28.000,209.750,3564.500,1395.000,33.000,3318.250,326.000,132.000,2.000,0.000,864.750,6943.500,19005.500,0.000
2022-01-02 01:00:00+01:00,4262.750,3666.250,3450.500,2211.500,281.000,28.000,376.500,4282.750,1391.500,66.000,3183.250,326.000,131.500,2.000,0.000,856.250,6835.000,18842.750,0.000
2022-01-02 02:00:00+01:00,4270.000,3520.500,3446.750,2192.250,281.000,27.500,387.250,4143.000,1392.250,114.500,3269.000,326.000,131.000,2.000,0.000,855.250,6783.750,18061.500,0.000
2022-01-02 03:00:00+01:00,4270.250,3457.500,3453.000,2195.000,281.000,27.250,350.500,3918.250,1391.000,123.500,3323.250,326.000,129.500,2.000,0.000,852.500,6274.250,19020.500,0.000
2022-01-02 04:00:00+01:00,4283.250,3459.000,3413.250,2215.500,281.000,27.000,348.250,4109.750,1388.500,129.000,3340.250,326.000,129.000,2.000,0.000,844.500,6037.250,18155.250,0.000
2022-01-02 05:00:00+01:00,4295.000,3468.250,3446.750,2207.000,281.000,27.000,340.250,3914.000,1387.500,123.000,3336.250,326.000,127.250,2.000,0.000,852.250,6314.000,18232.250,0.000
2022-01-02 06:00:00+01:00,4350.500,3451.250,3508.500,2225.750,281.000,26.500,292.500,2162.500,1383.750,55.750,3330.750,326.000,125.750,2.000,0.000,843.250,6000.500,19090.750,0.000
2022-01-02 07:00:00+01:00,4400.500,3469.250,3553.750,2234.250,281.000,26.250,841.500,1498.000,1381.500,23.750,3362.000,325.750,126.250,2.500,0.000,849.250,5377.000,20699.000,0.000
2022-01-02 08:00:00+01:00,4506.750,3616.000,3634.250,2071.750,281.000,26.000,1556.250,1157.250,1381.750,35.500,3345.000,326.000,125.750,337.000,0.000,847.250,5620.750,22741.750,0.000
2022-01-02 09:00:00+01:00,4548.500,3610.500,3565.750,2116.500,281.000,25.500,1466.500,1067.750,1381.250,36.000,3358.750,326.000,127.000,1961.750,0.000,843.250,5098.500,23713.500,0.000
2022-01-02 10:00:00+01:00,4571.000,3578.750,3547.500,2189.000,281.000,24.750,1345.250,974.500,1389.500,43.500,3347.000,326.000,129.000,3966.250,0.000,843.500,5430.500,24987.000,0.000
2022-01-02 11:00:00+01:00,4545.000,3479.500,3495.250,2202.000,281.000,23.500,739.250,856.500,1393.500,33.750,3371.000,326.000,129.000,5191.000,0.000,846.000,6116.250,26634.500,0.000
2022-01-02 12:00:00+01:00,4437.000,3524.750,3530.750,2222.250,281.000,22.500,550.000,901.750,1386.250,62.750,3364.750,326.000,128.000,5058.250,0.000,848.750,6329.000,28906.500,0.000
2022-01-02 13:00:00+01:00,4395.750,3494.250,3550.500,2217.000,281.000,22.000,412.750,1526.750,1381.000,34.250,3355.500,326.000,128.750,3834.250,0.000,847.750,5981.250,30503.500,0.000
2022-01-02 14:00:00+01:00,4369.250,3502.500,3502.000,2189.000,281.000,22.000,312.250,1639.250,1381.250,41.250,3352.500,325.750,129.000,2617.250,0.000,851.000,5680.500,32104.750,0.000
2022-01-02 15:00:00+01:00,4404.750,3485.250,3482.000,2283.500,281.000,22.000,381.000,1800.250,1378.250,42.750,3349.750,325.000,129.750,1029.250,0.000,863.750,5827.500,33604.750,0.000
2022-01-02 16:00:00+01:00,4491.250,3493.750,3461.250,2347.500,281.000,22.000,492.250,1585.250,1369.750,102.250,3345.000,325.000,131.000,56.000,0.000,865.500,6303.000,34603.500,0.000
2022-01-02 17:00:00+01:00,4577.000,3664.500,3413.750,2432.250,281.000,22.000,486.250,823.000,1365.500,46.500,3345.250,325.500,130.250,3.000,0.000,862.000,6361.250,35881.500,0.000
2022-01-02 18:00:00+01:00,4620.500,3665.750,3454.500,2402.000,281.000,22.000,621.250,461.500,1368.750,92.750,3328.750,325.750,130.000,2.000,0.000,862.750,6539.250,36213.250,0.000
2022-01-02 19:00:00+01:00,4616.250,3582.000,3434.250,2385.000,281.000,22.000,851.000,1076.500,1369.000,148.500,3324.500,326.000,130.500,1.750,0.000,861.500,6732.750,34952.750,0.000
2022-01-02 20:00:00+01:00,4575.250,3597.750,3461.750,2325.750,281.000,22.000,1141.500,1579.750,1366.500,107.750,3323.000,326.000,131.000,2.000,0.000,861.250,6952.750,33957.500,0.000
2022-01-02 21:00:00+01:00,4455.000,3512.250,3388.750,2219.750,281.000,22.000,1000.000,1456.750,1365.500,56.500,3306.750,326.000,130.750,2.000,0.000,863.000,6680.500,32604.500,0.000
2022-01-02 22:00:00+01:00,4383.750,3511.000,3446.750,2184.000,281.000,22.000,1223.500,2277.500,1365.250,59.000,3355.750,326.000,131.000,2.000,0.000,872.000,6037.000,30641.500,0.000
2022-01-02 23:00:00+01:00,4307.500,3524.500,3307.000,2143.000,281.000,22.500,724.500,2025.500,1368.000,25.750,3348.500,326.000,131.000,2.000,0.000,866.500,5969.000,29928.500,0.000
2022-01-03 00:00:00+01:00,4225.750,3676.500,3486.000,2093.750,281.000,23.000,252.000,3389.500,1363.500,56.250,3339.250,328.000,130.000,2.000,0.000,854.500,6254.000,28710.000,0.000
2022-01-03 01:00:00+01:00,4212.250,3977.750,3378.500,2059.000,281.000,23.000,366.000,4251.500,1362.250,98.000,3278.750,324.500,129.000,2.000,0.000,847.250,6047.750,26725.250,0.000
2022-01-03 02:00:00+01:00,4188.250,3858.500,3428.250,2024.500,281.000,23.000,411.500,4239.000,1364.500,136.000,3146.250,319.500,130.000,2.000,0.000,839.500,5705.000,26462.250,0.000
2022-01-03 03:00:00+01:00,4163.250,3870.750,3455.000,2028.250,281.000,23.000,293.000,4278.500,1367.500,104.000,3101.750,319.000,130.750,2.000,0.000,839.750,5713.500,25674.000,0.000
2022-01-03 04:00:00+01:00,4196.000,4013.750,3431.250,2051.500,281.000,23.000,267.000,3304.750,1374.750,133.750,3122.500,319.000,131.750,2.000,0.000,837.250,5781.000,27195.000,0.000
2022-01-03 05:00:00+01:00,4269.000,4303.750,3513.500,2220.000,281.000,23.000,356.500,1525.750,1375.500,79.500,3332.250,319.000,131.250,1.250,0.000,837.250,6091.750,31009.500,0.000
2022-01-03 06:00:00+01:00,4321.000,5047.000,3942.500,2576.750,281.000,23.000,411.000,1221.000,1375.750,65.250,3330.500,318.500,130.500,1.250,0.000,796.500,6177.250,36181.750,0.000
2022-01-03 07:00:00+01:00,4482.000,5755.750,4792.000,3092.750,281.000,23.000,729.000,586.750,1374.500,112.750,3336.500,317.750,130.000,2.000,0.000,750.750,6058.000,37712.500,0.000
2022-01-03 08:00:00+01:00,4592.250,7212.000,5369.000,3505.250,281.000,23.250,1463.500,354.000,1376.250,96.750,3342.000,323.250,126.250,148.000,0.000,745.000,6060.750,36715.250,0.000
2022-01-03 09:00:00+01:00,4593.500,8444.500,5430.750,3557.500,282.500,24.000,1815.500,163.500,1382.750,64.500,3346.750,323.500,124.250,1450.250,0.000,734.750,6024.000,36067.000,0.000
2022-01-03 10:00:00+01:00,4541.750,8962.250,5601.000,3581.500,285.500,24.000,1376.750,205.000,1388.250,45.500,3351.250,323.000,124.750,3317.750,0.000,736.500,5656.250,36207.500,0.000
2022-01-03 11:00:00+01:00,4501.750,8986.750,5476.750,3578.000,282.250,24.000,698.250,531.500,1380.250,49.250,3499.250,323.250,124.750,4555.500,0.000,745.250,5643.500,36879.000,0.000
2022-01-03 12:00:00+01:00,4446.250,9073.250,5380.250,3433.750,289.750,23.750,820.750,749.250,1375.000,69.500,3918.250,323.250,127.000,4790.250,0.000,754.000,5631.000,36785.750,0.000
2022-01-03 13:00:00+01:00,4440.500,9301.250,5494.500,3332.250,281.000,23.500,714.000,680.500,1374.000,34.000,4040.250,323.500,130.000,3803.000,0.000,741.000,5638.250,36067.500,0.000
2022-01-03 14:00:00+01:00,4483.500,9777.750,5471.500,3335.000,281.000,24.000,617.250,696.250,1373.250,61.500,4046.750,323.250,131.750,2542.500,0.000,770.750,5646.250,34969.750,0.000
2022-01-03 15:00:00+01:00,4560.750,10824.000,5476.750,3459.750,281.000,23.250,1686.750,60.500,1372.000,52.500,4045.250,323.500,132.750,911.000,0.000,778.000,5651.500,33395.750,0.000
2022-01-03 16:00:00+01:00,4689.500,11331.000,5607.500,4063.500,280.750,24.000,3309.250,214.000,1366.500,30.000,4047.750,336.750,139.000,45.250,0.000,790.750,5656.500,33010.000,0.000
2022-01-03 17:00:00+01:00,4745.500,11398.250,5847.250,4330.250,281.000,24.000,3566.000,209.750,1367.250,38.000,4050.000,352.250,146.000,3.000,0.000,784.500,5601.500,32476.750,0.000
2022-01-03 18:00:00+01:00,4754.250,11579.750,5788.250,4414.500,281.000,24.250,2101.500,113.750,1369.750,102.250,4049.750,350.500,144.250,2.000,0.000,786.000,5447.000,32611.500,0.000
2022-01-03 19:00:00+01:00,4715.500,11833.750,5610.750,4280.000,282.750,24.500,1784.750,136.000,1370.750,112.250,4054.250,339.750,136.000,2.000,0.000,780.250,5455.250,31070.500,0.000
2022-01-03 20:00:00+01:00,4626.250,12061.750,5353.500,4415.500,283.000,25.000,1365.000,378.000,1370.000,103.750,4055.000,346.000,137.750,2.000,0.000,772.000,5157.250,29092.750,0.000
2022-01-03 21:00:00+01:00,4453.500,11859.500,5386.250,4558.000,283.000,24.750,686.250,1802.250,1359.500,139.250,4056.000,361.500,138.250,2.000,0.000,775.000,5132.250,27481.500,0.000
2022-01-03 22:00:00+01:00,4373.250,11796.000,5004.250,4848.500,283.000,25.000,206.750,2487.750,1356.000,64.000,4061.750,362.250,139.000,2.000,0.000,789.750,5479.000,24944.250,0.000
2022-01-03 23:00:00+01:00,4312.250,11849.500,4784.750,4684.750,283.000,25.500,208.750,2090.750,1363.250,48.250,4066.000,362.250,139.750,2.000,0.000,789.000,5342.000,23008.750,0.000
2022-01-04 00:00:00+01:00,4294.250,12531.000,4508.250,4601.000,283.000,26.000,239.000,3617.500,1369.750,113.750,4062.250,357.750,148.500,2.000,0.000,787.500,5306.500,21415.750,0.000
2022-01-04 01:00:00+01:00,4303.500,12376.000,4443.500,4466.000,283.000,25.250,208.500,4465.000,1365.750,198.000,4064.750,342.250,138.250,2.000,0.000,781.750,4863.500,20284.750,0.000
2022-01-04 02:00:00+01:00,4285.750,11923.250,4358.000,3978.500,283.000,25.000,224.000,4234.500,1368.750,208.750,4066.750,350.250,140.500,2.000,0.000,798.750,3962.000,18940.250,0.000
2022-01-04 03:00:00+01:00,4286.000,11989.750,4499.500,4274.500,283.000,25.750,214.750,3772.250,1372.500,184.500,4066.750,350.000,141.000,2.000,0.000,760.250,3435.000,17745.250,0.000
2022-01-04 04:00:00+01:00,4315.750,12508.250,4844.750,5033.750,283.000,26.000,263.500,3077.500,1374.250,132.250,4066.750,350.000,140.750,2.000,0.000,755.750,2651.250,16303.500,0.000
2022-01-04 05:00:00+01:00,4353.750,12573.750,5398.000,6423.250,283.000,25.750,243.500,2242.750,1367.500,34.750,4063.000,375.750,150.000,2.000,0.000,742.250,2512.000,15210.500,0.000
2022-01-04 06:00:00+01:00,4447.500,12898.000,6935.500,8477.750,283.000,25.000,343.750,788.750,1366.500,62.500,4061.750,444.250,180.250,2.000,0.000,704.750,3088.000,14225.000,0.000
2022-01-04 07:00:00+01:00,4616.000,12879.000,8013.000,10331.500,283.250,25.500,2082.500,546.000,1367.250,255.000,4062.000,491.000,185.250,4.000,0.000,725.750,3319.000,13322.750,0.000
2022-01-04 08:00:00+01:00,4720.250,12950.500,9321.000,10766.250,285.250,25.250,3250.750,192.500,1375.500,188.500,4064.000,489.000,182.750,54.500,0.000,738.250,3250.750,12617.500,0.000
2022-01-04 09:00:00+01:00,4746.500,12957.000,9956.750,11213.500,295.750,25.000,3983.750,47.250,1382.500,128.750,4065.750,489.000,182.000,494.750,0.000,746.500,2818.000,11933.750,0.000
2022-01-04 10:00:00+01:00,4711.250,12978.000,10057.250,11422.250,299.250,24.250,4017.500,77.750,1390.750,115.250,4064.750,489.000,179.500,1188.250,0.000,761.250,3544.000,11823.250,0.000
2022-01-04 11:00:00+01:00,4669.750,13070.750,10054.750,11597.000,307.000,23.750,3603.500,108.500,1387.000,76.250,4063.250,489.000,185.250,1860.250,0.000,754.750,3506.750,12112.750,0.000
2022-01-04 12:00:00+01:00,4600.500,13233.000,9936.750,11693.500,305.750,23.000,2286.500,50.750,1381.750,134.750,4052.500,489.000,188.000,2347.500,0.000,750.750,4554.750,12078.000,0.000
2022-01-04 13:00:00+01:00,4547.500,13275.000,9936.750,11541.750,305.000,23.000,671.500,371.250,1381.500,66.250,4050.000,489.000,187.250,2307.000,0.000,755.750,5440.750,12401.500,0.000
2022-01-04 14:00:00+01:00,4512.500,13330.000,10015.750,10992.250,286.000,22.750,662.250,323.000,1378.500,180.750,4048.500,489.000,191.500,1233.250,0.000,658.000,5559.500,13130.750,0.000
2022-01-04 15:00:00+01:00,4534.750,13466.750,10007.250,10708.000,258.500,23.000,1351.500,262.750,1377.750,123.000,4056.500,489.000,191.000,413.500,0.000,761.000,6139.000,13805.000,0.000
2022-01-04 16:00:00+01:00,4624.000,13457.750,10101.750,10776.750,223.750,23.750,2152.750,104.250,1384.250,89.000,4062.750,489.000,190.500,20.250,0.000,757.250,6094.000,14750.000,0.000
2022-01-04 17:00:00+01:00,4727.250,13475.500,10312.750,10869.000,223.500,24.000,3046.500,87.500,1382.750,57.750,4064.500,489.000,191.500,3.000,0.000,757.750,5947.750,15714.750,0.000
2022-01-04 18:00:00+01:00,4735.500,13483.500,10192.000,10796.750,223.750,24.000,2089.750,91.500,1375.250,52.750,4065.500,489.000,192.000,2.750,0.000,756.750,5992.250,15721.000,0.000
2022-01-04 19:00:00+01:00,4667.750,13423.250,9901.750,10625.500,228.000,24.000,1557.500,145.000,1370.250,49.000,4074.500,490.000,192.000,2.000,0.000,746.000,6227.500,16122.500,0.000
2022-01-04 20:00:00+01:00,4505.000,13458.250,8659.000,10361.250,248.750,24.750,1455.250,86.250,1366.000,86.250,4080.250,490.000,192.750,2.000,0.000,728.250,6547.250,16028.500,0.000
2022-01-04 21:00:00+01:00,4424.250,13493.500,7101.750,10218.000,249.750,25.750,1017.500,248.500,1369.250,53.500,4087.250,490.500,192.250,2.000,0.000,725.000,6628.250,15747.000,0.000
2022-01-04 22:00:00+01:00,4363.250,13590.000,6795.000,9811.500,256.500,26.250,908.000,718.000,1372.000,58.000,4089.750,491.500,191.500,2.000,0.000,727.750,6806.500,15432.750,0.000
2022-01-04 23:00:00+01:00,4292.000,13800.500,6120.000,8848.000,257.250,27.000,660.000,2007.500,1374.000,70.750,4087.250,488.750,189.500,2.000,0.000,727.750,7229.250,15562.500,0.000
2022-01-05 00:00:00+01:00,4206.250,13673.250,4324.000,7351.500,257.500,27.000,370.000,2899.750,1363.750,91.250,4089.000,373.500,155.000,2.000,0.000,770.500,7183.750,16541.000,0.000
2022-01-05 01:00:00+01:00,4180.000,12953.250,4356.000,6348.000,257.250,27.000,260.750,4697.000,1370.500,69.750,4094.250,359.000,148.500,2.000,0.000,763.000,7006.000,18391.750,0.000
2022-01-05 02:00:00+01:00,4163.000,12043.500,4327.000,5654.250,257.500,27.750,225.000,5273.000,1373.250,56.750,4096.000,364.750,151.250,2.000,0.000,754.750,6658.500,20922.000,0.000
2022-01-05 03:00:00+01:00,4169.500,11660.500,4309.250,4359.500,257.750,28.000,240.500,5042.750,1361.250,71.000,4098.250,365.000,150.000,2.000,0.000,746.000,6314.000,23412.500,0.000
2022-01-05 04:00:00+01:00,4214.000,12106.000,4329.500,4598.000,258.250,27.500,260.250,4466.000,1355.250,50.250,4098.500,365.000,147.250,3.000,0.000,738.000,6094.000,24935.000,0.000
2022-01-05 05:00:00+01:00,4225.500,12349.750,4766.000,6031.000,259.000,27.000,308.750,3692.000,1359.750,42.500,4095.250,365.000,143.000,2.500,0.000,735.000,6109.750,26745.750,0.000
2022-01-05 06:00:00+01:00,4296.250,13028.000,4966.000,6842.500,258.000,27.000,573.250,1042.750,1361.250,61.750,4082.250,367.500,144.000,2.500,0.000,737.250,5891.500,29392.250,0.000
2022-01-05 07:00:00+01:00,4486.000,13482.250,5401.500,7342.750,253.250,27.000,770.250,708.000,1362.250,75.000,4081.000,391.750,154.250,3.000,0.000,737.250,5821.500,31215.750,0.000
2022-01-05 08:00:00+01:00,4610.250,12893.250,5678.500,7357.500,253.000,27.000,1040.000,421.750,1365.000,122.750,4087.250,393.000,150.000,146.000,0.000,739.000,5814.750,32597.250,0.000
2022-01-05 09:00:00+01:00,4620.500,12428.000,5655.500,7176.250,248.500,27.000,1254.750,227.000,1370.500,123.500,4088.500,393.000,151.000,1300.750,0.000,742.750,5854.000,33555.750,0.000
2022-01-05 10:00:00+01:00,4519.750,11965.250,5592.500,7235.750,245.250,27.000,422.500,1276.500,1377.000,84.750,4084.250,392.250,152.500,3470.000,0.000,739.000,5868.250,34959.000,0.000
2022-01-05 11:00:00+01:00,4463.000,12312.000,5519.250,6804.750,245.000,27.000,261.750,1628.000,1391.000,120.750,4088.750,370.500,142.750,5297.750,0.000,717.750,5861.000,35930.250,0.000
2022-01-05 12:00:00+01:00,4400.000,12043.750,5299.500,6244.250,245.500,27.000,238.750,2445.000,1397.500,66.750,4089.750,370.000,144.000,5996.750,0.000,668.000,5876.500,36853.500,0.000
2022-01-05 13:00:00+01:00,4394.000,11561.000,5371.750,6112.750,245.250,27.000,281.250,1738.250,1404.750,78.750,4087.000,370.250,145.250,5065.000,0.000,667.250,5835.250,37565.250,0.000
2022-01-05 14:00:00+01:00,4424.000,11670.250,5571.750,6661.750,245.250,27.000,317.500,810.250,1409.250,70.250,4086.000,370.500,148.750,3130.250,0.000,700.750,5259.000,37798.500,0.000
2022-01-05 15:00:00+01:00,4486.750,11667.000,5904.000,7353.000,248.250,27.000,848.750,241.750,1408.000,82.750,4086.750,370.500,147.250,1111.750,0.000,729.750,5187.500,36864.750,0.000
2022-01-05 16:00:00+01:00,4606.250,11550.250,6606.250,7793.250,246.750,27.000,2162.000,233.500,1408.000,130.000,4085.250,414.500,169.000,80.000,0.000,784.000,5064.000,35541.750,0.000
2022-01-05 17:00:00+01:00,4685.000,11546.750,6931.750,7961.750,253.000,27.000,3197.750,354.750,1414.750,57.500,4086.750,455.000,186.750,3.250,0.000,803.000,5014.000,33905.750,0.000
2022-01-05 18:00:00+01:00,4682.750,11761.000,6712.750,7967.500,246.750,27.000,890.750,363.250,1405.250,54.500,4087.500,456.000,186.500,2.500,0.000,802.500,4872.000,33565.750,0.000
2022-01-05 19:00:00+01:00,4640.750,11841.250,6337.000,7698.500,248.750,27.000,416.000,897.750,1411.250,46.250,4091.500,452.250,186.750,2.000,0.000,799.750,5034.000,32669.500,0.000
2022-01-05 20:00:00+01:00,4510.750,11978.750,5574.250,6669.000,248.000,27.250,449.000,1339.000,1415.250,62.250,4092.250,389.250,159.000,2.000,0.000,802.500,5113.500,30919.500,0.000
2022-01-05 21:00:00+01:00,4403.250,11932.500,5119.250,6287.000,249.000,28.000,294.500,2687.000,1418.000,40.000,4092.500,368.500,149.500,2.250,0.000,792.250,5117.000,28975.000,0.000
2022-01-05 22:00:00+01:00,4354.250,12359.750,4778.250,6329.750,250.250,28.000,241.750,2860.250,1423.250,35.500,4096.250,367.000,149.500,3.000,0.000,799.500,5380.500,26968.500,0.000
2022-01-05 23:00:00+01:00,4302.000,12165.500,4550.250,5533.500,251.500,28.750,240.750,2715.000,1413.750,27.250,4099.750,367.250,150.000,2.000,0.000,806.750,5509.000,25639.750,0.000
2022-01-06 00:00:00+01:00,4243.750,11949.000,4347.000,4695.000,251.000,28.500,274.250,3861.500,1399.000,54.750,4096.000,315.750,156.000,2.000,0.000,809.000,5381.000,24298.250,0.000
2022-01-06 01:00:00+01:00,4239.500,11958.250,4560.000,5358.750,250.750,25.000,322.750,3448.250,1398.750,59.750,4102.500,319.250,158.500,2.000,0.000,814.250,5640.500,21989.500,0.000
2022-01-06 02:00:00+01:00,4226.250,11852.000,4930.500,7160.750,251.000,24.000,207.000,3494.750,1394.750,26.750,4098.750,380.250,187.000,2.000,0.000,808.250,6329.750,19704.000,0.000
2022-01-06 03:00:00+01:00,4225.250,11775.000,5143.250,7774.000,250.000,20.000,295.000,3408.000,1391.000,101.500,4098.250,386.000,190.250,2.000,0.000,815.000,6484.500,17166.000,0.000
2022-01-06 04:00:00+01:00,4250.000,11657.500,5524.250,9193.750,249.750,20.000,283.500,2383.500,1384.500,40.750,4006.250,387.750,191.250,2.000,0.000,806.000,5704.750,15896.000,0.000
2022-01-06 05:00:00+01:00,4294.500,11847.500,6110.750,10071.250,249.000,19.250,482.250,1430.000,1381.250,25.250,3997.750,387.000,186.500,2.000,0.000,808.000,4418.250,15129.750,0.000
2022-01-06 06:00:00+01:00,4421.000,12197.000,7339.000,11125.750,248.250,19.000,2060.750,654.750,1377.250,49.250,3997.500,395.000,189.000,2.000,0.000,813.000,3255.500,13781.250,0.000
2022-01-06 07:00:00+01:00,4618.500,12013.000,9340.500,12087.500,246.500,19.000,3704.750,79.250,1375.250,76.750,3997.500,437.250,186.500,3.250,0.000,823.750,2335.750,11861.500,0.000
2022-01-06 08:00:00+01:00,4673.750,11646.750,10258.500,12662.000,246.750,19.000,4340.250,193.500,1365.250,260.750,3997.750,437.000,187.000,292.250,0.000,814.500,1563.250,10390.250,0.000
2022-01-06 09:00:00+01:00,4693.250,11864.250,10316.000,12242.000,252.250,20.250,3350.250,112.500,1371.500,302.750,3969.500,437.000,187.500,2702.250,0.000,798.750,987.000,8814.750,0.000
2022-01-06 10:00:00+01:00,4693.250,12007.250,10276.750,11707.000,256.500,22.000,2734.750,107.750,1373.500,88.750,3967.750,437.000,188.500,6419.750,0.000,815.000,719.250,7193.500,0.000
2022-01-06 11:00:00+01:00,4617.000,11932.250,10153.000,11620.250,249.000,22.750,1330.500,191.250,1376.000,61.250,3962.250,437.000,181.500,9602.500,0.000,813.000,611.250,5958.000,0.000
2022-01-06 12:00:00+01:00,4506.250,12009.500,9984.500,11669.500,247.000,22.000,773.750,144.500,1380.500,62.000,3967.500,437.000,181.750,10910.250,0.000,814.500,845.250,5056.250,0.000
