time,flow_DE_LU_to_AT,flow_DE_LU_to_BE,flow_DE_LU_to_CH,flow_DE_LU_to_CZ,flow_DE_LU_to_DK_1,flow_DE_LU_to_DK_2,flow_DE_LU_to_FR,flow_DE_LU_to_NL,flow_DE_LU_to_NO_2,flow_DE_LU_to_PL,flow_DE_LU_to_SE_4,flow_AT_to_DE_LU,flow_AT_to_CH,flow_AT_to_CZ,flow_BE_to_DE_LU,flow_BE_to_FR,flow_BE_to_NL,flow_CH_to_DE_LU,flow_CH_to_AT,flow_CH_to_FR,flow_CZ_to_DE_LU,flow_CZ_to_PL,flow_DK_1_to_DE_LU,flow_DK_1_to_DK_2,flow_DK_1_to_NL,flow_DK_1_to_NO_2,flow_DK_2_to_DE_LU,flow_DK_2_to_DK_1,flow_DK_2_to_SE_4,flow_FR_to_DE_LU,flow_FR_to_BE,flow_FR_to_CH,flow_NL_to_DE_LU,flow_NL_to_BE,flow_NL_to_DK_1,flow_NL_to_NO_2,flow_NO_2_to_DE_LU,flow_NO_2_to_DK_1,flow_NO_2_to_NL,flow_PL_to_DE_LU,flow_PL_to_CZ,flow_PL_to_SE_4,flow_SE_4_to_DE_LU,flow_SE_4_to_DK_2,flow_SE_4_to_PL
2024-01-01 01:00:00,341.0,0.0,0.0,459.0,0.0,0.0,1420.0,1496.25,0.0,0.0,0.0,1980.75,0.0,1467.0,487.75,0.0,0.0,1943.0,183.0,1846.0,1220.0,205.0,2517.5,0.0,694.0,0.0,1000.75,531.0,0.0,0.0,893.25,0.0,1272.75,902.0,0.0,0.0,1401.25,1638.0,648.0,1728.0,0.0,0.0,507.0,1186.0,595.0
2024-01-01 02:00:00,294.5,14.25,0.0,493.0,0.0,0.0,1094.0,1410.75,0.0,0.0,0.0,1824.5,0.0,1184.0,989.0,0.0,0.0,2003.0,293.0,1846.0,1056.0,291.0,2413.75,0.0,599.0,0.0,1001.25,531.0,0.0,0.0,1508.25,0.0,1325.25,912.0,0.0,0.0,1401.5,1638.0,648.0,1608.0,0.0,0.0,507.0,1330.0,595.0
2024-01-01 03:00:00,279.75,0.0,0.0,594.0,0.0,0.0,754.0,1318.25,0.0,0.0,0.0,1562.25,0.0,773.0,1002.75,0.0,0.0,1951.75,355.0,1846.0,872.0,339.0,2499.5,0.0,649.0,0.0,1001.75,528.0,0.0,0.0,2128.5,0.0,1232.0,923.0,0.0,0.0,1401.25,1638.0,648.0,1469.0,0.0,0.0,507.0,1385.0,595.0
2024-01-01 04:00:00,241.75,0.0,0.0,678.0,0.0,0.0,526.0,1115.25,0.0,0.0,0.0,1499.5,0.0,636.0,714.75,0.0,0.0,1978.75,514.0,1846.0,700.0,306.0,2422.5,0.0,292.0,0.0,1001.5,490.0,0.0,0.0,2244.75,0.0,1021.75,346.0,0.0,0.0,1401.25,1343.0,648.0,1459.0,0.0,0.0,507.0,1492.0,595.0
2024-01-01 05:00:00,239.0,0.0,0.0,589.0,0.0,0.0,396.0,900.5,0.0,0.0,0.0,1432.25,0.0,810.0,712.5,0.0,0.0,2046.5,594.0,1846.0,781.0,354.0,1916.5,0.0,695.0,0.0,1001.75,500.0,0.0,0.0,2188.5,0.0,1319.5,114.0,0.0,0.0,1401.25,1234.0,647.0,1498.0,0.0,0.0,507.0,1498.0,595.0
2024-01-01 06:00:00,234.0,0.0,0.0,596.0,0.0,0.0,653.0,1076.5,0.0,0.0,0.0,1353.75,0.0,1098.0,1011.25,0.0,0.0,1857.25,479.0,1846.0,709.0,223.0,2013.0,0.0,623.0,0.0,1001.75,512.0,0.0,0.0,2358.0,0.0,1251.5,747.0,0.0,0.0,1401.25,1248.0,619.0,1604.0,0.0,0.0,507.0,1389.0,595.0
2024-01-01 07:00:00,118.0,0.0,0.0,574.0,0.0,0.0,403.0,910.75,0.0,0.0,0.0,1469.5,0.0,1101.0,1031.5,0.0,0.0,1755.0,407.0,1846.0,734.0,186.0,2279.75,0.0,463.0,0.0,1001.25,501.0,0.0,0.0,2584.5,0.0,1142.25,502.0,0.0,0.0,1401.0,1478.0,533.0,1786.0,0.0,0.0,507.0,1326.0,595.0
2024-01-01 08:00:00,118.0,0.0,0.0,573.0,0.0,0.0,541.0,785.25,0.0,0.0,0.0,1565.5,0.0,1189.0,1000.0,0.0,0.0,1793.25,268.0,1846.0,637.0,176.0,2229.5,0.0,697.0,0.0,1001.5,462.0,0.0,0.0,1953.5,0.0,1304.25,930.0,0.0,0.0,1401.25,1620.0,649.0,1683.0,0.0,0.0,507.0,1200.0,595.0
2024-01-01 09:00:00,107.0,0.0,0.0,590.0,0.0,0.0,282.0,106.25,0.0,0.0,0.0,1415.5,0.0,975.0,523.5,0.0,0.0,1651.0,420.0,1846.0,370.0,20.0,2496.75,0.0,698.0,0.0,1001.5,541.0,0.0,0.0,1385.75,0.0,1192.5,506.0,0.0,0.0,1401.25,1639.0,649.0,1223.0,0.0,0.0,507.0,1207.0,595.0
2024-01-01 10:00:00,68.75,0.0,0.0,373.0,0.0,0.0,254.0,91.75,0.0,0.0,0.0,1852.25,0.0,879.0,459.5,0.0,0.0,1735.0,434.0,1591.0,480.0,0.0,2388.0,0.0,698.0,0.0,1001.5,151.0,0.0,0.0,1234.5,0.0,1178.0,558.0,0.0,0.0,1401.75,1639.0,649.0,1233.0,99.0,0.0,507.0,816.0,595.0
2024-01-01 11:00:00,60.25,0.0,0.0,225.0,0.0,0.0,330.0,6.0,0.0,0.0,0.0,1871.5,0.0,635.0,486.5,0.0,0.0,1483.75,480.0,1215.0,348.0,0.0,2503.75,122.0,698.0,0.0,999.5,0.0,0.0,0.0,883.75,0.0,1324.25,533.0,0.0,0.0,1401.25,1635.0,649.0,1394.0,346.0,0.0,507.0,504.0,587.0
2024-01-01 12:00:00,133.5,0.0,0.0,330.0,0.0,0.0,700.0,319.0,0.0,0.0,0.0,1691.5,0.0,527.0,744.0,0.0,0.0,1271.5,437.0,1437.0,293.0,0.0,2503.25,204.0,697.0,0.0,1001.25,0.0,0.0,0.0,477.25,0.0,1107.25,842.0,0.0,0.0,1401.75,1579.0,649.0,1186.0,375.0,0.0,507.0,370.0,415.0
2024-01-01 13:00:00,250.0,54.75,37.0,284.0,0.0,0.0,1360.0,865.75,0.0,0.0,0.0,1446.25,0.0,452.0,813.75,8.5,0.0,865.0,66.0,1806.0,390.0,0.0,2488.25,521.0,698.0,0.0,1001.5,0.0,36.0,0.0,177.75,0.0,1026.25,1392.0,0.0,0.0,1401.75,1634.0,649.0,1470.0,560.0,0.0,507.0,25.0,573.0
2024-01-01 14:00:00,430.25,72.25,155.5,126.0,0.0,0.0,2339.0,1016.5,0.0,0.0,0.0,1583.5,281.0,557.0,866.0,642.75,0.0,747.5,0.0,2496.0,830.0,0.0,2454.25,542.0,698.0,0.0,997.25,0.0,242.0,0.0,0.0,0.0,929.75,1959.0,0.0,0.0,1401.5,1638.0,649.0,1836.0,483.0,3.0,507.0,0.0,181.0
2024-01-01 15:00:00,401.0,812.75,365.25,206.0,0.0,0.0,3092.0,0.0,0.0,0.0,0.0,1109.5,454.0,860.0,0.75,2454.75,0.0,369.0,0.0,2977.0,844.0,0.0,2375.5,319.0,673.0,0.0,990.0,0.0,9.0,0.0,0.0,0.0,1491.25,1673.0,0.0,0.0,1401.25,1603.0,634.0,1429.0,259.0,396.0,507.0,40.0,0.0
2024-01-01 16:00:00,495.25,777.0,607.75,165.0,0.0,0.0,3482.0,0.0,0.0,0.0,0.0,303.0,358.0,905.0,0.0,3159.25,0.0,237.75,0.0,2755.0,860.0,0.0,2399.0,130.0,98.0,0.0,992.5,0.0,0.0,0.0,0.0,0.0,1724.25,1714.0,7.0,0.0,1401.75,1317.0,306.0,1505.0,301.0,591.0,507.0,273.0,0.0
2024-01-01 17:00:00,564.75,1008.75,511.25,185.0,0.0,0.0,3142.0,0.0,0.0,0.0,0.0,247.0,307.0,986.0,0.0,2716.75,0.0,177.5,0.0,2245.0,978.0,0.0,2492.25,70.0,0.0,0.0,983.75,0.0,0.0,0.0,0.0,0.0,1023.0,1150.0,538.0,0.0,1401.25,997.0,0.0,1658.0,283.0,598.0,507.0,166.0,0.0
2024-01-01 18:00:00,631.75,887.5,697.5,228.0,0.0,0.0,3290.0,0.0,0.0,0.0,0.0,223.0,383.0,938.0,0.0,3149.5,0.0,122.5,0.0,1854.0,958.0,0.0,2375.25,70.0,90.0,0.0,971.75,10.0,0.0,0.0,0.0,0.0,2034.0,1723.0,10.0,0.0,1401.25,1226.0,14.0,1630.0,396.0,595.0,507.0,161.0,0.0
2024-01-01 19:00:00,606.5,181.75,698.25,181.0,0.0,0.0,3651.0,5.0,0.0,0.0,0.0,206.75,209.0,906.0,0.0,2946.5,0.0,216.5,0.0,2167.0,920.0,0.0,2538.75,0.0,8.0,0.0,989.75,149.0,0.0,0.0,0.0,0.0,1251.75,2404.0,75.0,0.0,1401.0,1222.0,311.0,1736.0,422.0,479.0,74.0,623.0,0.0
2024-01-01 20:00:00,546.25,1084.5,696.5,298.0,0.0,0.0,3959.0,0.0,0.0,0.0,0.0,180.75,269.0,864.0,0.0,3281.0,0.0,266.0,0.0,2481.0,842.0,0.0,2402.25,0.0,610.0,0.0,996.5,103.0,0.0,0.0,0.0,0.0,1825.25,2504.0,0.0,0.0,1401.5,1609.0,626.0,1642.0,367.0,17.0,0.0,705.0,20.0
2024-01-01 21:00:00,548.0,1002.25,431.5,410.0,0.0,0.0,4151.0,61.0,0.0,0.0,0.0,367.75,275.0,926.0,0.0,2792.5,0.0,388.5,0.0,2724.0,744.0,0.0,2395.5,0.0,560.0,0.0,984.5,376.0,0.0,0.0,0.0,0.0,1380.0,2518.0,0.0,0.0,1401.75,1638.0,648.0,1661.0,436.0,0.0,96.0,975.0,472.0
2024-01-01 22:00:00,623.25,1160.25,523.75,536.0,0.0,0.0,3676.0,750.25,0.0,0.0,74.0,354.25,361.0,888.0,0.0,2850.75,0.0,440.25,0.0,2924.0,781.0,0.0,2353.5,0.0,143.0,0.0,997.5,255.0,0.0,0.0,0.0,0.0,1046.5,1956.0,0.0,0.0,1401.25,1638.0,648.0,1365.0,289.0,0.0,0.0,892.0,487.0
2024-01-01 23:00:00,768.75,1222.5,434.75,745.0,0.0,0.0,3158.0,723.5,0.0,0.0,0.0,643.5,318.0,871.0,0.0,2537.75,0.0,720.25,0.0,3037.0,521.0,0.0,1315.25,0.0,697.0,0.0,1002.0,564.0,0.0,0.0,0.0,0.0,1045.5,2377.0,0.0,0.0,1401.25,1638.0,648.0,804.0,195.0,0.0,427.0,1259.0,591.0
2024-01-02 00:00:00,658.75,1241.5,474.5,525.0,0.0,0.0,3461.0,1480.25,0.0,0.0,0.0,1114.0,553.0,840.0,0.0,2219.0,0.0,1067.25,0.0,3184.0,685.0,0.0,1802.5,0.0,698.0,0.0,1001.75,589.0,0.0,0.0,0.0,0.0,845.0,3206.0,0.0,0.0,1401.0,1638.0,648.0,964.0,9.0,0.0,506.0,1235.0,595.0
2024-01-02 01:00:00,747.25,1264.25,608.25,274.0,0.0,0.0,3773.0,1697.25,0.0,0.0,0.0,1204.0,664.0,612.0,0.0,3109.75,0.0,1022.5,0.0,3184.0,803.0,26.0,2046.0,0.0,698.0,0.0,1001.75,535.0,0.0,0.0,0.0,0.0,756.25,3145.0,0.0,0.0,1401.0,1638.0,648.0,1004.0,0.0,0.0,507.0,1097.0,594.0
2024-01-02 02:00:00,798.5,1206.25,495.0,353.0,0.0,0.0,3305.0,2206.25,0.0,0.0,0.0,1336.0,524.0,762.0,0.0,2296.75,0.0,1271.0,0.0,3184.0,588.0,0.0,1901.25,0.0,698.0,0.0,999.5,577.0,0.0,0.0,0.0,0.0,554.5,2947.0,0.0,0.0,1401.25,1638.0,648.0,954.0,6.0,0.0,592.0,1089.0,585.0
2024-01-02 03:00:00,834.25,1240.75,504.75,201.0,0.0,0.0,3067.0,2510.0,0.0,0.0,0.0,1380.0,612.0,759.0,0.0,2259.5,0.0,1243.5,0.0,3184.0,744.0,32.0,2022.0,0.0,698.0,0.0,990.75,586.0,0.0,0.0,0.0,0.0,572.5,2948.0,0.0,0.0,1401.0,1637.0,648.0,1130.0,0.0,0.0,601.0,1178.0,592.0
2024-01-02 04:00:00,849.0,1245.25,525.25,68.0,0.0,0.0,3135.0,2711.25,0.0,0.0,0.0,1851.25,584.0,932.0,0.0,2075.75,0.0,1318.0,0.0,3184.0,1111.0,213.0,1799.5,0.0,697.0,0.0,995.25,551.0,0.0,0.0,0.0,0.0,687.5,2764.0,0.0,0.0,1401.0,1637.0,648.0,1441.0,0.0,0.0,601.0,1087.0,497.0
2024-01-02 05:00:00,866.0,1098.75,534.25,5.0,0.0,0.0,3107.0,2675.0,0.0,0.0,0.0,2123.25,747.0,1229.0,0.0,1769.75,0.0,1357.5,0.0,3184.0,1529.0,133.0,1348.25,0.0,697.0,0.0,986.25,434.0,0.0,0.0,0.0,0.0,832.0,2394.0,0.0,0.0,1401.5,1638.0,648.0,1910.0,0.0,13.0,602.0,1030.0,68.0
2024-01-02 06:00:00,746.5,1111.25,638.5,0.0,0.0,0.0,3956.0,1446.0,0.0,0.0,0.0,1372.25,833.0,1081.0,0.0,2736.75,0.0,824.0,0.0,3184.0,1746.0,137.0,1475.5,0.0,684.0,0.0,971.25,516.0,0.0,0.0,0.0,0.0,1212.75,2618.0,0.0,0.0,1382.25,1637.0,648.0,1826.0,0.0,457.0,538.0,952.0,0.0
2024-01-02 07:00:00,749.25,970.0,720.25,0.0,0.0,0.0,4049.0,1600.75,0.0,0.0,0.0,1403.25,962.0,1065.0,0.0,2256.25,0.0,571.5,0.0,3184.0,2440.0,129.0,1316.25,0.0,380.0,0.0,974.25,317.0,0.0,0.0,0.0,0.0,1157.5,2308.0,0.0,0.0,954.5,1593.0,628.0,1919.0,0.0,592.0,83.0,723.0,0.0
2024-01-02 08:00:00,591.5,901.25,841.75,0.0,0.0,0.0,4118.0,1170.0,0.0,0.0,0.0,1233.0,806.0,908.0,0.0,2900.5,0.0,476.75,0.0,3184.0,2527.0,0.0,1531.25,0.0,0.0,0.0,933.5,260.0,0.0,0.0,0.0,0.0,849.75,1870.0,273.0,0.0,576.75,1172.0,300.0,1611.0,41.0,598.0,0.0,628.0,0.0
2024-01-02 09:00:00,347.75,799.25,1087.75,0.0,0.0,0.0,4160.0,84.75,0.0,0.0,0.0,1022.0,573.0,699.0,0.0,3829.75,0.0,400.75,0.0,3184.0,2260.0,0.0,1613.75,0.0,0.0,0.0,893.0,189.0,0.0,0.0,0.0,0.0,1008.0,2073.0,673.0,13.0,553.5,745.0,0.0,1486.0,113.0,598.0,0.0,475.0,0.0
2024-01-02 10:00:00,656.25,563.5,1435.75,0.0,0.0,0.0,4224.0,0.0,9.25,0.0,0.0,927.0,848.0,581.0,0.0,4254.25,0.0,376.0,0.0,3184.0,2199.0,0.0,736.5,0.0,0.0,0.0,645.5,79.0,0.0,0.0,0.0,0.0,1417.25,2146.0,667.0,325.0,24.25,343.0,0.0,1643.0,268.0,598.0,0.0,259.0,0.0
2024-01-02 11:00:00,759.75,993.75,1738.75,0.0,1.25,0.75,4316.0,0.0,98.0,0.0,0.0,561.0,909.0,486.0,0.0,4616.5,0.0,330.75,0.0,2727.0,2082.0,0.0,323.25,0.0,0.0,0.0,497.75,306.0,0.0,0.0,0.0,0.0,1408.75,2010.0,494.0,591.0,0.0,29.0,0.0,1599.0,510.0,598.0,0.0,562.0,0.0
2024-01-02 12:00:00,479.0,936.5,1546.0,0.0,8.5,20.75,4131.0,0.0,92.75,0.0,0.0,460.25,530.0,443.0,0.0,4258.25,0.0,266.5,0.0,2356.0,2003.0,0.0,234.5,0.0,0.0,0.0,22.5,333.0,0.0,0.0,0.0,0.0,2012.25,1896.0,671.0,617.0,0.0,101.0,0.0,1489.0,494.0,598.0,0.0,254.0,0.0
2024-01-02 13:00:00,640.0,1128.5,1842.5,0.0,0.0,467.5,4611.0,0.0,251.0,0.0,0.0,548.75,647.0,428.0,0.0,4288.5,0.0,334.75,0.0,2693.0,2071.0,0.0,482.0,0.0,0.0,0.0,1.0,571.0,0.0,0.0,0.0,0.0,1724.5,2071.0,517.0,536.0,0.0,318.0,0.0,1563.0,536.0,598.0,0.0,165.0,0.0
2024-01-02 14:00:00,654.75,1021.0,1713.5,0.0,0.0,411.25,4621.0,0.0,118.25,0.0,0.0,932.5,819.0,706.0,0.0,4158.5,0.0,386.25,0.0,2836.0,2388.0,0.0,219.0,0.0,0.0,0.0,0.5,569.0,0.0,0.0,0.0,0.0,1200.75,2169.0,456.0,589.0,0.0,326.0,0.0,1748.0,223.0,598.0,0.0,389.0,0.0
2024-01-02 15:00:00,666.25,1129.75,1583.0,0.0,0.0,558.25,4576.0,0.0,355.0,0.0,0.0,1237.75,795.0,868.0,0.0,3908.5,0.0,416.5,0.0,2790.0,2588.0,172.0,260.25,0.0,0.0,0.0,0.0,384.0,8.0,0.0,0.0,0.0,820.5,1781.0,675.0,489.0,0.0,598.0,0.0,1765.0,0.0,598.0,0.0,54.0,0.0
2024-01-02 16:00:00,577.0,979.5,1162.25,0.0,0.0,643.0,4176.0,0.0,224.75,0.0,129.0,1408.5,732.0,1000.0,0.0,3563.5,0.0,406.0,0.0,2598.0,2770.0,285.0,477.5,0.0,0.0,0.0,0.0,493.0,1.0,0.0,0.0,0.0,968.0,1494.0,695.0,602.0,0.0,628.0,0.0,1923.0,0.0,598.0,0.0,34.0,0.0
2024-01-02 17:00:00,590.25,867.5,1092.25,0.0,61.5,545.0,4010.0,19.5,0.75,0.0,6.0,1376.25,825.0,1049.0,0.0,3398.75,0.0,397.5,0.0,2635.0,2739.0,281.0,281.5,0.0,0.0,0.0,0.5,547.0,0.0,0.0,0.0,0.0,682.5,1605.0,524.0,605.0,155.75,629.0,0.0,1975.0,0.0,598.0,0.0,70.0,0.0
2024-01-02 18:00:00,474.0,591.25,1026.25,0.0,27.0,244.0,3623.0,0.0,0.0,0.0,0.0,1262.25,741.0,1010.0,0.0,3536.0,0.0,342.5,0.0,2518.0,2599.0,195.0,442.75,0.0,0.0,0.0,0.25,566.0,0.0,0.0,0.0,0.0,1273.5,1469.0,300.0,566.0,600.0,1252.0,0.0,1892.0,0.0,598.0,0.0,459.0,0.0
2024-01-02 19:00:00,527.75,247.0,917.75,0.0,0.0,0.0,3914.0,167.75,0.0,0.0,0.0,1261.75,756.0,885.0,12.5,3531.25,0.0,430.25,0.0,3058.0,2495.0,12.0,1757.75,0.0,0.0,0.0,309.75,578.0,0.0,0.0,0.0,0.0,1004.75,2160.0,624.0,265.0,1174.5,1617.0,0.0,1716.0,0.0,595.0,0.0,1153.0,0.0
2024-01-02 20:00:00,524.25,132.75,597.25,0.0,0.0,0.0,3709.0,903.75,0.0,0.0,0.0,1588.25,753.0,830.0,911.0,2577.25,0.0,693.75,0.0,3312.0,2468.0,29.0,1232.5,0.0,0.0,0.0,657.5,445.0,0.0,0.0,0.0,0.0,1191.25,2526.0,698.0,0.0,1392.5,1638.0,11.0,1737.0,0.0,533.0,0.0,1439.0,0.0
2024-01-02 21:00:00,407.5,134.25,329.75,0.0,0.0,0.0,3244.0,1036.25,0.0,0.0,0.0,1684.25,467.0,969.0,921.25,2132.0,0.0,976.0,0.0,3245.0,2178.0,275.0,2103.5,0.0,0.0,0.0,732.75,515.0,0.0,0.0,0.0,0.0,1239.5,2537.0,700.0,0.0,1401.5,1638.0,264.0,1773.0,0.0,287.0,244.0,1678.0,0.0
2024-01-02 22:00:00,414.25,11.0,87.5,36.0,0.0,0.0,2453.0,726.0,0.0,0.0,0.0,1823.5,273.0,1183.0,687.5,1433.5,0.0,1295.0,0.0,3052.0,1941.0,420.0,1810.0,0.0,0.0,0.0,732.0,484.0,0.0,0.0,0.0,0.0,1405.25,1821.0,673.0,0.0,1401.5,1639.0,557.0,1630.0,0.0,1.0,207.0,1653.0,108.0
2024-01-02 23:00:00,331.0,0.0,3.0,85.0,0.0,0.0,2026.0,511.25,0.0,0.0,0.0,1954.5,39.0,1316.0,591.0,752.25,0.0,1673.75,0.0,2813.0,1840.0,402.0,2215.75,0.0,0.0,0.0,745.5,494.0,0.0,0.0,0.0,0.0,1423.0,1001.0,626.0,0.0,1401.25,1639.0,635.0,1753.0,0.0,0.0,479.0,1670.0,346.0
2024-01-03 00:00:00,569.25,72.25,135.0,58.0,0.0,0.0,2876.0,477.25,0.0,0.0,0.0,2211.5,341.0,1230.0,469.0,1972.0,0.0,1490.5,0.0,3183.0,1820.0,518.0,2503.25,0.0,0.0,0.0,752.0,490.0,0.0,0.0,0.0,0.0,1144.25,1941.0,270.0,0.0,1401.75,1638.0,349.0,1679.0,0.0,0.0,507.0,1596.0,84.0
2024-01-03 01:00:00,578.0,131.5,160.0,27.0,0.0,0.0,2917.0,687.75,0.0,0.0,0.0,2258.75,347.0,1062.0,611.25,1366.0,0.0,1499.75,0.0,3402.0,1876.0,522.0,2507.5,0.0,77.0,0.0,758.0,534.0,0.0,0.0,0.0,0.0,1317.5,1962.0,8.0,0.0,1401.5,1638.0,645.0,1656.0,0.0,0.0,507.0,1569.0,252.0
2024-01-03 02:00:00,506.75,35.0,43.75,144.0,0.0,0.0,1993.0,343.0,0.0,0.0,0.0,1965.0,260.0,963.0,939.0,0.0,0.0,1345.5,0.0,2448.0,1724.0,416.0,2457.5,0.0,0.0,0.0,758.0,466.0,0.0,0.0,153.5,0.0,1204.75,1219.0,403.0,0.0,1401.5,1638.0,585.0,1622.0,0.0,0.0,507.0,1546.0,527.0
2024-01-03 03:00:00,503.75,19.0,100.25,163.0,0.0,0.0,2030.0,369.0,0.0,0.0,0.0,1908.75,318.0,911.0,431.0,12.25,0.0,1320.25,0.0,2627.0,1668.0,328.0,2445.0,0.0,69.0,0.0,760.75,583.0,0.0,0.0,62.75,0.0,1240.0,899.0,8.0,0.0,1401.5,1638.0,648.0,1695.0,0.0,0.0,507.0,1699.0,568.0
2024-01-03 04:00:00,427.25,41.0,152.75,140.0,0.0,0.0,2109.0,557.75,0.0,0.0,0.0,1916.25,209.0,901.0,384.5,81.75,0.0,1245.25,0.0,2713.0,1727.0,379.0,2431.25,0.0,256.0,0.0,758.75,590.0,0.0,0.0,6.25,0.0,1383.25,885.0,0.0,0.0,1401.5,1638.0,648.0,1755.0,0.0,0.0,507.0,1710.0,401.0
2024-01-03 05:00:00,592.5,215.5,332.25,42.0,0.0,0.0,3400.0,1504.25,0.0,0.0,0.0,2203.75,474.0,1062.0,708.5,1798.0,0.0,1319.75,0.0,3732.0,2011.0,566.0,2176.0,0.0,493.0,0.0,754.25,585.0,0.0,0.0,0.0,0.0,1480.5,2276.0,0.0,0.0,1401.5,1638.0,648.0,1666.0,0.0,0.0,507.0,1603.0,30.0
2024-01-03 06:00:00,516.75,119.75,218.75,2.0,0.0,0.0,3271.0,1001.75,0.0,0.0,0.0,2354.75,435.0,960.0,660.0,1644.75,0.0,1438.5,0.0,3753.0,2284.0,484.0,1965.75,0.0,500.0,0.0,753.75,506.0,0.0,0.0,0.0,0.0,1479.0,1698.0,0.0,0.0,1401.25,1639.0,648.0,1795.0,0.0,0.0,507.0,1339.0,285.0
2024-01-03 07:00:00,242.5,33.25,129.25,0.0,0.0,0.0,3345.0,214.75,0.0,0.0,0.0,1925.0,79.0,789.0,582.25,1375.75,0.0,1320.5,0.0,3328.0,2681.0,469.0,1696.0,0.0,0.0,0.0,749.5,321.0,0.0,0.0,0.0,0.0,1432.0,1589.0,8.0,0.0,1401.75,1637.0,634.0,1899.0,0.0,0.0,507.0,949.0,296.0
2024-01-03 08:00:00,236.5,3.5,161.25,0.0,0.0,0.0,3467.0,38.25,0.0,0.0,0.0,1743.75,62.0,828.0,615.75,1791.0,0.0,1025.5,0.0,2834.0,2619.0,344.0,2065.5,0.0,0.0,0.0,739.0,513.0,0.0,0.0,0.0,0.0,1156.25,1395.0,328.0,0.0,1401.0,1631.0,305.0,1932.0,0.0,0.0,507.0,1086.0,233.0
2024-01-03 09:00:00,70.25,6.75,8.0,0.0,0.0,0.0,3157.0,0.0,0.0,0.0,0.0,1502.25,0.0,828.0,858.75,1748.5,0.0,1062.5,243.0,2562.0,2280.0,675.0,2257.0,0.0,0.0,0.0,754.5,403.0,0.0,0.0,0.0,0.0,1347.75,1427.0,690.0,13.0,1401.25,1525.0,0.0,1739.0,0.0,298.0,507.0,914.0,0.0
2024-01-03 10:00:00,76.5,36.25,0.0,5.0,0.0,0.0,2949.0,0.0,0.0,0.0,0.0,1662.5,0.0,596.0,758.0,1429.75,0.0,1253.25,379.0,2630.0,2153.0,545.0,2332.25,0.0,0.0,0.0,774.25,495.0,0.0,0.0,0.0,0.0,1184.0,1021.0,691.0,312.0,1401.5,1319.0,0.0,1704.0,0.0,12.0,507.0,885.0,0.0
2024-01-03 11:00:00,67.25,87.75,0.0,64.0,0.0,0.0,2922.0,0.0,0.0,0.0,0.0,1507.0,0.0,474.0,790.75,1310.5,0.0,1255.75,529.0,2741.0,1973.0,341.0,2460.0,0.0,0.0,0.0,811.5,570.0,0.0,0.0,0.0,0.0,1090.75,813.0,331.0,270.0,1401.5,1502.0,0.0,1551.0,0.0,0.0,507.0,1021.0,106.0
2024-01-03 12:00:00,82.75,60.0,0.0,29.0,0.0,0.0,3108.0,53.75,0.0,0.0,0.0,1476.5,0.0,379.0,876.75,1461.5,0.0,1381.0,592.0,3069.0,2022.0,254.0,2442.75,0.0,0.0,0.0,850.0,477.0,0.0,0.0,0.0,0.0,927.75,1170.0,405.0,0.0,1401.25,1507.0,9.0,1586.0,0.0,50.0,507.0,986.0,2.0
2024-01-03 13:00:00,90.75,81.5,0.0,1.0,0.0,0.0,3482.0,55.25,0.0,0.0,0.0,1443.75,0.0,325.0,950.25,2024.25,0.0,1300.75,531.0,3364.0,2076.0,186.0,2438.25,0.0,0.0,0.0,863.5,564.0,0.0,0.0,0.0,0.0,911.0,1723.0,174.0,0.0,1401.25,1552.0,183.0,1663.0,0.0,208.0,507.0,1101.0,0.0
2024-01-03 14:00:00,82.75,277.75,71.0,60.0,0.0,0.0,3801.0,0.0,0.0,0.0,0.0,1080.0,0.0,343.0,0.0,2830.0,0.0,1047.5,443.0,3668.0,1975.0,0.0,2049.0,0.0,0.0,0.0,891.75,401.0,0.0,0.0,0.0,0.0,1277.5,1299.0,433.0,13.0,1391.75,1182.0,0.0,1473.0,6.0,464.0,507.0,1032.0,0.0
2024-01-03 15:00:00,259.75,794.0,217.75,140.0,0.0,0.0,4065.0,0.0,0.0,0.0,0.0,744.5,0.0,506.0,0.0,3467.25,0.0,876.5,384.0,3652.0,1987.0,0.0,1599.25,0.0,0.0,0.0,755.5,555.0,0.0,0.0,0.0,0.0,1228.5,1099.0,693.0,326.0,1171.5,754.0,0.0,1428.0,56.0,593.0,503.0,1063.0,0.0
2024-01-03 16:00:00,179.75,845.75,300.0,0.0,0.0,0.0,4025.0,0.0,0.0,0.0,0.0,663.25,0.0,635.0,15.0,3416.25,0.0,645.5,122.0,3105.0,2300.0,142.0,1419.75,0.0,0.0,0.0,884.0,568.0,0.0,0.0,0.0,0.0,1419.25,868.0,700.0,620.0,713.5,453.0,0.0,1650.0,0.0,597.0,73.0,1131.0,0.0
2024-01-03 17:00:00,145.75,854.75,374.5,0.0,0.0,0.0,3743.0,0.0,0.5,0.0,0.0,523.75,128.0,807.0,6.0,2890.5,0.0,442.25,0.0,2667.0,2246.0,142.0,543.0,0.0,0.0,0.0,543.75,302.0,0.0,0.0,0.0,0.0,1789.75,598.0,700.0,621.0,152.5,54.0,0.0,1685.0,0.0,598.0,0.0,495.0,0.0
