time,flow_DE_LU_to_AT,flow_DE_LU_to_BE,flow_DE_LU_to_CH,flow_DE_LU_to_CZ,flow_DE_LU_to_DK_1,flow_DE_LU_to_DK_2,flow_DE_LU_to_FR,flow_DE_LU_to_NL,flow_DE_LU_to_NO_2,flow_DE_LU_to_PL,flow_DE_LU_to_SE_4,flow_AT_to_DE_LU,flow_AT_to_CH,flow_AT_to_CZ,flow_BE_to_DE_LU,flow_BE_to_FR,flow_BE_to_NL,flow_CH_to_DE_LU,flow_CH_to_AT,flow_CH_to_FR,flow_CZ_to_DE_LU,flow_CZ_to_AT,flow_CZ_to_PL,flow_DK_1_to_DE_LU,flow_DK_1_to_DK_2,flow_DK_1_to_NL,flow_DK_1_to_NO_2,flow_DK_2_to_DE_LU,flow_DK_2_to_DK_1,flow_DK_2_to_SE_4,flow_FR_to_DE_LU,flow_FR_to_BE,flow_FR_to_CH,flow_NL_to_DE_LU,flow_NL_to_BE,flow_NL_to_DK_1,flow_NL_to_NO_2,flow_NO_2_to_DE_LU,flow_NO_2_to_DK_1,flow_NO_2_to_NL,flow_PL_to_DE_LU,flow_PL_to_CZ,flow_PL_to_SE_4,flow_SE_4_to_DE_LU,flow_SE_4_to_DK_2,flow_SE_4_to_PL
2024-01-01 01:00:00,0.0,41.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2368.8,97.0,1718.8,414.825,68.2,46.75,800.0,835.0,2145.0,650.1,0.0,0.0,2500.0,0.0,700.0,0.0,981.0,531.0,0.0,1597.4,1628.0,0.0,181.0,352.1,0.0,0.0,1399.0,1713.0,640.0,972.9,322.7,0.0,519.0,1593.0,600.0
2024-01-01 02:00:00,,23.9,,,,,147.2,64.5,,46.1,,1814.0,19.0,1327.3,950.425,216.7,2.025,799.99,885.0,2132.0,486.1,84.6,,,,,,976.0,506.0,157.5,1984.8,2142.7,89.2,261.8,505.125,102.2,,,1693.0,,819.1,332.9,,,1587.0,
2024-01-01 03:00:00,292.675,23.724999999999998,,,42.0,,0.0,91.8,,46.2,,1785.9,0.0,1148.5,961.8499999999999,110.94999999999999,436.5,799.97,933.0,2040.7,637.5,123.2,,,,,,,531.0,122.5,1626.5,2435.1,98.7,0.0,1069.025,32.3,,,1713.0,,893.1,256.1,,,1668.0,
2024-01-01 04:00:00,457.875,227.475,,98.4,0.0,,,582.0,,0.0,,1732.5,25.0,1027.1,818.1,696.1500000000001,8.425,750.0,923.0,1937.0,705.7,17.3,,2398.0,44.6,,1.0,975.0,,123.3,954.4,2416.1,152.6,0.0,884.125,424.7,0.3,,1663.3,,915.3,209.9,,,1692.0,
2024-01-01 05:00:00,769.95,341.6,,37.9,263.0,7.9,,632.1,1.0,,,1814.9,,1162.3,889.725,926.75,457.4,760.0,990.8,2000.0,652.4,118.9,,2263.0,29.9,,7.8,978.0,,125.7,793.6,2395.9,10.0,402.5,1199.6999999999998,0.0,0.1,1401.0,,640.6,896.4,243.6,,,1650.0,
2024-01-01 06:00:00,554.1,29.425,,0.0,0.0,0.0,32.65,341.1,0.0,0.1,,1854.7,15.0,1360.5,957.125,0.0,1177.6750000000002,759.68,1023.0,1913.0,494.1,39.7,,1941.0,74.5,,7.1,995.0,571.0,56.4,1286.9,2948.4,119.5,1197.75,1180.575,67.3,23.7,1400.0,,640.0,772.1,277.8,,,,
2024-01-01 07:00:00,116.75,3.1,,,49.0,,0.0,0.0,,51.2,,1964.8,115.0,1341.5,871.1,,1086.125,708.27,974.0,1841.0,623.7,6.5,,2318.0,75.9,577.5,8.7,1000.0,570.0,143.3,1043.1,2467.0,0.0,71.1,1519.925,122.9,112.4,,,,890.3,267.0,,,,
2024-01-01 08:00:00,214.325,43.574999999999996,,65.8,0.0,,,82.0,,63.2,,1948.6,232.0,1417.5,1021.5250000000001,314.85,315.55,759.8,934.9,1681.0,531.6,0.0,,2066.0,23.1,700.0,0.0,,,225.1,1783.3,2307.5,330.3,558.4,1192.275,0.0,0.0,,1663.4,640.5,862.7,331.5,,,,
2024-01-01 09:00:00,180.05,74.9,,0.0,5.0,,523.1,198.25,,79.8,,2265.7,181.0,1549.5,350.475,262.6,504.92499999999995,758.98,920.0,1718.0,716.3,,,2500.0,0.0,,,,568.0,197.1,1431.2,1283.1,69.0,979.9,1158.775,,,,1664.0,,991.7,275.1,,,1576.0,
2024-01-01 10:00:00,0.0,46.025,,44.5,0.0,,214.85,596.5,,22.2,,2274.5,15.0,1516.9,358.875,235.95,268.02500000000003,799.3,764.9,1607.0,757.6,27.2,,,94.4,,,,484.0,206.3,1512.4,1124.1999999999998,0.0,1312.3,1086.5,,,,,,1004.2,246.8,,,1361.0,
2024-01-01 11:00:00,13.175,59.275,62.0,23.5,,,0.0,211.5,,0.0,,2153.0,,1338.6,375.125,418.0,428.925,799.38,803.6,1601.8,814.3,48.0,,,0.0,,,,101.0,103.9,1334.9,1015.0,20.0,1224.5,1125.4,,,,,,1116.3,301.7,,,983.0,
2024-01-01 12:00:00,249.95,101.525,0.0,146.8,,,985.35,201.75,,0.2,,1711.9,,1049.0,673.9250000000001,70.15,570.675,799.58,760.7,1674.6,663.7,65.8,,,25.1,,69.5,,227.0,41.6,1596.0,999.8000000000001,0.0,1315.2,855.225,,,,1663.3,,1149.3,485.9,200.0,,1023.0,
2024-01-01 13:00:00,0.0,271.8,,568.0,,,1148.05,487.0,,0.0,,1525.6,33.5,854.1,1055.7,606.4,499.375,786.7,725.4,1660.0,671.6,630.8,,,244.0,,0.0,,0.0,59.9,649.0,1057.6,125.2,775.8,1582.45,,,,1664.0,,1319.4,648.3,43.4,,499.0,643.4
2024-01-01 14:00:00,,130.525,,77.7,,,1515.9,335.0,,0.4,,1709.2,60.0,904.3,1056.625,358.95,474.0,799.98,620.1,2089.0,805.6,546.8,,,330.0,,,,0.0,0.0,0.0,0.0,0.0,627.6,2261.25,,,,,,1425.4,620.2,0.0,,347.0,185.5
2024-01-01 15:00:00,35.75,1067.425,,0.0,,,2769.4,310.0,,0.0,,987.6,365.0,568.2,233.4,2518.45,353.3,797.27,742.9,2491.0,419.5,0.0,,,235.0,,19.1,,,47.8,,,,1668.4,2120.875,,,,1663.3,,965.1,546.1,414.5,,304.0,0.0
2024-01-01 16:00:00,0.0,1021.7,138.6,,,,3106.4,236.0,,,,122.5,507.0,108.1,196.575,3154.6,6.633333333333333,545.85,542.6,3195.0,14.4,283.0,,,330.0,132.2,193.4,,,12.4,,24.400000000000002,142.2,1907.3,1861.0333333333335,4.5,,,1584.0,320.0,835.9,821.1,600.0,,77.0,
2024-01-01 17:00:00,,1036.8,299.52,4.5,,,2598.1,51.0,,,,152.4,348.0,128.6,95.13333333333333,2927.7,,143.0,763.0,3145.0,23.9,303.0,,,417.0,0.0,127.3,,,88.0,,431.15,175.0,1227.8,917.5,567.8,,,1134.0,0.0,818.6,794.9,,,0.0,
2024-01-01 18:00:00,32.5,1008.1666666666666,14.0,49.5,,,2191.2,3.0,,,,0.0,297.8,16.9,246.4,3034.75,0.8500000000000001,197.75,526.9,2437.8,0.0,181.0,,,478.0,138.0,161.3,,39.7,39.0,,87.94999999999999,319.0,2382.6,1565.7666666666667,39.4,47.4,,1478.0,86.8,787.6,836.7,,,,
2024-01-01 19:00:00,0.0,306.775,0.0,0.0,,1.0,2614.7,125.0,,,,124.7,329.2,99.7,318.525,2358.3,12.100000000000001,283.7,535.9,2350.8,25.6,205.9,,,600.0,331.6,177.7,1001.0,117.3,2.0,,99.15,260.0,1758.0,2014.7,417.9,0.9,,1433.0,187.7,816.3,791.0,228.5,0.0,37.1,
2024-01-01 20:00:00,0.0,1069.725,1099.175,0.0,70.0,0.0,3141.4,71.5,,0.4,,351.8,203.2,296.3,100.1,3033.4,114.6,253.2,650.0,2304.0,55.6,12.3,,,,733.3,0.0,996.0,42.2,14.0,,445.25,239.0,2161.9,2315.125,119.6,0.0,,1713.0,507.7,756.4,701.2,0.0,,129.1,
2024-01-01 21:00:00,59.75,1020.875,98.0,52.1,102.0,41.6,3040.1,215.75,,67.0,,243.5,298.0,295.2,175.25,2631.6,55.775,194.2,588.0,2912.0,0.0,201.5,,2577.0,,1008.1,,1000.0,608.1,0.0,,367.15,170.0,1805.7,2222.325,426.0,0.8,,,640.0,752.3,804.5,104.1,101.0,121.0,600.0
2024-01-01 22:00:00,114.125,1050.9,101.7,224.5,63.0,0.0,2793.2,1227.0,,21.5,81.0,81.8,138.0,306.5,60.025,2786.1,89.17500000000001,156.96,643.0,2887.2,67.5,182.8,,2542.0,561.0,582.2,,400.0,269.8,417.0,,375.85,427.2,1743.8,1798.5500000000002,463.5,0.0,,,640.5,377.1,602.0,28.9,0.0,0.0,470.4
2024-01-01 23:00:00,115.1,1000.0,0.0,508.1,944.0,1.5,2790.7,0.0,,20.3,0.0,0.0,34.0,393.0,0.0,2254.1,945.675,468.39,366.2,2775.6,360.1,104.5,,2228.0,0.0,700.0,,1000.0,39.0,0.0,,960.0,27.0,1387.0,2199.45,0.0,,,,,0.0,487.9,0.0,519.0,704.0,600.0
2024-01-02 00:00:00,0.0,,0.0,0.0,213.0,0.0,3995.2,,,0.0,,814.2,448.5,744.9,0.5,1978.0,106.975,555.6,905.0,2588.0,69.5,1.0,0.1,1982.0,,700.0,,1000.0,557.0,,,948.55,100.0,395.6,2416.875,,,,1680.0,,375.6,306.6,0.7,,1279.0,600.7
2024-01-02 01:00:00,,1000.8333333333334,69.925,,356.0,,4552.9,49.2,,,,1110.9,183.5,614.1,1.5,2043.6,100.3,655.0,716.0,3360.8,497.5,0.0,0.0,2242.0,,,,,531.0,18.7,,5.75,160.8,0.0,2460.633333333333,,,,,,624.4,127.3,0.0,,1163.0,600.0
2024-01-02 02:00:00,,1001.0,610.65,,277.0,,3201.9,380.1,,,,1117.1,268.8,737.7,1.0,1110.2,9.125,510.1,813.0,2361.0,379.6,,,2024.0,,,,,,24.3,,309.8,0.0,33.75,1712.8666666666668,,,1375.0,,,579.9,200.7,40.2,609.0,1117.0,629.3
2024-01-02 03:00:00,,,732.55,,256.0,,3653.4,770.5,,0.2,,1435.0,411.0,783.2,4.5,1006.65,68.65,782.0,794.5,2288.0,652.1,0.8,0.2,2079.0,,,,,557.0,0.0,,181.89999999999998,,18.75,1892.05,,,1399.0,,,773.2,121.0,1.3,615.0,1112.0,601.3
2024-01-02 04:00:00,80.925,1001.3000000000001,0.0,34.7,582.0,,3955.1,876.9,,0.0,,1976.1,335.0,965.2,1.8333333333333333,1174.05,155.0,779.0,651.0,,1010.2,0.0,0.0,2346.0,,,,,,,,244.14999999999998,,10.0,2031.3250000000003,,,,,,1014.7,4.3,0.0,,1096.0,445.2
2024-01-02 05:00:00,9.075,1003.3,,0.0,923.0,,4180.2,654.5,8.0,,,2302.1,396.6,1207.1,36.65,1541.8,356.25,751.0,570.1,2672.0,1094.3,64.0,,2342.0,,,,993.0,,,,559.65,,46.0,2036.825,,,1408.0,,,1163.2,68.7,154.8,,1111.0,0.0
2024-01-02 06:00:00,0.0,1010.4,12.8,,637.0,,3789.4,0.0,0.0,,,1206.9,790.3,423.8,10.4,2096.6,110.6,586.7,331.1,3187.0,783.7,8.5,,2218.0,,,,991.0,,,,45.6,17.0,407.6,2151.433333333333,,,1365.0,,,1024.8,241.5,476.4,549.0,1125.0,0.2
2024-01-02 07:00:00,,1024.3,191.5,,594.0,6.2,3546.3,1463.0,,,,1096.3,775.8,135.5,163.9,2815.8,228.475,43.0,253.6,3200.0,960.4,206.3,,2029.0,,,,992.0,554.0,70.8,,988.3,0.0,1492.8,2234.0,288.3,6.1,766.0,1643.8,640.8,1176.9,216.1,600.0,0.0,1006.0,0.0
2024-01-02 08:00:00,,1057.4,384.5,,445.0,75.7,3881.0,1773.25,,0.2,,1028.6,757.9,0.0,337.375,3587.9,1033.325,117.0,327.6,,1046.1,17.3,,1875.0,57.7,105.2,,998.0,281.0,91.6,,1215.55,,2213.7,2537.35,385.2,5.6,175.0,1230.0,320.0,1334.2,288.0,,,678.0,
2024-01-02 09:00:00,133.25,1068.75,457.6,3.3,778.0,103.3,3892.8,557.75,,0.0,,1009.4,515.7,2.2,408.15,3869.0,33.975,159.0,169.9,,1103.6,93.8,,2149.0,350.4,0.0,115.0,1000.0,554.0,372.9,,3.25,,2255.6,2292.025,594.8,0.0,579.0,900.0,0.0,1392.2,289.1,,,979.0,
2024-01-02 10:00:00,0.0,862.65,148.0,0.0,464.0,355.9,4161.9,663.5,19.0,,,528.5,776.0,45.8,367.525,4184.2,43.275,147.7,222.6,3175.0,932.4,404.0,0.3,1318.0,54.2,29.2,87.6,,384.0,202.6,,,,2259.9,2242.275,700.0,292.0,0.0,450.0,,1385.0,452.3,,,925.0,
2024-01-02 11:00:00,,1196.85,186.2,,83.0,111.7,4067.3,791.25,123.0,,,330.4,723.4,0.0,302.7,4464.1,51.1,43.0,298.1,3181.0,857.5,527.0,0.1,326.0,29.1,215.1,0.0,600.0,296.0,136.9,,15.5,,2404.3,2042.5,,612.0,21.0,0.0,24.8,1408.7,551.7,,,600.0,
2024-01-02 12:00:00,,1000.0,503.4,,546.0,97.6,3683.4,60.5,139.0,,,178.8,560.0,,7.5,4243.5,2.8000000000000003,,375.0,3200.0,837.4,657.8,7.3,0.0,0.0,20.3,,0.0,223.0,0.0,,7.4,,2403.7,1846.1333333333332,,640.0,56.0,100.7,2.1,1439.9,603.1,,,0.0,
2024-01-02 13:00:00,105.225,1006.6666666666666,410.8,,1475.0,488.5,4013.0,730.75,363.0,60.4,,416.2,585.0,3.6,10.333333333333334,4214.1,16.366666666666667,,290.0,,966.3,550.0,13.0,874.0,,185.9,,0.0,0.0,97.0,,0.1,,2312.4,2112.233333333333,,640.3,98.0,346.7,88.4,1461.8,495.2,613.6,,0.0,13.6
2024-01-02 14:00:00,17.1,1001.95,694.4,,1950.0,119.5,4012.9,608.0,176.0,0.0,,927.7,487.0,3.1,29.275,4068.1,22.066666666666666,,307.4,,1115.5,187.1,2.0,1109.0,,251.0,,,400.2,85.0,,0.0,,2195.0,2151.15,,640.0,78.0,316.1,26.4,1410.3,295.1,600.0,,22.5,0.0
2024-01-02 15:00:00,0.0,1007.75,408.2,,1940.0,581.8,3571.0,1380.0,373.0,,,1056.0,713.6,0.4,13.850000000000001,3985.5,16.849999999999998,,145.8,3199.0,1161.9,106.1,0.2,1098.0,,19.0,,21.4,123.0,450.0,,,,2443.6,2035.4,,688.8,1.0,632.6,185.9,1350.1,188.2,,,45.0,
2024-01-02 16:00:00,,1000.0,704.4,34.5,,643.0,2610.2,1288.5,235.0,30.0,132.0,1434.0,741.3,119.0,89.39999999999999,3583.5,40.06666666666667,,70.0,3200.0,1314.4,0.0,11.2,1355.0,,0.0,,26.4,310.0,551.0,,,,2601.5,1628.0,,640.0,0.0,646.0,17.5,1303.5,0.0,,,170.7,
2024-01-02 17:00:00,,1164.025,565.5,121.5,1906.0,637.3,3182.9,1026.25,76.0,51.6,0.0,1574.4,721.9,174.7,339.05,3212.4,141.925,,90.0,,1399.7,59.0,20.8,1291.0,,174.9,,88.7,262.9,592.0,,,146.2,1706.2,1700.425,,,229.0,363.0,13.7,1378.4,21.8,,,219.9,
2024-01-02 18:00:00,,1036.7,145.9,157.5,934.0,362.0,3146.2,213.75,0.0,30.0,,1237.3,1070.1,0.0,488.025,3321.3,396.675,,141.4,3180.0,1254.1,16.7,0.0,576.0,,413.7,,99.7,180.6,283.0,,,5.0,1765.3,1656.1999999999998,,,239.0,813.0,41.7,1335.4,81.2,,,152.4,
2024-01-02 19:00:00,,1119.35,0.0,134.8,0.0,0.0,4173.6,190.0,,0.0,,1240.0,987.6,140.5,937.35,3330.2,139.775,614.8,70.0,3179.3,1262.0,21.7,,423.0,,67.6,,238.0,184.0,0.0,,48.2,28.4,1162.3,2091.7,,320.0,819.0,1263.0,36.5,1390.4,128.3,,,650.0,
2024-01-02 20:00:00,,29.125,180.0,0.0,29.0,,4517.1,6.0,,35.2,,1795.2,272.1,384.6,1001.0,2335.65,423.9,616.1,287.2,3154.0,1410.1,0.0,9.9,1124.0,27.7,0.0,,265.9,0.0,,,2.25,0.0,447.6,2752.75,,0.0,1399.0,1713.0,0.5,1447.6,37.4,,,630.0,56.4
2024-01-02 21:00:00,,40.93333333333334,12.8,,235.0,8.0,4022.0,4.75,,66.3,,2678.4,145.3,1090.2,954.4,1861.6,267.1,616.6,482.8,3181.0,1588.1,406.3,203.9,2439.0,0.0,,,735.0,531.0,,,0.0,0.0,292.9,2688.625,,64.5,,,320.0,1384.3,0.0,,270.0,1645.0,300.0
2024-01-02 22:00:00,,265.225,0.0,,324.0,8.1,2896.8,76.25,,4.8,,3019.1,270.3,1494.9,884.8,1551.7,214.7,719.9,957.2,3200.0,1524.3,500.0,296.9,2282.0,,,,736.0,467.0,,,112.5,54.0,613.8,2114.1,,172.1,,,640.0,1227.6,275.5,47.5,212.0,1650.0,161.9
2024-01-02 23:00:00,,181.2,,,128.0,0.0,0.0,204.75,,0.0,,2654.7,0.0,1462.9,809.125,364.35,238.52499999999998,775.0,910.7,3337.6,1191.8,433.5,220.2,2500.0,,66.9,,738.0,531.0,,92.0,69.55,3.0,1219.9,962.35,,0.0,,,640.5,971.4,195.2,0.0,519.0,,373.6
2024-01-03 00:00:00,,338.725,,9.5,5.0,,1703.0,26.0,,0.3,,2650.1,10.0,1307.6,832.925,1319.3,1.6749999999999998,800.0,722.1,3000.0,1342.2,0.0,158.3,,,0.0,,754.0,590.0,21.3,0.0,0.0,0.0,899.7,1686.75,0.0,298.5,,,645.2,1184.1,0.5,,,1662.0,66.8
2024-01-03 01:00:00,,94.775,,0.0,0.0,,2281.3,2.75,,0.0,,2533.2,56.0,1127.0,647.4499999999999,878.1,4.35,799.3,666.9,3200.0,1406.2,10.4,168.1,,44.8,700.0,,741.0,,2.4,,,,578.7,2009.875,601.0,0.0,,,640.5,1238.3,0.8,,,1700.0,247.6
2024-01-03 02:00:00,,69.675,,,,,618.3,9.75,,,,2215.7,19.0,1000.1,945.8,73.85,34.15,798.25,481.0,2860.0,1215.8,0.0,52.0,,164.9,,,744.0,,64.9,,138.5,8.0,665.5,1433.525,1128.2,60.2,,,640.0,1163.5,2.5,,,,468.6
2024-01-03 03:00:00,,113.175,,,,,0.0,90.75,,,,2060.4,67.0,909.3,429.025,145.45,24.475,800.0,590.4,2760.0,1150.4,,6.8,,0.0,,,747.0,,0.0,52.3,134.45,,912.4,994.725,638.0,0.0,,,640.5,1144.0,0.0,,,,582.6
2024-01-03 04:00:00,,344.375,,,,,1001.7,38.0,,,,2220.3,66.0,932.5,584.825,433.79999999999995,226.55,799.6,699.3,2700.0,1287.7,,82.0,,,,,746.0,,,0.0,152.2,,623.6,1340.4,453.2,,,,,1205.4,,,,,412.3
2024-01-03 05:00:00,,242.675,,,258.0,,3479.0,70.1,,,,2671.4,11.1,1192.3,910.5,1315.85,213.875,800.0,445.0,3200.0,1479.5,14.4,208.4,,,,,741.0,,,,0.0,12.7,0.0,2458.55,206.2,,,,,1270.6,0.4,,,1650.0,2.3
2024-01-03 06:00:00,4.075,674.4,,,310.0,,2195.8,0.0,,22.4,,3115.1,129.0,1241.3,1247.825,811.3,251.675,797.725,822.0,,1873.9,203.0,398.2,2317.0,,688.3,,739.0,,132.8,,,1.4,628.0,2076.375,163.4,,,,,1475.6,291.6,58.5,,1554.0,0.0
2024-01-03 07:00:00,0.0,606.25,,8.7,295.0,,2352.8,374.25,,32.8,,2218.5,234.2,559.0,1170.75,1619.05,106.575,765.0,470.7,3180.0,1659.8,63.6,277.2,2035.0,,0.0,4.3,738.0,,198.3,,,8.0,1188.0,2154.6,11.7,,,1663.3,,1382.5,184.5,0.0,,1378.0,111.4
2024-01-03 08:00:00,,396.7,,0.0,174.0,20.6,2812.3,159.25,4.0,81.5,,2518.1,301.0,733.1,950.3,1917.5,26.2,800.0,348.0,3256.6,1784.2,339.7,351.8,2226.0,,372.1,0.0,742.0,,383.0,,,100.0,895.8,1799.3,700.0,,1404.0,1664.0,320.0,1432.7,301.8,408.8,,1095.0,0.0
2024-01-03 09:00:00,,11.95,,1.8,12.0,0.0,3231.3,48.75,46.0,97.7,,2794.9,185.3,894.8,853.95,2288.2,53.349999999999994,726.325,398.0,3190.0,1899.8,121.0,453.8,2283.0,,0.0,107.5,756.0,,350.0,,,0.0,1046.4,2016.475,,,1446.0,1663.3,0.0,1445.8,141.4,337.9,,1076.0,0.0
2024-01-03 10:00:00,,51.875,,0.0,0.0,,2703.3,236.5,0.0,256.4,,2454.9,32.6,682.8,785.4,1963.3,52.3,590.875,721.8,3178.0,1771.9,303.7,350.5,2386.0,12.6,,335.0,776.0,,451.0,,8.2,301.0,866.4,1634.25,,320.0,1400.0,,,1421.3,304.5,0.0,,1038.0,23.2
2024-01-03 11:00:00,171.375,18.1,,71.0,,,2680.6,205.5,,163.9,,2072.3,80.1,423.8,799.275,1838.75,139.025,718.5,595.1,3190.0,1648.0,69.0,272.1,2390.0,0.0,381.5,212.9,813.0,,324.8,,1.6,200.0,665.6,1565.55,,0.0,,,19.2,1376.0,150.0,0.3,,1003.0,113.3
2024-01-03 12:00:00,4.0,5.45,,38.9,,,3854.9,10.0,,248.1,,2275.2,0.0,481.2,910.7333333333332,2098.9,219.65,799.0,776.9,3262.1,1794.2,292.4,296.3,2500.0,,287.1,137.3,865.0,492.0,122.2,240.35,0.0,60.0,313.8,2138.2,,308.9,,,320.0,1498.1,220.3,199.7,,950.0,141.7
2024-01-03 13:00:00,0.0,6.475,,0.0,36.0,4.0,4691.5,22.75,75.0,9.9,,2138.4,0.35,381.7,984.75,2516.0,334.05,800.0,822.0,3200.0,1756.3,70.3,221.4,,,455.3,54.8,910.0,520.0,170.0,0.0,3.5,0.0,362.9,2631.266666666667,616.1,433.9,1475.0,,589.4,1535.4,114.4,271.9,,1031.0,67.4
2024-01-03 14:00:00,2.75,634.075,,,95.0,40.9,4222.9,149.0,100.0,0.0,,1837.3,63.1,280.7,325.475,3390.75,94.35,751.6,555.4,3314.0,1556.1,174.3,76.9,2133.0,114.9,226.9,101.7,941.0,590.0,118.8,,102.0,163.0,972.7,1883.975,660.4,260.8,1500.0,1350.0,269.4,1479.3,66.9,468.5,,1049.0,0.0
2024-01-03 15:00:00,173.9,1076.225,,,0.0,194.1,4089.0,132.25,42.0,,,1136.1,173.0,0.0,374.25,3807.05,7.7,742.175,490.4,3200.6,1225.9,89.8,0.0,1574.0,23.6,0.0,114.7,945.0,,213.0,,31.200000000000003,0.6,1164.9,1451.9333333333332,700.0,51.0,811.0,900.0,0.0,1388.7,162.9,600.0,515.0,1038.0,0.0
2024-01-03 16:00:00,381.075,1075.075,,72.1,,41.6,3388.3,173.25,0.0,,,995.8,726.6,172.4,252.725,3653.05,5.366666666666667,710.15,204.5,3200.0,1209.9,213.6,,1154.0,0.0,,0.0,927.0,422.0,17.7,,27.05,100.0,1390.2,1126.3,,371.0,231.0,450.0,,1311.8,102.0,,0.0,751.0,
2024-01-03 17:00:00,661.75,1252.45,,53.5,,41.9,2970.5,93.75,,,,985.9,583.2,165.0,369.55,3376.8,6.7,640.0,70.5,,1128.0,142.1,,0.0,,,,382.1,155.0,192.0,,1.3,0.0,1448.5,1042.2,,640.0,0.0,0.0,,1278.6,150.7,,,0.0,
2024-01-03 18:00:00,35.55,845.925,226.2,80.6,558.0,0.0,1971.5,41.25,209.0,0.4,,542.4,1132.2,0.0,695.725,2696.7,7.833333333333333,649.0,317.2,3120.0,829.5,286.3,,492.0,,,,0.0,0.0,606.0,,2.1,2.0,1582.9,1086.05,,,0.0,131.5,,1105.3,276.3,,,223.8,
2024-01-03 19:00:00,30.725,91.7,0.0,75.9,887.0,157.5,2564.2,229.25,141.0,0.0,,331.1,879.0,,932.75,1738.5,174.4,799.9,224.7,2680.0,763.3,431.6,,504.0,,,,27.4,422.6,576.0,,0.0,22.0,937.3,1902.775,,,70.0,119.2,,1170.7,407.9,,,235.7,
2024-01-03 20:00:00,262.775,945.55,,12.8,301.0,0.0,3589.2,268.75,96.0,,,1218.8,208.1,96.7,372.6,3188.4,7.775,790.0,405.0,2495.1,1122.3,0.0,,919.0,,,,380.1,14.3,404.0,,22.8,20.0,1668.7,2075.025,,320.0,367.0,342.0,,1401.6,279.2,,,306.7,
2024-01-03 21:00:00,161.0,1004.3,,0.0,0.0,,3484.7,234.75,0.0,130.4,,1063.3,52.0,202.6,66.9,3795.0,0.35,679.9,512.4,2945.0,861.3,185.7,,963.0,220.0,,,287.0,0.0,602.0,,204.8,0.0,2100.9,1790.3,0.0,0.0,219.0,792.0,,1181.9,321.2,23.0,,157.3,
2024-01-03 22:00:00,17.95,1039.825,,,,163.9,3025.3,420.5,,140.0,,746.5,10.0,356.1,53.474999999999994,3649.0,100.55,800.0,730.3,3068.0,390.2,22.2,12.3,136.0,600.0,,,448.8,202.0,948.0,,429.15000000000003,,2261.0,1646.575,370.9,309.8,809.0,1242.0,320.0,647.2,256.8,0.0,,287.2,59.1
2024-01-03 23:00:00,0.0,328.5,,,,0.0,2276.4,492.75,55.0,185.6,,1077.8,266.4,618.6,110.575,2573.95,79.025,699.3,895.2,3120.0,459.8,37.3,52.8,290.0,413.0,,,480.6,187.2,696.0,,209.7,0.3,1978.2,1792.1,372.9,309.5,1399.0,1692.0,640.0,669.1,209.4,288.5,,534.4,600.0
2024-01-04 00:00:00,,433.425,203.8,,,,2999.0,959.5,1.0,19.6,,1473.5,171.0,940.8,38.425,3118.05,10.7,742.0,883.1,3110.0,532.1,2.4,122.2,1084.0,0.0,131.3,,600.0,187.0,0.0,,1.2,1.0,2101.5,2170.7250000000004,0.0,0.0,1401.0,1713.0,640.5,774.6,242.4,134.0,5.0,397.0,692.4
2024-01-04 01:00:00,,177.0,186.3,,797.0,,3417.9,207.0,0.0,0.3,,1485.5,193.1,759.9,18.45,3224.8,385.4,706.99,825.4,3095.0,725.7,0.0,0.0,1663.0,,700.0,,851.0,545.0,,,420.35,40.8,1871.6,2288.15,,0.6,1400.0,1680.0,641.1,863.3,137.9,0.0,519.0,1070.0,600.0
2024-01-04 02:00:00,,279.175,215.2,,452.0,,3036.6,580.25,,0.0,,1436.9,159.2,684.8,56.45,2972.95,298.6,444.4,925.0,3182.5,752.2,,0.2,2102.0,,683.7,,787.0,,,,145.4,0.0,2031.2,2209.75,,0.0,,,640.5,866.8,114.4,,,1011.0,
2024-01-04 03:00:00,,209.0,186.0,,622.0,,3071.4,532.25,,0.5,,1398.7,100.0,651.6,279.675,3031.8,408.325,382.9,866.0,3181.0,746.4,,0.0,2390.0,,700.0,,762.0,,,,123.55000000000001,1.2,2133.6,2293.625,,,,,,865.4,118.5,,,1035.0,
2024-01-04 04:00:00,,127.575,195.2,,321.0,,3515.7,431.0,,0.0,,1425.3,197.5,585.4,95.95,3349.5,613.4,538.5,845.0,3194.9,840.1,0.5,,2184.0,,,,749.0,,,,363.45,44.9,2190.8,2403.775,,,,1658.9,,960.7,120.5,1.0,,1050.0,600.7
2024-01-04 05:00:00,,100.05000000000001,127.9,,0.0,,3436.7,539.5,18.0,,,1515.7,151.9,746.0,101.3,3429.4,424.1,757.0,957.8,3174.3,769.7,49.1,3.2,1258.0,,344.0,,741.0,,,,105.35,5.6,2258.4,2411.725,,8.7,1200.0,1230.0,620.2,959.4,190.1,15.9,504.0,987.0,615.9
2024-01-04 06:00:00,29.25,385.925,180.0,63.9,79.0,4.4,1796.5,607.75,17.0,45.0,,1098.7,198.0,187.1,342.325,2663.1,246.6,641.96,869.0,3170.6,911.8,7.8,14.8,362.0,,0.0,,739.0,590.0,,,67.4,1.7,2514.8,1859.525,,7.4,600.0,780.0,310.1,1174.0,262.3,59.9,0.0,946.0,222.4
